"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","23 Feb 2020 19:30:39 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
23-02 19:30:39,10.140,3.338,66.825,17.754,1.943,480669696,500801536,116113408,2792456192,0,0,113185.791,1980817.226,6.540,20.102,500.206,818.169,1.340,1.360,1.330,4,0,16.345,0,0,14,4,0,4,0
23-02 19:30:40,18.049,37.561,35.122,1.951,7.317,476454912,504446976,116129792,2792828928,11310,25046,184320,159744,3,12,1607,3863,1.340,1.360,1.330,3,0,319,0,0,14,4,0,4,0
23-02 19:30:41,22.222,34.343,38.384,0.505,4.545,476364800,504446976,116129792,2792923136,9179,16014,65536,16384,1,4,1902,4168,1.340,1.360,1.330,1,0,204,0,0,14,4,0,4,0
23-02 19:30:42,31.841,24.876,37.313,0,5.970,607428608,372973568,116129792,2920960000,6216,6838,0,4096,0,1,2227,5164,1.310,1.360,1.330,0,0,101,0,0,16,4,0,4,0
23-02 19:30:43,12.019,26.923,51.442,0,9.615,608018432,372334592,116129792,2920992768,16359,33486,0,610304,0,4,1410,3608,1.310,1.360,1.330,1,0,257,0,0,16,8,0,4,0
23-02 19:30:44,40.500,9.500,47,0,3,630890496,349372416,116137984,2921074688,5319,7772,0,0,0,0,784,1281,1.310,1.360,1.330,1,0,38,0,0,16,6,0,6,0
23-02 19:30:45,42.647,5.392,41.667,7.353,2.941,651460608,328450048,116146176,2921246720,4714,1890,102400,327680,6,2,621,732,1.310,1.360,1.330,1,0,0,0,0,16,6,0,6,0
23-02 19:30:46,28.358,4.975,44.279,15.920,6.468,670875648,307945472,116166656,2922172416,4268,1944,622592,0,43,0,697,910,1.310,1.360,1.330,1,0,0,0,0,16,6,0,6,0
23-02 19:30:47,34.500,12,32.500,18,3,691384320,286289920,116252672,2923073536,20804,128178,53248,1216512,6,24,1609,3216,1.450,1.380,1.340,0,1,0,0,0,16,8,0,6,0
23-02 19:30:48,8.500,6,42.500,41,2,694280192,282984448,116400128,2923335680,5529,46906,0,1056768,0,72,812,2155,1.450,1.380,1.340,1,1,2,0,0,16,8,0,6,0
23-02 19:30:49,1.942,3.398,45.631,44.660,4.369,694530048,282263552,116617216,2923556864,6169,1944,0,1249280,0,89,733,1303,1.450,1.380,1.340,0,1,0,0,0,16,8,0,6,0
23-02 19:30:50,2.970,2.475,45.050,45.545,3.960,694980608,281403392,116768768,2923814912,6559,2160,0,1138688,0,77,625,1147,1.450,1.380,1.340,0,1,0,0,0,16,8,0,6,0
23-02 19:30:51,1.515,2.020,46.970,46.970,2.525,695095296,280842240,116887552,2924130304,4577,1944,0,892928,0,60,541,1013,1.450,1.380,1.340,0,1,0,0,0,16,8,0,6,0
23-02 19:30:52,2.020,1.010,48.990,46.465,1.515,695320576,280330240,116981760,2924306432,3559,1944,0,749568,0,49,483,949,1.410,1.380,1.340,0,1,0,0,0,16,8,0,6,0
23-02 19:30:53,2.513,0.503,11.055,85.427,0.503,695361536,280141824,117047296,2924388352,5071,2160,0,1110016,0,92,565,748,1.410,1.380,1.340,0,3,0,0,0,16,8,0,6,0
23-02 19:30:54,2.020,0.505,0,96.970,0.505,695382016,280113152,117047296,2924396544,4822,2160,0,745472,0,111,577,735,1.410,1.380,1.340,0,2,0,0,0,16,8,0,6,0
23-02 19:30:55,1.515,1.515,38.384,57.071,1.515,695554048,278933504,117088256,2925363200,4698,2160,0,5332992,0,92,583,1163,1.410,1.380,1.340,0,2,0,0,0,16,8,0,6,0
23-02 19:30:56,2.030,1.015,48.731,48.223,0,695586816,278745088,117223424,2925383680,4762,1944,0,2187264,0,92,610,1135,1.410,1.380,1.340,0,1,0,0,0,16,8,0,6,0
23-02 19:30:57,9.901,7.426,33.663,44.059,4.950,696057856,278106112,117342208,2925428736,4011,2160,0,528384,0,52,747,1244,1.460,1.390,1.340,0,1,1,0,0,16,8,0,6,0
23-02 19:30:58,9.184,7.653,28.571,43.878,10.714,696479744,277536768,117436416,2925481984,3741,1890,0,442368,0,46,862,1557,1.460,1.390,1.340,0,1,2,0,0,16,8,0,6,0
23-02 19:30:59,5.970,7.960,37.313,42.786,5.970,696692736,277127168,117575680,2925539328,4362,2214,0,585728,0,59,821,1342,1.460,1.390,1.340,0,1,0,0,0,16,8,0,5,0
23-02 19:31:00,21.500,19.500,25,25.500,8.500,697102336,276643840,117628928,2925559808,4854,1944,0,1409024,0,90,790,923,1.460,1.390,1.340,1,2,0,0,0,16,8,0,5,0
23-02 19:31:01,24.500,27,0,47.500,1,696922112,276807680,117633024,2925572096,3664,2160,0,495616,0,27,654,637,1.460,1.390,1.340,1,1,0,0,0,16,8,0,5,0
23-02 19:31:02,25.373,26.368,0,47.264,0.995,697081856,276643840,117633024,2925576192,3926,1944,0,0,0,0,594,635,1.580,1.410,1.350,1,1,0,0,0,16,8,0,5,0
23-02 19:31:03,26,26,0,47,1,696971264,276742144,117633024,2925588480,6786,2254,0,28672,0,6,630,638,1.580,1.410,1.350,1,1,0,0,0,16,8,0,5,0
23-02 19:31:04,10,9,32,46.500,2.500,696930304,276652032,117690368,2925662208,3558,1944,0,4743168,0,93,624,1096,1.580,1.410,1.350,1,1,0,0,0,16,8,0,5,0
23-02 19:31:05,7.576,7.071,37.879,45.455,2.020,697171968,276172800,117829632,2925760512,4729,2160,0,679936,0,56,617,1118,1.580,1.410,1.350,0,1,0,0,0,16,8,0,5,0
23-02 19:31:06,9.453,7.960,34.826,45.771,1.990,697507840,275636224,118050816,2925740032,5686,1890,16384,1609728,1,100,810,1473,1.580,1.410,1.350,1,1,0,0,0,16,8,0,5,0
