-- Logs begin at Wed 2020-04-01 21:19:28 UTC, end at Wed 2020-04-01 22:42:43 UTC. --
Apr 01 21:57:43 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 21:57:44 ubuntu dstat.sh[1394]: [286B blob data]
Apr 01 21:57:44 ubuntu dstat.sh[1394]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 21:57:44 ubuntu dstat.sh[1394]: 01-04 21:57:44| 18   5  55  20   2| 418M  731M 88.2M 2502M|   0     0 | 223k 3138k|12.0  38.5 | 868  1556 |1.39 1.33 1.22|2.0   0  29|   0     0 |systemd              1    0.5%   0    0 |bash                 3639 2708k2513k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 21:57:45 ubuntu dstat.sh[1394]: 01-04 21:57:45| 28  32  34   4   1| 420M  728M 88.2M 2503M|6215B 2202B| 308k  140k|4.00  13.0 |1819  5180 |1.39 1.33 1.22|3.0   0 327|   0     0 |systemd              1    5.5%   0    0 |bash                 3639 2527k  20k4.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 21:57:46 ubuntu dstat.sh[1394]: 01-04 21:57:46| 26  35  39   0   0| 426M  722M 88.2M 2503M|  14k 1944B|   0    16k|   0  4.00 |2755  8491 |1.36 1.32 1.22| 12   0 238|   0     0 |systemd              1     14%   0    0 |bash                 3639 1534k  13k3.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 21:57:47 ubuntu dstat.sh[1394]: 01-04 21:57:47| 14  19  55  12   1| 544M  603M 88.2M 2625M|6909B 2160B|   0  8024k|   0  19.0 |1332  4123 |1.36 1.32 1.22|1.0   0 128|   0     0 |systemd              1    8.5%   0    0 |bash                 3639  360k6222B2.0%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 01 21:57:48 ubuntu dstat.sh[1394]: 01-04 21:57:48| 35  18  46   0   1| 559M  589M 88.2M 2625M|5016B 1944B|   0     0 |   0     0 |1072  2623 |1.36 1.32 1.22|1.0   0 193|   0     0 |keystone-manage      2807  28%3506k  81k|keystone-manage      2807 3506k  81k 28%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 21:57:49 ubuntu dstat.sh[1394]: 01-04 21:57:49| 11   2  49  39   0| 565M  581M 88.3M 2625M|4434B 1944B| 656k    0 |55.0     0 | 532   965 |1.36 1.32 1.22|  0 1.0   0|   0     0 |keystone-manage      2807  10%1858k   0 |keystone-manage      2807 1858k   0  10%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 21:57:50 ubuntu dstat.sh[1394]: 01-04 21:57:50|  9   1  37  54   1| 568M  579M 88.3M 2625M|3981B 2160B| 128k  312k|19.0  2.00 | 369   776 |1.36 1.32 1.22|  0 1.0   0|   0     0 |keystone-manage      2807 7.5% 475k   0 |keystone-manage      2807  475k   0 7.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 21:57:51 ubuntu dstat.sh[1394]: 01-04 21:57:51| 16   3  49  32   1| 578M  568M 88.4M 2626M|3358B 1944B| 540k    0 |62.0     0 | 507  1020 |1.33 1.32 1.21|  0 1.0   0|   0     0 |keystone-manage      2807  16%2296k  46k|keystone-manage      2807 2296k  46k 16%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 21:57:52 ubuntu dstat.sh[1394]: 01-04 21:57:52| 26   3  49  22   1| 587M  559M 88.4M 2626M|3241B 1944B| 372k    0 |29.0     0 | 511   805 |1.33 1.32 1.21|2.0   0   0|   0     0 |keystone-manage      2807  26%2268k   0 |keystone-manage      2807 2268k   0  26%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 21:57:53 ubuntu dstat.sh[1394]: 01-04 21:57:53| 12   3  48  36   2| 593M  553M 88.4M 2627M|5939B 2160B| 260k    0 |20.0     0 | 391   661 |1.33 1.32 1.21|1.0   0   0|   0     0 |keystone-manage      2807  14%1695k 107k|keystone-manage      2807 1695k 107k 14%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 21:57:54 ubuntu dstat.sh[1394]: 01-04 21:57:54| 30   4  48  18   1| 608M  536M 88.4M 2628M|4046B 1944B| 148k    0 |12.0     0 | 440   744 |1.33 1.32 1.21|  0 1.0   0|   0     0 |keystone-manage      2807  31%4049k 412k|keystone-manage      2807 4049k 412k 31%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 21:57:55 ubuntu dstat.sh[1394]: 01-04 21:57:55| 18   7  32  42   1| 614M  530M 88.5M 2628M|4274B 1986B|  44k 1428k|4.00  25.0 | 662  1313 |1.33 1.32 1.21|  0 1.0   0|   0     0 |python2              1679  12%  83k  91k|keystone-manage      2807  441k  83k 10%|mysqld       177M|   0     0 |  16    7    0    8    0
Apr 01 21:57:56 ubuntu dstat.sh[1394]: 01-04 21:57:56|  9   3  23  64   1| 623M  520M 88.5M 2628M|5054B 2160B|   0  2868k|   0  67.0 | 541  1044 |1.30 1.31 1.21|  0 1.0   0|   0     0 |keystone-manage      2807 4.0%  38k  53k|keystone-manage      2807   38k  53k4.0%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 01 21:57:57 ubuntu dstat.sh[1394]: 01-04 21:57:57|  2   2  49  46   1| 623M  520M 88.6M 2628M|4592B 2160B|   0   812k|   0  57.0 | 503   986 |1.30 1.31 1.21|1.0 1.0 2.0|   0     0 |jbd2/vda1-8          299  1.5%   0    0 |python2              1770   14k 473B  0%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 01 21:57:58 ubuntu dstat.sh[1394]: 01-04 21:57:58|  2   1  43  54   0| 624M  519M 88.7M 2628M|3974B 1944B|  52k 8256k|1.00  32.0 | 319   646 |1.30 1.31 1.21|  0 1.0   0|   0     0 |python2              1770 0.5%  14k 474B|python2              1770   14k 474B0.5%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 01 21:57:59 ubuntu dstat.sh[1394]: 01-04 21:57:59|  2   1  44  52   0| 624M  519M 88.7M 2629M|4557B 1944B|   0   992k|   0  20.0 | 420   745 |1.30 1.31 1.21|  0 1.0   0|   0     0 |conntrackd           163061.0%   0    0 |python2              1770   14k 462B  0%|mysqld       186M|   0     0 |  16    7    0    9    0
