-- Logs begin at Thu 2020-02-27 17:22:04 UTC, end at Thu 2020-02-27 20:12:31 UTC. --
Feb 27 18:11:31 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 27 18:11:32 ubuntu dstat.sh[32744]: [286B blob data]
Feb 27 18:11:32 ubuntu dstat.sh[32744]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 27 18:11:32 ubuntu dstat.sh[32744]: 27-02 18:11:32| 15   4  60  19   1| 451M  579M  140M 2550M|   0     0 | 157k 2760k|7.32  31.2 | 696  1217 |1.63 1.46 1.27|5.0   0  22|   0     0 |systemd              1    0.4%   0    0 |bash                 3216 2148k1980k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 27 18:11:33 ubuntu dstat.sh[32744]: 27-02 18:11:33| 14  23  33   0  29| 452M  577M  140M 2550M|4705B 2160B| 280k  156k|4.00  12.0 | 950  2803 |1.63 1.46 1.27|5.0   0 217|   0     0 |bash                 3216 6.0%1890k  15k|bash                 3216 1890k  15k6.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 27 18:11:34 ubuntu dstat.sh[32744]: 27-02 18:11:34| 18  31  37   0  14| 453M  576M  140M 2551M|4321B 1944B|   0    16k|   0  4.00 |1401  4502 |1.50 1.43 1.27|2.0   0 210|   0     0 |systemd              1     11%   0    0 |bash                 3216 1418k  13k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 27 18:11:35 ubuntu dstat.sh[32744]: 27-02 18:11:35| 23  22  50   0   5| 577M  452M  140M 2673M|4210B 2160B|   0     0 |   0     0 |1689  5031 |1.50 1.43 1.27|  0   0  77|   0     0 |systemd              1     21%   0    0 |bash                 3216  232k 656B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 27 18:11:36 ubuntu dstat.sh[32744]: 27-02 18:11:36| 21  26  50   0   3| 584M  445M  140M 2673M|4152B 2160B|   0     0 |   0     0 |1474  3394 |1.50 1.43 1.27|1.0   0 297|   0     0 |keystone-manage      1717 8.0%1405k  81k|keystone-manage      1717 1405k  81k8.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 27 18:11:37 ubuntu dstat.sh[32744]: 27-02 18:11:37| 30   4  48  18   1| 599M  429M  140M 2673M|5366B 2160B| 492k    0 |24.0     0 | 655   902 |1.50 1.43 1.27|  0 1.0   0|   0     0 |keystone-manage      1717  32%3888k   0 |keystone-manage      1717 3888k   0  32%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 27 18:11:38 ubuntu dstat.sh[32744]: 27-02 18:11:38|  7   1  34  58   0| 600M  428M  140M 2673M|4258B 1944B| 268k  288k|26.0  2.00 | 503   770 |1.50 1.43 1.27|  0 1.0   0|   0     0 |keystone-manage      1717 4.0% 174k   0 |keystone-manage      1717  174k   0 4.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 27 18:11:39 ubuntu dstat.sh[32744]: 27-02 18:11:39| 13   2  47  35   1| 610M  418M  140M 2674M|5701B 1944B| 272k    0 |28.0     0 | 590   805 |1.46 1.42 1.26|1.0   0   0|   0     0 |keystone-manage      1717  15%2003k  46k|keystone-manage      1717 2003k  46k 15%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 27 18:11:40 ubuntu dstat.sh[32744]: 27-02 18:11:40| 25   2  46  27   1| 619M  409M  140M 2674M|6303B 1986B|  24k    0 |3.00     0 | 506   819 |1.46 1.42 1.26|1.0   0   0|   0     0 |keystone-manage      1717  22%2354k   0 |keystone-manage      1717 2354k   0  22%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 27 18:11:41 ubuntu dstat.sh[32744]: 27-02 18:11:41| 15   2  48  35   1| 623M  404M  140M 2674M|5304B 2160B| 560k    0 |39.0     0 | 494   782 |1.46 1.42 1.26|  0 1.0   0|   0     0 |keystone-manage      1717  14%1348k  34k|keystone-manage      1717 1348k  34k 14%|mysqld       173M|   0     0 |  16    5    0    6    0
