-- Logs begin at Tue 2020-02-18 15:44:23 UTC, end at Tue 2020-02-18 17:19:41 UTC. --
Feb 18 16:32:37 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 18 16:32:38 ubuntu dstat.sh[1398]: [286B blob data]
Feb 18 16:32:38 ubuntu dstat.sh[1398]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 18 16:32:38 ubuntu dstat.sh[1398]: 18-02 16:32:38| 16   4  55  23   2| 461M  701M  135M 2427M|   0     0 | 163k 2246k|7.43  31.5 | 746  1285 |1.48 1.28 1.24|1.0   0  23|   0     0 |systemd              1    0.4%   0    0 |bash                 4444 2196k1991k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 18 16:32:39 ubuntu dstat.sh[1398]: 18-02 16:32:39| 22  39  33   6   1| 461M  700M  135M 2427M|5720B 3240B| 228k  936k|3.00  29.0 |1511  3915 |1.48 1.28 1.24|1.0   0 435|   0     0 |bash                 4444 7.0%2009k  28k|bash                 4444 2009k  28k7.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 18 16:32:40 ubuntu dstat.sh[1398]: 18-02 16:32:40| 28  34  37   0   3| 461M  700M  135M 2427M|6820B 3186B|   0    24k|   0  6.00 |2316  6170 |1.48 1.28 1.24|2.0   0 276|   0     0 |systemd              1     11%   0    0 |bash                 4444 2045k  18k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 18 16:32:41 ubuntu dstat.sh[1398]: 18-02 16:32:41| 30  25  43   0   1| 586M  574M  135M 2549M|5318B 3294B|   0  4096B|   0  1.00 |1917  7668 |1.48 1.28 1.24|  0   0 105|   0     0 |systemd              1     20%   0    0 |bash                 4444  442k2296B0.5%|mysqld       173M|   0     0 |  16    3    0    5    0
Feb 18 16:32:42 ubuntu dstat.sh[1398]: 18-02 16:32:42|  6  10  83   0   2| 586M  574M  135M 2549M|7250B 2916B|   0     0 |   0     0 | 819  1691 |1.36 1.26 1.23|1.0   0 105|   0     0 |bash                 4444 2.0% 249k5985B|bash                 4444  249k5985B2.0%|mysqld       173M|   0     0 |  16    5    0    5    0
Feb 18 16:32:43 ubuntu dstat.sh[1398]: 18-02 16:32:43| 33  19  44   0   3| 597M  563M  135M 2549M|4858B 2916B|   0     0 |   0     0 |1193  2750 |1.36 1.26 1.23|1.0   0 194|   0     0 |keystone-manage      2804  26%2281k  81k|keystone-manage      2804 2281k  81k 26%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 18 16:32:44 ubuntu dstat.sh[1398]: 18-02 16:32:44| 15   3   5  74   3| 607M  553M  135M 2550M|5644B 3240B| 168k 7512k|8.00   140 | 638   774 |1.36 1.26 1.23|  0 2.0   0|   0     0 |keystone-manage      2804  16%2887k   0 |keystone-manage      2804 2887k   0  16%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 18 16:32:45 ubuntu dstat.sh[1398]: 18-02 16:32:45|  7   2   3  84   5| 607M  552M  135M 2550M|5502B 2916B| 256k   13M|27.0   117 | 568   802 |1.36 1.26 1.23|  0 1.0   0|   0     0 |keystone-manage      2804 5.5% 194k   0 |keystone-manage      2804  194k   0 5.5%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 18 16:32:46 ubuntu dstat.sh[1398]: 18-02 16:32:46|  3   3  46  47   3| 608M  551M  135M 2550M|7768B 3240B|  28k   16M|2.00  16.0 | 394   640 |1.36 1.26 1.23|  0 1.0   0|   0     0 |rcu_sched            8    2.5%   0    0 |keystone-manage      2804   62k   0 1.0%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 18 16:32:47 ubuntu dstat.sh[1398]: 18-02 16:32:47|  6   2  47  45   1| 610M  549M  135M 2550M|7607B 2958B|  92k    0 |16.0     0 | 436   691 |1.33 1.25 1.23|  0 1.0   0|   0     0 |keystone-manage      2804 4.5% 481k   0 |keystone-manage      2804  481k   0 4.5%|mysqld       173M|   0     0 |  16    5    0    7    0
