-- Logs begin at Wed 2020-04-01 05:05:56 UTC, end at Wed 2020-04-01 07:01:40 UTC. --
Apr 01 05:50:00 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 05:50:00 ubuntu dstat.sh[2562]: [286B blob data]
Apr 01 05:50:00 ubuntu dstat.sh[2562]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 05:50:00 ubuntu dstat.sh[2562]: 01-04 05:50:00| 16   5  52  26   1| 419M  580M 86.2M 2646M|   0     0 | 248k 3221k|12.0  34.5 | 798  1450 |1.90 1.55 1.36|1.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 3802 2392k2209k0.2%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 05:50:01 ubuntu dstat.sh[2562]: 01-04 05:50:01| 18  37  34   6   4| 420M  580M 86.2M 2646M|3965B 1728B|   0   104k|   0  9.00 |1501  3606 |1.90 1.55 1.36|1.0   0 400|   0     0 |bash                 3802 7.0%1787k  26k|bash                 3802 1787k  26k7.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 05:50:02 ubuntu dstat.sh[2562]: 01-04 05:50:02| 21  26  41   7   4| 420M  579M 86.2M 2646M|5267B 1944B|   0    16k|   0  4.00 |1497  3731 |1.90 1.55 1.36|1.0   0 203|   0     0 |systemd              1     11%   0    0 |bash                 3802 1498k  12k3.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 05:50:03 ubuntu dstat.sh[2562]: 01-04 05:50:03| 25  27  40   7   2| 421M  578M 86.2M 2646M|4626B 1770B|   0    16k|   0  4.00 |1738  4794 |1.99 1.58 1.37|4.0   0 195|   0     0 |systemd              1     13%   0    0 |bash                 3802 1094k9863B1.5%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 05:50:04 ubuntu dstat.sh[2562]: 01-04 05:50:04| 13  18  64   0   6| 545M  453M 86.2M 2768M|3684B 1944B|   0     0 |   0     0 |1151  3633 |1.99 1.58 1.37|2.0   0 147|   0     0 |systemd              1    5.5%   0    0 |bash                 3802  385k7318B3.5%|mysqld       173M|   0     0 |  15    5    0    5    0
Apr 01 05:50:05 ubuntu dstat.sh[2562]: 01-04 05:50:05| 28  20  44   0   7| 557M  441M 86.2M 2769M|3033B 1944B|   0     0 |   0     0 |1044  2127 |1.99 1.58 1.37|2.0   0 168|   0     0 |keystone-manage      3958  26%2955k  81k|keystone-manage      3958 2955k  81k 26%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 05:50:06 ubuntu dstat.sh[2562]: 01-04 05:50:06| 20   3  45  30   4| 569M  428M 86.5M 2769M|3413B 1770B| 892k  252k|99.0  2.00 | 713  1124 |1.99 1.58 1.37|  0 1.0   0|   0     0 |keystone-manage      3958  22%2904k   0 |keystone-manage      3958 2904k   0  22%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 05:50:07 ubuntu dstat.sh[2562]: 01-04 05:50:07| 14   2  47  34   2| 579M  418M 86.8M 2770M|4562B 1944B| 788k    0 | 129     0 | 520   968 |1.99 1.58 1.37|2.0   0   0|   0     0 |keystone-manage      3958  15%2120k  46k|keystone-manage      3958 2120k  46k 15%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 05:50:08 ubuntu dstat.sh[2562]: 01-04 05:50:08| 30   3  44  23   1| 590M  406M 86.8M 2770M|3060B 1944B| 640k 2016k|51.0  4.00 | 503   784 |1.99 1.59 1.37|2.0 1.0 1.0|   0     0 |keystone-manage      3958  31%3010k   0 |keystone-manage      3958 3010k   0  31%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 05:50:09 ubuntu dstat.sh[2562]: 01-04 05:50:09| 15   2   6  74   4| 595M  401M 86.8M 2771M|  64k 1782B|  28k 6008k|4.00  15.0 |1024   630 |1.99 1.59 1.37|2.0   0   0|   0     0 |keystone-manage      3958  15%1316k 107k|keystone-manage      3958 1316k 107k 15%|mysqld       173M|   0     0 |  15    5    0    7    0
