-- Logs begin at Thu 2020-02-27 17:39:56 UTC, end at Thu 2020-02-27 19:23:44 UTC. --
Feb 27 18:40:43 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 27 18:40:43 ubuntu dstat.sh[13594]: [286B blob data]
Feb 27 18:40:43 ubuntu dstat.sh[13594]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 27 18:40:43 ubuntu dstat.sh[13594]: 27-02 18:40:43| 13   4  59  21   3| 451M  459M  113M 2691M|   0     0 | 175k 2643k|9.10  26.5 | 622  1014 |1.51 1.49 1.45|2.0   0  21|   0     0 |systemd              1    0.3%   0    0 |bash                 156931780k1634k0.2%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 27 18:40:44 ubuntu dstat.sh[13594]: 27-02 18:40:44| 17  39  38   1   4| 450M  459M  113M 2691M|3680B 1944B|   0   112k|   0  8.00 |1491  3908 |1.51 1.49 1.45|1.0   0 408|   0     0 |bash                 156937.5%1540k  27k|bash                 156931540k  27k7.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 27 18:40:45 ubuntu dstat.sh[13594]: 27-02 18:40:45| 27  31  39   0   3| 451M  458M  113M 2691M|5008B 2160B|   0    24k|   0  6.00 |1658  3968 |1.51 1.49 1.45|1.0   0 282|   0     0 |systemd              1     11%   0    0 |bash                 156932143k  18k3.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 27 18:40:46 ubuntu dstat.sh[13594]: 27-02 18:40:46| 35  28  36   0   2| 502M  407M  113M 2740M|6378B 2202B|   0    12k|   0  3.00 |2313  8796 |1.51 1.49 1.45|1.0   0 173|   0     0 |systemd              1     21%   0    0 |bash                 15693 887k7098B1.5%|mysqld       173M|   0     0 |  15    3    0    4    0
Feb 27 18:40:47 ubuntu dstat.sh[13594]: 27-02 18:40:47| 12  19  67   0   2| 575M  334M  113M 2813M|4765B 2160B|   0     0 |   0     0 |1207  2654 |1.39 1.47 1.44|1.0   0 229|   0     0 |bash                 156934.0% 399k  13k|bash                 15693 399k  13k4.0%|mysqld       173M|   0     0 |  15    5    0    4    0
Feb 27 18:40:48 ubuntu dstat.sh[13594]: 27-02 18:40:48| 42  11  47   0   1| 595M  314M  113M 2813M|3245B 1944B|   0   224k|   0  1.00 | 900  1441 |1.39 1.47 1.44|1.0   0  68|   0     0 |keystone-manage      14991 39%4945k  81k|keystone-manage      149914945k  81k 39%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 27 18:40:49 ubuntu dstat.sh[13594]: 27-02 18:40:49| 16   2  46  35   1| 604M  304M  113M 2814M|5065B 2160B|1040k  232k|99.0  2.00 | 705  1009 |1.39 1.47 1.44|2.0   0 2.0|   0     0 |keystone-manage      14991 16%1661k  46k|keystone-manage      149911661k  46k 16%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 27 18:40:50 ubuntu dstat.sh[13594]: 27-02 18:40:50| 44   3  47   5   0| 623M  284M  113M 2815M|6678B 2160B| 640k    0 |55.0     0 | 663   866 |1.39 1.47 1.44|1.0   0   0|   0     0 |keystone-manage      14991 46%4782k 107k|keystone-manage      149914782k 107k 46%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 27 18:40:51 ubuntu dstat.sh[13594]: 27-02 18:40:51| 47   8  42   3   0| 649M  257M  113M 2816M|5173B 2160B| 180k    0 |14.0     0 | 729  1059 |1.39 1.47 1.44|2.0   0   0|   0     0 |keystone-manage      14991 46%5806k 484k|keystone-manage      149915806k 484k 46%|mysqld       177M|   0     0 |  15    7    0    6    0
Feb 27 18:40:52 ubuntu dstat.sh[13594]: 27-02 18:40:52| 15   7  35  42   0| 658M  247M  114M 2817M|4660B 2160B|   0  1668k|   0  59.0 | 909  1528 |1.51 1.49 1.45|1.0 1.0   0|   0     0 |python2              1682 9.0%  72k  79k|python2              1682   72k  79k9.0%|mysqld       186M|   0     0 |  15    7    0    7    0
Feb 27 18:40:53 ubuntu dstat.sh[13594]: 27-02 18:40:53|  2   2  47  48   1| 658M  246M  114M 2817M|6002B 2254B|   0   940k|   0  70.0 | 625  1026 |1.51 1.49 1.45|  0 1.0   0|   0     0 |jbd2/vda1-8          306  1.0%   0    0 |python2              13691  14k 463B  0%|mysqld       186M|   0     0 |  15    7    0    6    0
Feb 27 18:40:54 ubuntu dstat.sh[13594]: 27-02 18:40:54|  2   1  40  57   0| 658M  246M  114M 2817M|5003B 2160B|   0   560k|   0  38.0 | 502   874 |1.51 1.49 1.45|  0 1.0   0|   0     0 |mysqld               128760.5%   0    0 |python2              13691  14k 452B  0%|mysqld       186M|   0     0 |  15    7    0    6    0
Feb 27 18:40:55 ubuntu dstat.sh[13594]: 27-02 18:40:55|  3   0  46  50   0| 659M  246M  114M 2817M|4902B 1944B|   0   328k|   0  22.0 | 430   725 |1.51 1.49 1.45|  0 1.0   0|   0     0 |mysqld               128760.5%   0    0 |python2              13691  14k 450B  0%|mysqld       186M|   0     0 |  15    7    0    6    0
Feb 27 18:40:56 ubuntu dstat.sh[13594]: 27-02 18:40:56|  3   1  46  51   0| 659M  246M  114M 2817M|4262B 2160B|   0   284k|   0  20.0 | 433   748 |1.51 1.49 1.45|  0 1.0   0|   0     0 |python2              136910.5%  14k 452B|python2              13691  14k 452B0.5%|mysqld       186M|   0     0 |  15    7    0    6    0
Feb 27 18:40:57 ubuntu dstat.sh[13594]: 27-02 18:40:57|  2   2  48  48   0| 659M  245M  114M 2817M|5044B 2160B|   0  1028k|   0  77.0 | 728  1116 |1.47 1.49 1.45|  0 1.0   0|   0     0 |mysqld               128761.0%   0    0 |python2              13691  14k 454B0.5%|mysqld       187M|   0     0 |  15    7    0    6    0
Feb 27 18:40:58 ubuntu dstat.sh[13594]: 27-02 18:40:58|  3   1  21  75   1| 659M  245M  114M 2817M|4100B 2160B|   0   792k|   0   101 | 633   744 |1.47 1.49 1.45|  0 4.0   0|   0     0 |keystone-manage      149911.0%   0    0 |python2              13691  14k 463B  0%|mysqld       187M|   0     0 |  15    7    0    6    0
Feb 27 18:40:59 ubuntu dstat.sh[13594]: 27-02 18:40:59|  3   2  32  61   2| 659M  244M  114M 2818M|5007B 1944B|   0  3564k|   0   126 | 707   822 |1.47 1.49 1.45|  0 1.0 2.0|   0     0 |kworker/1:1H         171  0.5%   0    0 |python2              13691  14k 470B  0%|mysqld       187M|   0     0 |  15    7    0    6    0
Feb 27 18:41:00 ubuntu dstat.sh[13594]: 27-02 18:41:00|  2   1  49  48   1| 659M  244M  114M 2818M|6647B 2160B|   0  1908k|   0  71.0 | 577   893 |1.47 1.49 1.45|  0 1.0   0|   0     0 |mysqld               128761.0%   0    0 |python2              13691  14k 451B  0%|mysqld       187M|   0     0 |  15    7    0    5    0
Feb 27 18:41:01 ubuntu dstat.sh[13594]: 27-02 18:41:01|  3   2  44  50   2| 659M  243M  114M 2818M|4126B 2160B|   0  1128k|   0  70.0 | 640  1078 |1.47 1.49 1.45|  0 1.0   0|   0     0 |etcd                 146851.5%   0    0 |python2              13691  14k 460B  0%|mysqld       187M|   0     0 |  15    7    0    5    0
Feb 27 18:41:02 ubuntu dstat.sh[13594]: 27-02 18:41:02|  2   1  23  74   1| 659M  243M  114M 2818M|  10k 1944B|   0   376k|   0  29.0 | 516   847 |1.52 1.49 1.45|1.0 2.0   0|   0     0 |kworker/1:1H         171  0.5%   0    0 |python2              13691  14k 463B0.5%|mysqld       187M|   0     0 |  15    7    0    5    0
Feb 27 18:41:03 ubuntu dstat.sh[13594]: 27-02 18:41:03|  2   2   8  88   1| 660M  243M  114M 2818M|6485B 2160B|   0   600k|   0  5.00 | 444   770 |1.52 1.49 1.45|  0 1.0   0|   0     0 |beam.smp             139931.0%   0    0 |python2              13691  14k 448B0.5%|mysqld       187M|   0     0 |  15    7    0    5    0
Feb 27 18:41:04 ubuntu dstat.sh[13594]: 27-02 18:41:04|  4   2  42  49   3| 660M  242M  115M 2818M|5309B 1944B|   0  1528k|   0  93.0 | 745  1159 |1.52 1.49 1.45|1.0 1.0   0|   0     0 |mysqld               128764.5%   0    0 |python2              13691  14k 464B  0%|mysqld       187M|   0     0 |  15    7    0    5    0
Feb 27 18:41:05 ubuntu dstat.sh[13594]: 27-02 18:41:05|  7   8  25  59   1| 660M  242M  115M 2818M|7260B 2160B|   0  3200k|   0   131 | 749  1093 |1.52 1.49 1.45|1.0 1.0   0|   0     0 |mysqld               12876 14%   0    0 |python2              13691  14k 471B  0%|mysqld       188M|   0     0 |  15    7    0    5    0
Feb 27 18:41:06 ubuntu dstat.sh[13594]: 27-02 18:41:06|  9  11  43  36   2| 661M  241M  115M 2819M|5061B 2160B|   0  1020k|   0   103 | 761  1670 |1.52 1.49 1.45|  0 2.0   0|   0     0 |mysqld               12876 15%   0    0 |python2              13691  14k 466B  0%|mysqld       188M|   0     0 |  15    7    0    5    0
