-- Logs begin at Thu 2020-03-26 18:45:39 UTC, end at Thu 2020-03-26 20:23:46 UTC. --
Mar 26 19:35:22 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 26 19:35:23 ubuntu dstat.sh[2039]: [286B blob data]
Mar 26 19:35:23 ubuntu dstat.sh[2039]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 26 19:35:23 ubuntu dstat.sh[2039]: 26-03 19:35:23| 15   4  57  22   2| 420M  503M  115M 2678M|   0     0 | 160k 2766k|9.42  32.3 | 681  1150 |2.59 1.67 1.40|1.0   0  22|   0     0 |systemd              1    0.4%   0    0 |bash                 4345 2239k2097k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 26 19:35:24 ubuntu dstat.sh[2039]: 26-03 19:35:24| 16  32  40   0  11| 419M  503M  115M 2678M|5851B 2106B| 228k  832k|3.00  29.0 |1482  3615 |2.59 1.67 1.40|1.0   0 379|   0     0 |bash                 4345 8.0%1039k  23k|bash                 4345 1039k  23k8.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 26 19:35:25 ubuntu dstat.sh[2039]: 26-03 19:35:25| 22  27  41   0  10| 420M  502M  115M 2679M|5929B 1998B|   0    24k|   0  6.00 |1146  4293 |2.59 1.67 1.40|1.0   0 248|   0     0 |systemd              1    6.5%   0    0 |bash                 4345 1894k  16k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 26 19:35:26 ubuntu dstat.sh[2039]: 26-03 19:35:26| 25  34  38   0   3| 425M  498M  115M 2679M|3881B 2160B|   0    16k|   0  4.00 |1608  6525 |2.59 1.67 1.40| 15   0 232|   0     0 |systemd              1     15%   0    0 |bash                 4345 1534k  13k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 26 19:35:27 ubuntu dstat.sh[2039]: 26-03 19:35:27| 12  13  74   0   2| 545M  377M  115M 2801M|4667B 2160B|   0     0 |   0     0 | 914  2235 |2.59 1.67 1.40|  0   0  27|   0     0 |systemd              1    8.0%   0    0 |bash                 4345  116k 392B  0%|mysqld       173M|   0     0 |  16    5    0    5    0
Mar 26 19:35:28 ubuntu dstat.sh[2039]: 26-03 19:35:28| 14  23  37   0  26| 546M  376M  115M 2801M|4846B 1944B|   0     0 |   0     0 |1397  3052 |2.54 1.67 1.40|1.0   0 279|   0     0 |bash                 4345 7.5% 582k  17k|bash                 4345  582k  17k7.5%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 26 19:35:29 ubuntu dstat.sh[2039]: 26-03 19:35:29| 38   7  40   3  11| 563M  359M  115M 2801M|4658B 2160B|   0   884k|   0  67.0 | 823  1053 |2.54 1.67 1.40|1.0 2.0  17|   0     0 |keystone-manage      3435  46%4472k  81k|keystone-manage      3435 4472k  81k 46%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 26 19:35:30 ubuntu dstat.sh[2039]: 26-03 19:35:30|  6   2  17  72   2| 567M  355M  115M 2801M|4096B 1890B| 208k  544k|11.0  73.0 | 582   735 |2.54 1.67 1.40|  0 2.0   0|   0     0 |keystone-manage      3435 4.0% 713k   0 |keystone-manage      3435  713k   0 4.0%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 26 19:35:31 ubuntu dstat.sh[2039]: 26-03 19:35:31|  1   3  46  47   3| 567M  354M  115M 2801M|3925B 2214B| 240k   20M|9.00   102 | 664   873 |2.54 1.67 1.40|  0 2.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |keystone-manage      3435   79k   0 0.5%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 26 19:35:32 ubuntu dstat.sh[2039]: 26-03 19:35:32| 27   3  46  18   6| 583M  337M  115M 2802M|4715B 2160B| 588k   15M|68.0  18.0 | 772  1072 |2.54 1.67 1.40|1.0   0   0|   0     0 |keystone-manage      3435  30%3690k  46k|keystone-manage      3435 3690k  46k 30%|mysqld       173M|   0     0 |  16    5    0    7    0
