-- Logs begin at Wed 2020-02-26 20:47:56 UTC, end at Thu 2020-02-27 17:21:58 UTC. --
Feb 27 16:09:56 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 27 16:09:58 ubuntu dstat.sh[13354]: [286B blob data]
Feb 27 16:09:58 ubuntu dstat.sh[13354]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 27 16:09:58 ubuntu dstat.sh[13354]: 27-02 16:09:58|  1   0  98   1   0| 451M  594M  135M 2532M|   0     0 |6856B  117k|0.40  1.42 |  84    92 |1.56 1.55 1.39|1.0 1.0 1.1|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 16886  91k  84k0.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 27 16:10:00 ubuntu dstat.sh[13354]: 27-02 16:09:59|  7  16   0  73   3| 451M  594M  135M 2532M|6027B 2214B|   0    20M|   0  44.0 | 838  1547 |1.56 1.55 1.39|1.0 4.0 127|   0     0 |bash                 168863.0% 435k8527B|bash                 16886 435k8527B3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 27 16:10:00 ubuntu dstat.sh[13354]: 27-02 16:10:00|  9  15  12  64   1| 451M  593M  135M 2532M|4244B 2052B|  56k   12M|1.00  19.0 | 692  1301 |1.84 1.61 1.41|  0 2.0 123|   0     0 |bash                 168862.0%1050k8102B|bash                 168861050k8102B2.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 27 16:10:01 ubuntu dstat.sh[13354]: 27-02 16:10:01| 13  20  39  25   2| 461M  583M  135M 2532M|4729B 2160B| 176k   20k|3.00  5.00 |1195  2577 |1.84 1.61 1.41| 14   0 154|   0     0 |bash                 168862.5%1158k9814B|bash                 168861158k9814B2.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 27 16:10:02 ubuntu dstat.sh[13354]: 27-02 16:10:02| 26  36  37   0   2| 453M  591M  135M 2533M|4759B 2160B|   0    16k|   0  4.00 |1768  3645 |1.84 1.61 1.41|2.0   0 214|   0     0 |systemd              1     13%   0    0 |bash                 168861418k  13k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 27 16:10:03 ubuntu dstat.sh[13354]: 27-02 16:10:03| 26  20  45   0  10| 577M  467M  135M 2655M|4608B 1944B|   0     0 |   0     0 |1645  4803 |1.84 1.61 1.41|2.0   0  86|   0     0 |systemd              1     17%   0    0 |bash                 16886 404k3650B1.5%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 27 16:10:04 ubuntu dstat.sh[13354]: 27-02 16:10:04| 14  27  40   0  20| 581M  463M  135M 2655M|4682B 2160B|   0     0 |   0     0 |1201  2742 |1.84 1.61 1.41|1.0   0 261|   0     0 |bash                 168867.5% 428k  15k|keystone-manage      14770 654k  42k4.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 27 16:10:05 ubuntu dstat.sh[13354]: 27-02 16:10:05| 34   6  35  23   2| 598M  446M  135M 2655M|6707B 1944B| 108k  192k|2.00  2.00 | 512   746 |1.77 1.60 1.41|  0 1.0 1.0|   0     0 |keystone-manage      14770 36%4419k  38k|keystone-manage      147704419k  38k 36%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 27 16:10:06 ubuntu dstat.sh[13354]: 27-02 16:10:06|  5   2  47  43   2| 599M  444M  135M 2655M|4101B 2202B| 488k    0 |37.0     0 | 449   787 |1.77 1.60 1.41|1.0   0   0|   0     0 |keystone-manage      147706.5% 289k   0 |keystone-manage      14770 289k   0 6.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 27 16:10:07 ubuntu dstat.sh[13354]: 27-02 16:10:07| 29   2  46  19   3| 618M  425M  135M 2656M|5760B 1998B| 380k    0 |41.0     0 | 522   883 |1.77 1.60 1.41|1.0   0 2.0|   0     0 |keystone-manage      14770 30%4455k  46k|keystone-manage      147704455k  46k 30%|mysqld       173M|   0     0 |  16    5    0    6    0
