-- Logs begin at Thu 2020-03-19 19:37:31 UTC, end at Thu 2020-03-19 20:56:30 UTC. --
Mar 19 20:18:35 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 19 20:18:36 ubuntu dstat.sh[2978]: [286B blob data]
Mar 19 20:18:36 ubuntu dstat.sh[2978]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 19 20:18:36 ubuntu dstat.sh[2978]: 19-03 20:18:36| 18   5  60  15   1| 418M  234M  110M 2940M|   0     0 | 226k 3966k|12.7  40.4 | 833  1452 |1.16 1.02 0.96|2.0   0  27|   0     0 |systemd              1    0.4%   0    0 |bash                 3625 2769k2602k0.2%|mysqld       173M|   0     0 |  13    3    0    5    0
Mar 19 20:18:37 ubuntu dstat.sh[2978]: 19-03 20:18:37| 22  37  38   2   2| 419M  233M  110M 2940M|  10k 2160B|   0   132k|   0  12.0 |1607  4182 |1.16 1.02 0.96|1.0   0 442|   0     0 |bash                 3625 7.0%1570k  28k|bash                 3625 1570k  28k7.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Mar 19 20:18:38 ubuntu dstat.sh[2978]: 19-03 20:18:38| 26  31  38   0   5| 418M  234M  110M 2941M|8289B 2160B|   0    20k|   0  5.00 |1486  4273 |1.16 1.02 0.96|1.0   0 246|   0     0 |systemd              1     10%   0    0 |bash                 3625 1819k  15k3.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Mar 19 20:18:39 ubuntu dstat.sh[2978]: 19-03 20:18:39| 29  32  37   0   2| 419M  233M  110M 2941M|4097B 1782B|   0    12k|   0  3.00 |1101  4989 |1.16 1.02 0.96|1.0   0 174|   0     0 |systemd              1     20%   0    0 |bash                 3625 1181k8692B2.5%|mysqld       173M|   0     0 |  15    3    0    5    0
Mar 19 20:18:40 ubuntu dstat.sh[2978]: 19-03 20:18:40|  4   6  90   0   1| 544M  108M  110M 3063M|7716B 2322B|   0   224k|   0  2.00 | 691  1535 |1.16 1.02 0.96|1.0   0  17|   0     0 |etcd                 4065 3.5%   0    0 |bash                 3625  140k1224B0.5%|mysqld       173M|   0     0 |  15    5    0    5    0
Mar 19 20:18:41 ubuntu dstat.sh[2978]: 19-03 20:18:41| 31  28  33   7   0| 555M  341M  110M 2827M|8015B 2160B|8192B  536k|2.00  33.0 |1494  3434 |1.14 1.02 0.96|1.0 3.0 298|   0     0 |keystone-manage      4368  20%2263k  81k|keystone-manage      4368 2263k  81k 20%|mysqld       173M|   0     0 |  15    5    0    7    0
Mar 19 20:18:42 ubuntu dstat.sh[2978]: 19-03 20:18:42| 23   3   1  73   0| 565M  330M  110M 2828M|3776B 1944B| 180k 3804k|9.00   140 | 653   683 |1.14 1.02 0.96|  0 2.0   0|   0     0 |keystone-manage      4368  21%2924k   0 |keystone-manage      4368 2924k   0  21%|mysqld       173M|   0     0 |  15    5    0    7    0
Mar 19 20:18:43 ubuntu dstat.sh[2978]: 19-03 20:18:43| 10   1  12  77   0| 568M  327M  110M 2828M|5729B 1944B| 544k 1208k|48.0   120 | 771   829 |1.14 1.02 0.96|1.0   0   0|   0     0 |keystone-manage      4368 9.0% 668k   0 |keystone-manage      4368  668k   0 9.0%|mysqld       173M|   0     0 |  15    5    0    7    0
Mar 19 20:18:44 ubuntu dstat.sh[2978]: 19-03 20:18:44| 15   2  48  36   0| 578M  317M  111M 2829M|6076B 2160B| 412k    0 |60.0     0 | 519   805 |1.14 1.02 0.96|1.0   0   0|   0     0 |keystone-manage      4368  14%2159k  46k|keystone-manage      4368 2159k  46k 14%|mysqld       173M|   0     0 |  15    5    0    7    0
Mar 19 20:18:45 ubuntu dstat.sh[2978]: 19-03 20:18:45| 28   3  48  22   0| 586M  308M  111M 2829M|5616B 2106B| 140k    0 |22.0     0 | 550   681 |1.14 1.02 0.96|  0 1.0   0|   0     0 |keystone-manage      4368  27%2132k   0 |keystone-manage      4368 2132k   0  27%|mysqld       173M|   0     0 |  15    5    0    7    0
Mar 19 20:18:46 ubuntu dstat.sh[2978]: 19-03 20:18:46| 32   4  47  16   1| 607M  287M  111M 2830M|8232B 2214B| 580k    0 |34.0     0 | 619   769 |1.13 1.02 0.96|1.0   0   0|   0     0 |keystone-manage      4368  35%5463k 228k|keystone-manage      4368 5463k 228k 35%|mysqld       173M|   0     0 |  15    5    0    7    0
Mar 19 20:18:47 ubuntu dstat.sh[2978]: 19-03 20:18:47| 35  12  26  24   2| 625M  267M  111M 2831M|5640B 2160B| 100k 1620k|8.00  35.0 |1047  1692 |1.13 1.02 0.96|1.0   0   0|   0     0 |keystone-manage      4368  26%1671k 426k|keystone-manage      4368 1671k 426k 26%|mysqld       186M|   0     0 |  15    7    0    7    0
