-- Logs begin at Tue 2020-03-31 23:25:33 UTC, end at Wed 2020-04-01 01:02:27 UTC. --
Apr 01 00:09:52 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 00:09:53 ubuntu dstat.sh[1741]: [286B blob data]
Apr 01 00:09:53 ubuntu dstat.sh[1741]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 00:09:53 ubuntu dstat.sh[1741]: 01-04 00:09:53| 16   4  52  26   2| 427M  726M 89.2M 2498M|   0     0 | 173k 2971k|9.68  34.8 | 759  1413 |2.05 1.56 1.37|2.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 4278 2336k2171k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 00:09:54 ubuntu dstat.sh[1741]: 01-04 00:09:54| 20  35  29  11   6| 422M  730M 89.2M 2498M|3675B 2160B| 228k   14M|3.00  27.0 |1444  3572 |2.05 1.56 1.37|2.0   0 381|   0     0 |bash                 4278 6.5%2282k  25k|bash                 4278 2282k  25k6.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 00:09:55 ubuntu dstat.sh[1741]: 01-04 00:09:55| 27  35  37   0   2| 430M  722M 89.2M 2498M|6008B 2160B|   0    20k|   0  5.00 |2029  4990 |2.05 1.56 1.37|9.0   0 266|   0     0 |systemd              1     12%   0    0 |bash                 4278 1825k  15k3.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 00:09:56 ubuntu dstat.sh[1741]: 01-04 00:09:56| 23  20  55   0   3| 546M  605M 89.2M 2620M|4473B 1944B|   0     0 |   0     0 |1534  5331 |2.05 1.56 1.37|  0   0  56|   0     0 |systemd              1     19%   0    0 |bash                 4278  232k 656B  0%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 01 00:09:57 ubuntu dstat.sh[1741]: 01-04 00:09:57| 14  25  53   0   7| 547M  605M 89.2M 2620M|4094B 2160B|   0     0 |   0     0 |1526  3246 |2.05 1.56 1.37|2.0   0 292|   0     0 |bash                 4278 5.5% 598k  18k|bash                 4278  598k  18k5.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 00:09:58 ubuntu dstat.sh[1741]: 01-04 00:09:58| 34   4  49  13   1| 569M  582M 89.5M 2621M|7011B 2160B| 684k    0 |92.0     0 | 599  1040 |1.96 1.55 1.37|  0 1.0 5.0|   0     0 |keystone-manage      3141  35%5207k  81k|keystone-manage      3141 5207k  81k 35%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 00:09:59 ubuntu dstat.sh[1741]: 01-04 00:09:59|  3   1   3  94   1| 569M  582M 89.5M 2621M|4420B 2160B| 188k 2464k|18.0  90.0 | 455   644 |1.96 1.55 1.37|  0 2.0   0|   0     0 |keystone-manage      3141 1.0% 141k   0 |keystone-manage      3141  141k   0 1.0%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 00:10:00 ubuntu dstat.sh[1741]: 01-04 00:10:00|  5   1  33  61   0| 570M  581M 89.7M 2621M|3338B 1944B| 264k  320k|54.0  19.0 | 452   893 |1.96 1.55 1.37|  0 1.0 2.0|   0     0 |keystone-manage      3141 3.5% 116k   0 |keystone-manage      3141  116k   0 3.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 00:10:01 ubuntu dstat.sh[1741]: 01-04 00:10:01| 35   4  47  12   2| 588M  561M 90.1M 2622M|4792B 2160B|1012k    0 | 171     0 | 582  1088 |1.96 1.55 1.37|1.0   0   0|   0     0 |keystone-manage      3141  39%4371k  46k|keystone-manage      3141 4371k  46k 39%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 00:10:02 ubuntu dstat.sh[1741]: 01-04 00:10:02| 43   4  45   4   3| 608M  540M 90.1M 2623M|4637B 2160B| 660k    0 |48.0     0 | 708   976 |1.96 1.55 1.37|1.0   0   0|   0     0 |keystone-manage      3141  44%5460k 354k|keystone-manage      3141 5460k 354k 44%|mysqld       173M|   0     0 |  16    5    0    8    0
