-- Logs begin at Wed 2020-04-01 02:36:52 UTC, end at Wed 2020-04-01 04:02:50 UTC. --
Apr 01 03:14:58 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 03:14:58 ubuntu dstat.sh[2596]: [286B blob data]
Apr 01 03:14:58 ubuntu dstat.sh[2596]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 03:14:58 ubuntu dstat.sh[2596]: 01-04 03:14:58| 19   5  57  19   1| 419M  579M 85.0M 2649M|   0     0 | 285k 4076k|13.9  40.4 | 939  1621 |1.20 1.13 1.10|3.0   0  29|   0     0 |systemd              1    0.5%   0    0 |bash                 3803 2767k2555k0.2%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 03:14:59 ubuntu dstat.sh[2596]: 01-04 03:14:59| 20  40  39   0   1| 419M  578M 85.1M 2650M|5504B 2106B|   0   116k|   0  8.00 |1492  3901 |1.20 1.13 1.10|1.0   0 414|   0     0 |bash                 3803 7.0%1352k  26k|bash                 3803 1352k  26k7.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 03:15:00 ubuntu dstat.sh[2596]: 01-04 03:15:00| 29  34  38   0   0| 419M  578M 85.1M 2650M|7924B 1944B|   0    24k|   0  6.00 |1887  5732 |1.20 1.13 1.10|2.0   0 276|   0     0 |systemd              1    9.5%   0    0 |bash                 3803 2136k  18k3.5%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 03:15:01 ubuntu dstat.sh[2596]: 01-04 03:15:01| 28  34  38   0   1| 420M  577M 85.1M 2650M|3921B 1728B|   0    12k|   0  3.00 |2066  6474 |1.10 1.11 1.09|2.0   0 176|   0     0 |systemd              1     20%   0    0 |bash                 3803 1084k8254B2.0%|mysqld       173M|   0     0 |  15    3    0    5    0
Apr 01 03:15:02 ubuntu dstat.sh[2596]: 01-04 03:15:02|  7   9  84   0   1| 544M  452M 85.1M 2772M|3119B 1944B|   0   196k|   0  2.00 | 925  2115 |1.10 1.11 1.09|1.0   0  68|   0     0 |etcd                 3684 3.5%   0    0 |bash                 3803  205k4011B1.5%|mysqld       173M|   0     0 |  15    5    0    5    0
Apr 01 03:15:03 ubuntu dstat.sh[2596]: 01-04 03:15:03| 30  24  45   0   1| 555M  441M 85.1M 2772M|4571B 2034B|   0     0 |   0     0 |1238  2854 |1.10 1.11 1.09|1.0   0 240|   0     0 |keystone-manage      3992  18%2213k  81k|keystone-manage      3992 2213k  81k 18%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 03:15:04 ubuntu dstat.sh[2596]: 01-04 03:15:04| 28   4  47  21   1| 569M  427M 85.3M 2773M|3568B 1728B| 780k  180k|73.0  2.00 | 671   980 |1.10 1.11 1.09|  0 1.0   0|   0     0 |keystone-manage      3992  28%3626k   0 |keystone-manage      3992 3626k   0  28%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 03:15:05 ubuntu dstat.sh[2596]: 01-04 03:15:05| 40   2  47  11   0| 586M  408M 85.7M 2773M|2968B 1944B|1120k    0 | 200     0 | 695  1095 |1.10 1.11 1.09|1.0   0   0|   0     0 |keystone-manage      3992  40%4174k  46k|keystone-manage      3992 4174k  46k 40%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 03:15:06 ubuntu dstat.sh[2596]: 01-04 03:15:06| 35   5  48  12   1| 606M  388M 85.7M 2774M|3606B 1944B| 664k    0 |49.0     0 | 630   856 |1.09 1.11 1.09|1.0   0   0|   0     0 |keystone-manage      3992  38%5238k 321k|keystone-manage      3992 5238k 321k 38%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 03:15:07 ubuntu dstat.sh[2596]: 01-04 03:15:07| 27   9  33  28   3| 621M  371M 85.8M 2775M|3787B 1944B| 108k 1600k|10.0  28.0 | 603  1521 |1.09 1.11 1.09|1.0   0 2.0|   0     0 |keystone-manage      3992  19%1338k 299k|keystone-manage      3992 1338k 299k 19%|mysqld       184M|   0     0 |  15    7    0    7    0
Apr 01 03:15:08 ubuntu dstat.sh[2596]: 01-04 03:15:08|  9   3  42  46   0| 624M  369M 85.9M 2775M|5037B 1944B|   0   604k|   0  37.0 | 482   989 |1.09 1.11 1.09|  0 2.0   0|   0     0 |keystone-manage      3992 3.5%  36k  35k|keystone-manage      3992   36k  35k3.5%|mysqld       186M|   0     0 |  15    7    0    7    0
Apr 01 03:15:09 ubuntu dstat.sh[2596]: 01-04 03:15:09|  3   1  47  48   0| 624M  368M 86.0M 2775M|  11k 1944B|   0   536k|   0  42.0 | 570   821 |1.09 1.11 1.09|  0 1.0   0|   0     0 |kworker/1:1H         293  0.5%   0    0 |python2              2683   14k 452B0.5%|mysqld       186M|   0     0 |  15    7    0    7    0
Apr 01 03:15:10 ubuntu dstat.sh[2596]: 01-04 03:15:10|  2   2  47  48   1| 624M  368M 86.1M 2775M|5390B 1944B|   0   844k|   0  59.0 | 617   944 |1.09 1.11 1.09|  0 1.0   0|   0     0 |jbd2/vda1-8          290  0.5%   0    0 |python2              2683   14k 449B  0%|mysqld       186M|   0     0 |  15    7    0    7    0
Apr 01 03:15:11 ubuntu dstat.sh[2596]: 01-04 03:15:11|  2   1  49  49   0| 624M  367M 86.2M 2776M|5539B 1944B|   0   556k|   0  40.0 | 483   818 |1.25 1.14 1.10|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2683   14k 451B  0%|mysqld       186M|   0     0 |  15    7    0    7    0
Apr 01 03:15:12 ubuntu dstat.sh[2596]: 01-04 03:15:12|  2   0  48  50   0| 625M  366M 86.3M 2776M|4296B 1944B|   0   664k|   0  48.0 | 511   884 |1.25 1.14 1.10|  0 2.0   0|   0     0 |python2              2683 1.0%  14k 453B|python2              2683   14k 453B1.0%|mysqld       187M|   0     0 |  15    7    0    7    0
