"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","03 Jan 2020 21:38:18 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
03-01 21:38:18,16.651,4.745,60.478,17.352,0.774,476168192,504635392,112103424,2806444032,0,0,169696.851,2943057.967,9.219,34.559,833.554,1380.364,2.720,1.500,1.200,2,0,22.948,0,0,14,3,0,4,0
03-01 21:38:19,18.974,39.487,37.436,3.077,1.026,476553216,503599104,112115712,2806775808,6901,2430,364544,114688,4,7,1469,3877,2.720,1.500,1.200,2,0,373,0,0,14,3,0,4,0
03-01 21:38:20,22.051,35.897,38.974,1.026,2.051,477896704,501899264,112115712,2807164928,5712,2430,0,24576,0,6,1714,4336,2.720,1.500,1.200,2,0,248,0,0,14,3,0,4,0
03-01 21:38:21,24.121,30.151,39.196,5.528,1.005,478027776,501649408,112115712,2807361536,6221,2700,0,12288,0,3,1855,4135,2.720,1.500,1.200,2,0,208,0,0,14,3,0,4,0
03-01 21:38:22,23.232,23.737,52.020,0,1.010,608342016,370761728,112115712,2935484416,4899,2430,94208,421888,1,8,2414,6953,2.720,1.500,1.200,3,0,75,0,0,16,5,0,4,0
03-01 21:38:23,25.888,29.442,44.162,0,0.508,618745856,360218624,112115712,2935562240,5379,2700,0,0,0,0,1452,3033,2.740,1.530,1.210,2,0,273,0,0,16,5,0,6,0
03-01 21:38:24,37.879,6.566,46.465,8.586,0.505,635719680,342200320,112246784,2936455168,5899,2430,1040384,217088,107,2,737,1069,2.740,1.530,1.210,1,0,0,0,0,16,5,0,6,0
03-01 21:38:25,42.500,5.500,47.500,3.500,1,657088512,319524864,112279552,2937470976,5924,2700,798720,0,66,0,751,940,2.740,1.530,1.210,1,0,0,0,0,16,5,0,6,0
03-01 21:38:26,42.714,5.528,46.231,2.010,3.518,682401792,292618240,112304128,2938777600,8364,2700,503808,0,27,0,681,905,2.740,1.530,1.210,1,0,0,0,0,16,5,0,6,0
03-01 21:38:27,16,7.500,28.500,48,0,686415872,288321536,112304128,2938970112,6639,2430,0,2490368,0,138,873,1284,2.740,1.530,1.210,0,2,2,0,0,16,7,0,6,0
03-01 21:38:28,9.091,5.051,23.232,60.606,2.020,696016896,278278144,112439296,2939256832,5625,2430,53248,37081088,1,105,630,1235,2.680,1.540,1.210,0,1,0,0,0,16,7,0,6,0
03-01 21:38:29,3.061,2.041,47.959,46.939,0,696340480,277372928,112689152,2939568128,4326,2700,0,1474560,0,106,639,1277,2.680,1.540,1.210,0,1,0,0,0,16,7,0,6,0
03-01 21:38:30,2,3.500,47.500,47,0,696905728,276094976,112930816,2940030976,5305,2742,0,1675264,0,114,665,1332,2.680,1.540,1.210,0,1,0,0,0,16,7,0,6,0
03-01 21:38:31,2.564,1.026,48.205,47.692,0.513,697245696,275181568,113188864,2940317696,6875,2472,0,1372160,0,101,606,1226,2.680,1.540,1.210,0,1,0,0,0,16,7,0,6,0
03-01 21:38:32,8,4.500,43.500,43.500,0.500,697962496,273911808,113520640,2940534784,5073,2430,0,1417216,0,128,766,1612,2.680,1.540,1.210,0,1,0,0,0,16,7,0,6,0
03-01 21:38:33,9.548,9.548,34.171,45.729,1.005,698556416,272834560,113864704,2940674048,3792,2430,0,1339392,0,135,846,1732,2.630,1.540,1.220,0,1,0,0,0,16,7,0,6,0
03-01 21:38:34,6.030,7.538,40.201,41.206,5.025,699555840,271466496,114221056,2940686336,4544,2322,0,1523712,0,140,943,1707,2.630,1.540,1.220,1,1,0,0,0,16,7,0,6,0
03-01 21:38:35,8.374,10.837,35.961,41.872,2.956,699920384,270643200,114577408,2940788736,5611,2538,0,1736704,0,142,930,1688,2.630,1.540,1.220,0,1,0,0,0,16,7,0,6,0
03-01 21:38:36,7.179,5.128,44.103,42.564,1.026,700665856,269598720,114880512,2940784640,7077,2430,0,1691648,0,131,986,2063,2.630,1.540,1.220,0,1,0,0,0,16,7,0,6,0
03-01 21:38:37,14.213,9.645,39.594,36.041,0.508,701472768,268517376,115138560,2940801024,6261,2430,0,1261568,0,106,926,1602,2.630,1.540,1.220,1,0,2,0,0,16,7,0,6,0
