-- Logs begin at Sat 2020-02-22 00:12:42 UTC, end at Sat 2020-02-22 01:57:56 UTC. --
Feb 22 01:09:46 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 22 01:09:46 ubuntu dstat.sh[1011]: [286B blob data]
Feb 22 01:09:46 ubuntu dstat.sh[1011]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 22 01:09:46 ubuntu dstat.sh[1011]: 22-02 01:09:46| 13   4  51  30   2| 448M  518M  113M 2632M|   0     0 | 152k 2707k|8.16  28.2 | 626  1082 |1.41 1.37 1.36|1.0   0  19|   0     0 |systemd              1    0.3%   0    0 |bash                 3191 1876k1734k0.2%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 01:09:47 ubuntu dstat.sh[1011]: 22-02 01:09:47| 19  32  37   4   9| 449M  517M  113M 2633M|5082B  918B| 280k  136k|4.00  9.00 |1426  3364 |1.41 1.37 1.36|1.0   0 354|   0     0 |bash                 3191 5.5%1730k  23k|bash                 3191 1730k  23k5.5%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 01:09:48 ubuntu dstat.sh[1011]: 22-02 01:09:48| 22  33  39   0   5| 451M  516M  113M 2633M|4487B 1134B|   0    24k|   0  6.00 |1813  6122 |1.41 1.37 1.36|3.0   0 264|   0     0 |systemd              1    9.5%   0    0 |bash                 3191 1825k  15k4.0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 01:09:49 ubuntu dstat.sh[1011]: 22-02 01:09:49| 26  32  41   0   1| 452M  514M  113M 2633M|4146B  972B|   0  8192B|   0  2.00 |2281  6809 |1.41 1.37 1.36|2.0   0 158|   0     0 |systemd              1     20%   0    0 |bash                 3191  887k7098B1.5%|mysqld       174M|   0     0 |  16    3    0    4    0
Feb 22 01:09:50 ubuntu dstat.sh[1011]: 22-02 01:09:50| 16  26  57   0   1| 576M  390M  113M 2755M|8434B 1080B|   0     0 |   0     0 |1493  3430 |1.46 1.38 1.37|1.0   0 294|   0     0 |bash                 3191 4.5% 601k  18k|bash                 3191  601k  18k4.5%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 22 01:09:51 ubuntu dstat.sh[1011]: 22-02 01:09:51| 46   5  48   0   1| 601M  364M  113M 2755M|6622B 1080B|   0     0 |   0     0 | 573   729 |1.46 1.38 1.37|1.0   0 1.0|   0     0 |keystone-manage      2425  49%6244k  81k|keystone-manage      2425 6244k  81k 49%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 22 01:09:52 ubuntu dstat.sh[1011]: 22-02 01:09:52| 28   3  40  29   1| 616M  349M  113M 2755M|5972B  972B| 228k  308k|38.0  2.00 | 572   818 |1.46 1.38 1.37|1.0   0   0|   0     0 |keystone-manage      2425  29%3394k  46k|keystone-manage      2425 3394k  46k 29%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 22 01:09:53 ubuntu dstat.sh[1011]: 22-02 01:09:53| 19   3  47  31   0| 624M  340M  113M 2756M|2857B 1026B| 572k   32k|41.0  7.00 | 596   819 |1.46 1.38 1.37|1.0   0   0|   0     0 |keystone-manage      2425  20%2461k 107k|keystone-manage      2425 2461k 107k 20%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 22 01:09:54 ubuntu dstat.sh[1011]: 22-02 01:09:54| 43   7  42   8   1| 647M  316M  113M 2757M|2829B 1080B|  88k    0 |8.00     0 | 834  1182 |1.46 1.38 1.37|2.0   0   0|   0     0 |keystone-manage      2425  41%4897k 468k|keystone-manage      2425 4897k 468k 41%|mysqld       177M|   0     0 |  16    7    0    7    0
Feb 22 01:09:55 ubuntu dstat.sh[1011]: 22-02 01:09:55| 12   5  42  41   0| 655M  308M  113M 2757M|4712B 1134B|   0  1168k|   0  27.0 | 694  1297 |1.58 1.41 1.37|1.0 1.0   0|   0     0 |python2              1447 7.5%  57k  62k|python3.6            7128   54k 113k0.5%|mysqld       184M|   0     0 |  16    7    0    7    0
