-- Logs begin at Sun 2020-03-08 20:06:26 UTC, end at Sun 2020-03-08 21:55:06 UTC. --
Mar 08 20:56:25 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 08 20:56:25 ubuntu dstat.sh[2204]: [286B blob data]
Mar 08 20:56:25 ubuntu dstat.sh[2204]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 08 20:56:25 ubuntu dstat.sh[2204]: 08-03 20:56:25| 15   4  53  26   2| 455M  432M  111M 2715M|   0     0 | 206k 3102k|9.91  32.6 | 731  1381 |1.45 1.32 1.29|3.0   0  22|   0     0 |systemd              1    0.4%   0    0 |bash                 3667 2150k1980k0.2%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 08 20:56:26 ubuntu dstat.sh[2204]: 08-03 20:56:26| 20  33  37   0   9| 454M  433M  111M 2715M|7743B 2160B|4096B  108k|1.00  8.00 |1348  3523 |1.41 1.32 1.28|2.0   0 385|   0     0 |bash                 3667 7.5%1245k  25k|bash                 3667 1245k  25k7.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 08 20:56:27 ubuntu dstat.sh[2204]: 08-03 20:56:27| 27  31  35   0   8| 454M  433M  111M 2715M|4537B 1944B|   0    24k|   0  6.00 |1516  3521 |1.41 1.32 1.28|3.0   0 278|   0     0 |systemd              1     10%   0    0 |bash                 3667 2133k  17k3.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 08 20:56:28 ubuntu dstat.sh[2204]: 08-03 20:56:28| 20  25  32   2  21| 461M  426M  111M 2715M|4469B 2160B|   0  8036k|   0  22.0 |1341  3705 |1.41 1.32 1.28|7.0   0 178|   0     0 |systemd              1     13%   0    0 |bash                 3667 1076k8777B3.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 08 20:56:29 ubuntu dstat.sh[2204]: 08-03 20:56:29| 14  19  57   0   9| 578M  309M  111M 2837M|4976B 1944B|   0     0 |   0     0 |1144  2974 |1.41 1.32 1.28|1.0   0 122|   0     0 |systemd              1     11%   0    0 |bash                 3667  360k6139B2.0%|mysqld       173M|   0     0 |  15    5    0    4    0
Mar 08 20:56:30 ubuntu dstat.sh[2204]: 08-03 20:56:30| 29  16  45   0  10| 589M  298M  111M 2837M|4421B 1944B|   0     0 |   0     0 |1256  2517 |1.41 1.32 1.28|1.0   0 196|   0     0 |keystone-manage      3605  22%2263k  81k|keystone-manage      3605 2263k  81k 22%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 08 20:56:31 ubuntu dstat.sh[2204]: 08-03 20:56:31| 32   6  46  11   5| 603M  283M  111M 2838M|5813B 1998B| 792k  168k|66.0  2.00 | 608   836 |1.38 1.31 1.28|1.0   0   0|   0     0 |keystone-manage      3605  38%3874k   0 |keystone-manage      3605 3874k   0  38%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 08 20:56:32 ubuntu dstat.sh[2204]: 08-03 20:56:32| 37   5  47  10   2| 622M  263M  111M 2839M|7409B 2322B| 948k    0 |96.0     0 | 633   954 |1.38 1.31 1.28|1.0   0   0|   0     0 |keystone-manage      3605  39%4526k  46k|keystone-manage      3605 4526k  46k 39%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 08 20:56:33 ubuntu dstat.sh[2204]: 08-03 20:56:33| 24   4  32  38   1| 635M  250M  111M 2839M|6375B 1944B|  28k  628k|4.00  69.0 | 583   702 |1.38 1.31 1.28|  0 1.0   0|   0     0 |keystone-manage      3605  27%3299k 144k|keystone-manage      3605 3299k 144k 27%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 08 20:56:34 ubuntu dstat.sh[2204]: 08-03 20:56:34| 25   3  47  23   3| 647M  236M  111M 2840M|5930B 2160B| 176k  164k|14.0  8.00 | 553   734 |1.38 1.31 1.28|2.0   0   0|   0     0 |keystone-manage      3605  27%3116k 374k|keystone-manage      3605 3116k 374k 27%|mysqld       173M|   0     0 |  15    5    0    6    0
