-- Logs begin at Fri 2020-02-21 15:42:48 UTC, end at Fri 2020-02-21 17:40:15 UTC. --
Feb 21 16:37:31 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 21 16:37:31 ubuntu dstat.sh[864]: [286B blob data]
Feb 21 16:37:31 ubuntu dstat.sh[864]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 21 16:37:31 ubuntu dstat.sh[864]: 21-02 16:37:31| 14   4  54  26   2| 449M  640M  133M 2501M|   0     0 | 135k 2401k|6.17  28.3 | 609  1060 |1.20 1.34 1.35|2.0   0  20|   0     0 |systemd              1    0.3%   0    0 |bash                 3996 1916k1761k0.2%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 21 16:37:32 ubuntu dstat.sh[864]: 21-02 16:37:32| 13  24  32   2  30| 449M  639M  133M 2502M|3215B  918B| 896k  112k|9.00  6.00 |1042  2254 |1.20 1.34 1.35|2.0   0 250|   0     0 |bash                 3996 6.5% 321k  14k|bash                 3996  321k  14k6.5%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 21 16:37:33 ubuntu dstat.sh[864]: 21-02 16:37:33| 13  23  38   0  26| 448M  639M  133M 2502M|2896B 1134B|   0    12k|   0  3.00 |1020  2267 |1.20 1.34 1.35|2.0   0 237|   0     0 |bash                 3996 8.0%1479k  16k|bash                 3996 1479k  16k8.0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 21 16:37:34 ubuntu dstat.sh[864]: 21-02 16:37:34|  9  17  19  42  13| 448M  639M  133M 2502M|4504B  972B|   0  1032k|   0  53.0 | 723  1474 |1.20 1.34 1.35|2.0 1.0 135|   0     0 |bash                 3996 2.0%1158k9814B|bash                 3996 1158k9814B2.0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 21 16:37:35 ubuntu dstat.sh[864]: 21-02 16:37:35| 13  15  10  47  15| 449M  639M  133M 2502M|4244B 1080B|   0   220k|   0  31.0 | 997  2169 |1.20 1.34 1.35|  0 2.0  69|   0     0 |systemd              1     11%   0    0 |bash                 3996  338k2348B1.0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 21 16:37:36 ubuntu dstat.sh[864]: 21-02 16:37:36|  2   1   0  98   0| 449M  639M  133M 2502M|3662B 1080B|   0    76k|   0  11.0 | 200   256 |1.26 1.36 1.35|  0 2.0   0|   0     0 |                                        |python2              933    13k 471B  0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 21 16:37:37 ubuntu dstat.sh[864]: 21-02 16:37:37|  2   5   3  91   1| 449M  639M  133M 2502M|3327B 1080B|   0  1432k|   0  13.0 | 277   474 |1.26 1.36 1.35|1.0 1.0  29|   0     0 |bash                 3996 0.5% 131k2509B|bash                 3996  131k2509B0.5%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 21 16:37:38 ubuntu dstat.sh[864]: 21-02 16:37:38|  3   5   1  87   3| 451M  636M  133M 2502M|4297B 1014B|  24k   32M|1.00  35.0 | 380   602 |1.26 1.36 1.35|3.0 1.0  32|   0     0 |beam.smp             1259 2.5%   0    0 |bash                 3996  310k2492B0.5%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 21 16:37:39 ubuntu dstat.sh[864]: 21-02 16:37:39| 26  31  35   1   8| 449M  638M  133M 2502M|3901B 1026B|   0    12k|   0  3.00 |1247  5505 |1.26 1.36 1.35|4.0   0 142|   0     0 |systemd              1     22%   0    0 |bash                 3996  755k5808B1.5%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 21 16:37:40 ubuntu dstat.sh[864]: 21-02 16:37:40|  6  10  79   0   4| 574M  512M  133M 2624M|3804B 1026B|   0     0 |   0     0 | 980  2276 |1.26 1.36 1.35|1.0   0  49|   0     0 |etcd                 1988 4.5%   0    0 |bash                 3996  280k2939B1.0%|mysqld       174M|   0     0 |  16    5    0    4    0
Feb 21 16:37:41 ubuntu dstat.sh[864]: 21-02 16:37:41| 14  27  39   0  20| 579M  507M  133M 2624M|3747B 1026B|   0     0 |   0     0 |1199  2716 |1.32 1.37 1.36|2.0   0 264|   0     0 |bash                 3996 7.0% 437k  16k|keystone-manage      2294 1006k  42k6.5%|mysqld       174M|   0     0 |  16    5    0    6    0
