-- Logs begin at Wed 2020-04-01 06:49:36 UTC, end at Wed 2020-04-01 08:27:27 UTC. --
Apr 01 07:29:39 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 07:29:39 ubuntu dstat.sh[1606]: [286B blob data]
Apr 01 07:29:39 ubuntu dstat.sh[1606]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 07:29:39 ubuntu dstat.sh[1606]: 01-04 07:29:39| 18   5  55  22   1| 425M  708M 86.3M 2519M|   0     0 | 195k 3267k|11.0  37.6 | 821  1492 |1.60 1.44 1.27|2.0   0  28|   0     0 |systemd              1    0.5%   0    0 |bash                 4133 2581k2399k0.2%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 07:29:40 ubuntu dstat.sh[1606]: 01-04 07:29:40| 19  36  28  16   1| 423M  709M 86.3M 2520M|3789B 1944B| 308k  124k|4.00  11.0 |1384  3409 |1.60 1.44 1.27|2.0   0 394|   0     0 |bash                 4133 6.0%2314k  27k|bash                 4133 2314k  27k6.0%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 07:29:41 ubuntu dstat.sh[1606]: 01-04 07:29:41| 27  32  39   2   1| 423M  709M 86.3M 2520M|4003B 1944B|   0    20k|   0  5.00 |1322  5176 |1.47 1.42 1.26|  0   0 252|   0     0 |systemd              1     11%   0    0 |bash                 4133 1825k  15k3.5%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 07:29:42 ubuntu dstat.sh[1606]: 01-04 07:29:42| 25  23  52   0   1| 548M  584M 86.3M 2642M|4236B 1944B|   0  4096B|   0  1.00 |2508  7732 |1.47 1.42 1.26|  0   0  79|   0     0 |systemd              1     19%   0    0 |bash                 4133  232k 656B  0%|mysqld       173M|   0     0 |  16    3    0    6    0
Apr 01 07:29:43 ubuntu dstat.sh[1606]: 01-04 07:29:43|  7  14  78   0   2| 549M  583M 86.3M 2642M|4286B 1566B|   0     0 |   0     0 | 861  1933 |1.47 1.42 1.26|1.0   0 175|   0     0 |bash                 4133 3.0% 334k9806B|bash                 4133  334k9806B3.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Apr 01 07:29:44 ubuntu dstat.sh[1606]: 01-04 07:29:44| 41  12  46   0   2| 569M  563M 86.3M 2642M|4890B 1944B|   0  1176k|   0  22.0 |1017  1778 |1.47 1.42 1.26|1.0   0 120|   0     0 |keystone-manage      3004  35%4977k  81k|keystone-manage      3004 4977k  81k 35%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:29:45 ubuntu dstat.sh[1606]: 01-04 07:29:45|  3   1  22  75   0| 570M  562M 86.3M 2642M|4346B 2106B| 128k  940k|7.00  58.0 | 409   734 |1.47 1.42 1.26|  0 1.0 2.0|   0     0 |keystone-manage      3004 0.5% 111k   0 |keystone-manage      3004  111k   0 0.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:29:46 ubuntu dstat.sh[1606]: 01-04 07:29:46|  2   1  49  48   0| 570M  561M 86.5M 2643M|3342B 1944B| 532k    0 |63.0     0 | 374   725 |1.43 1.41 1.26|  0 1.0   0|   0     0 |keystone-manage      3004 1.0% 193k   0 |keystone-manage      3004  193k   0 1.0%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:29:47 ubuntu dstat.sh[1606]: 01-04 07:29:47|  5   1  48  45   1| 571M  559M 86.6M 2643M|4451B 1944B| 200k    0 |27.0     0 | 403   778 |1.43 1.41 1.26|  0 1.0   0|   0     0 |keystone-manage      3004 5.0% 171k   0 |keystone-manage      3004  171k   0 5.0%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:29:48 ubuntu dstat.sh[1606]: 01-04 07:29:48|  4   2  49  47   0| 573M  558M 86.6M 2643M|4167B 1944B| 176k    0 |40.0     0 | 320   567 |1.43 1.41 1.26|1.0   0   0|   0     0 |keystone-manage      3004 2.5% 345k   0 |keystone-manage      3004  345k   0 2.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:29:49 ubuntu dstat.sh[1606]: 01-04 07:29:49|  4   1  48  47   0| 573M  558M 86.8M 2643M|5806B 2160B| 276k    0 |52.0     0 | 373   712 |1.43 1.41 1.26|  0 1.0   0|   0     0 |keystone-manage      3004 2.0% 140k   0 |keystone-manage      3004  140k   0 2.0%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:29:50 ubuntu dstat.sh[1606]: 01-04 07:29:50|  4   1  42  53   0| 574M  556M 86.8M 2643M|3968B 1944B| 228k 2716k|26.0  68.0 | 552   732 |1.43 1.41 1.26|  0 1.0   0|   0     0 |keystone-manage      3004 2.5% 295k   0 |keystone-manage      3004  295k   0 2.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:29:51 ubuntu dstat.sh[1606]: 01-04 07:29:51| 14   2  49  35   0| 583M  547M 86.8M 2644M|4645B 1944B| 168k    0 |17.0     0 | 468   669 |1.40 1.40 1.26|1.0   0   0|   0     0 |keystone-manage      3004  14%1914k  46k|keystone-manage      3004 1914k  46k 14%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:29:52 ubuntu dstat.sh[1606]: 01-04 07:29:52| 26   2  48  24   0| 592M  538M 86.8M 2644M|5458B 1944B| 372k    0 |29.0     0 | 553   727 |1.40 1.40 1.26|  0 1.0   0|   0     0 |keystone-manage      3004  26%2215k   0 |keystone-manage      3004 2215k   0  26%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:29:53 ubuntu dstat.sh[1606]: 01-04 07:29:53| 25   3  48  24   0| 604M  524M 86.9M 2645M|5284B 1944B| 308k    0 |22.0     0 | 492   672 |1.40 1.40 1.26|1.0   0   0|   0     0 |keystone-manage      3004  27%3978k 174k|keystone-manage      3004 3978k 174k 27%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:29:54 ubuntu dstat.sh[1606]: 01-04 07:29:54| 35   9  37  18   1| 626M  501M 87.0M 2645M|  12k 1944B| 144k 1372k|14.0  29.0 | 999  1555 |1.40 1.40 1.26|2.0   0   0|   0     0 |keystone-manage      3004  27%2282k 474k|keystone-manage      3004 2282k 474k 27%|mysqld       184M|   0     0 |  16    7    0    8    0
Apr 01 07:29:55 ubuntu dstat.sh[1606]: 01-04 07:29:55|  5   4  47  44   1| 628M  499M 87.3M 2646M|4336B 1944B|   0  1856k|   0  95.0 | 575  1223 |1.40 1.40 1.26|  0 1.0 2.0|   0     0 |keystone-manage      3004 2.5%   0 7305B|python2              1524   13k  15k2.0%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 01 07:29:56 ubuntu dstat.sh[1606]: 01-04 07:29:56|  3   1  48  48   0| 629M  498M 87.4M 2646M|4741B 1890B|   0   788k|   0  53.0 | 515   910 |1.44 1.41 1.26|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1807   14k 451B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 07:29:57 ubuntu dstat.sh[1606]: 01-04 07:29:57|  2   1  49  47   0| 629M  498M 87.5M 2646M|5975B 1728B|   0   740k|   0  54.0 | 547   933 |1.44 1.41 1.26|  0 1.0   0|   0     0 |mysqld               859  1.0%   0    0 |python2              1807   14k 451B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
