-- Logs begin at Wed 2020-02-19 14:59:43 UTC, end at Wed 2020-02-19 16:57:59 UTC. --
Feb 19 15:57:11 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 19 15:57:14 ubuntu dstat.sh[1454]: [286B blob data]
Feb 19 15:57:14 ubuntu dstat.sh[1454]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 19 15:57:14 ubuntu dstat.sh[1454]: 19-02 15:57:14| 14   4  55  26   2| 457M  610M  135M 2519M|   0     0 | 129k 2326k|5.99  27.8 | 657  1084 |1.84 1.47 1.39|3.0   0  19|   0     0 |systemd              1    0.3%   0    0 |bash                 4543 1851k1678k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 15:57:15 ubuntu dstat.sh[1454]: 19-02 15:57:15| 22  24  19  35   1| 458M  610M  135M 2519M|6224B 3240B|   0   148k|   0  8.00 |1506  5214 |1.84 1.47 1.39|  0 2.0 183|   0     0 |systemd              1     11%   0    0 |bash                 4543 1387k  11k2.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 15:57:16 ubuntu dstat.sh[1454]: 19-02 15:57:16| 26  25  19  28   1| 458M  609M  135M 2519M|8489B 3240B| 148k 3344k|3.00  7.00 |2540  7563 |2.34 1.57 1.43|1.0 1.0 121|   0     0 |systemd              1     19%   0    0 |bash                 4543  554k4892B1.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 19 15:57:17 ubuntu dstat.sh[1454]: 19-02 15:57:17| 12  18  32  34   5| 583M  483M  135M 2641M|7321B 2916B|   0    22M|   0  22.0 |1471  3765 |2.34 1.57 1.43|1.0 1.0 200|   0     0 |bash                 4543 3.5% 450k  10k|bash                 4543  450k  10k3.5%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 19 15:57:18 ubuntu dstat.sh[1454]: 19-02 15:57:18| 33  14  37   7   9| 598M  469M  135M 2641M|5505B 3024B|  80k 7684k|2.00  8.00 | 958  1930 |2.34 1.57 1.43|2.0   0 116|   0     0 |keystone-manage      2865  32%3490k  81k|keystone-manage      2865 3490k  81k 32%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:57:19 ubuntu dstat.sh[1454]: 19-02 15:57:19| 10   3  47  39   2| 605M  461M  135M 2642M|9730B 3132B| 360k    0 |24.0     0 | 599   778 |2.34 1.57 1.43|  0 1.0   0|   0     0 |keystone-manage      2865 9.0%1833k   0 |keystone-manage      2865 1833k   0 9.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:57:20 ubuntu dstat.sh[1454]: 19-02 15:57:20|  9   2  40  42   8| 608M  458M  135M 2642M|6985B 3132B| 208k  296k|32.0  2.00 | 523   752 |2.34 1.57 1.43|  0 1.0   0|   0     0 |keystone-manage      2865  11% 603k   0 |keystone-manage      2865  603k   0  11%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:57:21 ubuntu dstat.sh[1454]: 19-02 15:57:21|  2   2  49  48   1| 608M  458M  135M 2642M|5239B 3024B|   0     0 |   0     0 | 338   626 |2.23 1.56 1.42|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2207   14k 455B  0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:57:22 ubuntu dstat.sh[1454]: 19-02 15:57:22|  4   1  49  46   1| 610M  456M  135M 2642M|5146B 3240B| 128k    0 |13.0     0 | 414   691 |2.23 1.56 1.42|  0 1.0   0|   0     0 |keystone-manage      2865 2.5% 302k   0 |keystone-manage      2865  302k   0 2.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:57:23 ubuntu dstat.sh[1454]: 19-02 15:57:23| 33   3  48  14   1| 624M  441M  135M 2642M|6849B 3240B| 168k    0 |15.0     0 | 553   820 |2.23 1.56 1.42|1.0   0   0|   0     0 |keystone-manage      2865  35%3574k  46k|keystone-manage      2865 3574k  46k 35%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:57:24 ubuntu dstat.sh[1454]: 19-02 15:57:24| 13   2  49  37   0| 629M  436M  135M 2643M|5851B 2916B| 568k    0 |41.0     0 | 612   848 |2.23 1.56 1.42|  0 1.0   0|   0     0 |keystone-manage      2865  12%1347k  34k|keystone-manage      2865 1347k  34k 12%|mysqld       173M|   0     0 |  16    5    0    6    0
