-- Logs begin at Fri 2020-02-21 21:56:57 UTC, end at Fri 2020-02-21 23:39:05 UTC. --
Feb 21 22:45:02 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 21 22:45:03 ubuntu dstat.sh[1041]: [286B blob data]
Feb 21 22:45:03 ubuntu dstat.sh[1041]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 21 22:45:03 ubuntu dstat.sh[1041]: 21-02 22:45:03| 15   4  52  26   2| 449M  639M  134M 2500M|   0     0 | 152k 2785k|7.00  32.3 | 709  1218 |1.25 1.36 1.34|1.0   0  23|   0     0 |systemd              1    0.4%   0    0 |bash                 4083 2180k2004k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 22:45:04 ubuntu dstat.sh[1041]: 21-02 22:45:04| 10  28  32   2  27| 451M  637M  134M 2501M|3658B  972B| 888k  232k|9.00  7.00 |1091  2532 |1.25 1.36 1.34|2.0   0 278|   0     0 |bash                 4083 6.0% 733k  18k|bash                 4083  733k  18k6.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 22:45:05 ubuntu dstat.sh[1041]: 21-02 22:45:05| 11  26  37   0  26| 450M  637M  134M 2501M|5934B 1080B|   0    20k|   0  5.00 |1040  2308 |1.25 1.36 1.34|1.0   0 225|   0     0 |bash                 4083 4.5%1897k  15k|bash                 4083 1897k  15k4.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 22:45:06 ubuntu dstat.sh[1041]: 21-02 22:45:06| 16  23  27   0  34| 450M  638M  134M 2501M|8641B  972B|   0  8192B|   0  2.00 | 824  2824 |1.25 1.36 1.34|1.0   0 120|   0     0 |systemd              1     18%   0    0 |bash                 4083  955k7306B2.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 22:45:07 ubuntu dstat.sh[1041]: 21-02 22:45:07| 14  21  31   0  33| 454M  634M  134M 2501M|7262B  972B|   0    12k|   0  3.00 | 855  2302 |1.31 1.37 1.34| 10   0 143|   0     0 |systemd              1     12%   0    0 |bash                 4083  771k6706B2.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 22:45:08 ubuntu dstat.sh[1041]: 21-02 22:45:08| 12  15  33  17  22| 575M  512M  134M 2623M|3866B 1080B|   0  5172k|   0  56.0 | 964  1945 |1.31 1.37 1.34|1.0 1.0  62|   0     0 |systemd              1     11%   0    0 |bash                 4083  282k3050B1.5%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 21 22:45:09 ubuntu dstat.sh[1041]: 21-02 22:45:09| 11  24  19  22  25| 580M  507M  134M 2623M|3308B 1066B|   0    19M|   0  65.0 |1300  2481 |1.31 1.37 1.34|1.0 1.0 264|   0     0 |bash                 4083 6.5% 434k  15k|keystone-manage      2453  509k  42k3.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 22:45:10 ubuntu dstat.sh[1041]: 21-02 22:45:10| 31   6  18  30  15| 597M  490M  134M 2623M|4098B 1080B| 124k   11M|5.00  14.0 | 625   768 |1.31 1.37 1.34|  0 1.0 1.0|   0     0 |keystone-manage      2453  42%4575k  38k|keystone-manage      2453 4575k  38k 42%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 22:45:11 ubuntu dstat.sh[1041]: 21-02 22:45:11| 25   4  45  19   7| 611M  475M  134M 2624M|2803B  972B| 912k    0 |83.0     0 | 652   855 |1.31 1.37 1.34|2.0   0   0|   0     0 |keystone-manage      2453  30%3372k  46k|keystone-manage      2453 3372k  46k 30%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 22:45:12 ubuntu dstat.sh[1041]: 21-02 22:45:12| 40   4  45   6   4| 627M  457M  134M 2625M|2394B  972B| 600k    0 |45.0     0 | 596   821 |1.44 1.40 1.35|1.0   0 2.0|   0     0 |keystone-manage      2453  43%4089k 107k|keystone-manage      2453 4089k 107k 43%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 22:45:13 ubuntu dstat.sh[1041]: 21-02 22:45:13| 36   6  45  13   2| 648M  436M  134M 2626M|4478B 1080B| 184k    0 |14.0     0 | 738   918 |1.44 1.40 1.35|2.0   0   0|   0     0 |keystone-manage      2453  36%4642k 439k|keystone-manage      2453 4642k 439k 36%|mysqld       177M|   0     0 |  16    7    0    6    0
Feb 21 22:45:14 ubuntu dstat.sh[1041]: 21-02 22:45:14| 12   7  41  38   2| 655M  428M  134M 2626M|2659B  918B|   0  1468k|   0  29.0 | 639  1092 |1.44 1.40 1.35|1.0   0   0|   0     0 |python2              1506 9.0%  67k  74k|python3.6            8027   55k 115k1.0%|mysqld       184M|   0     0 |  16    7    0    6    0
Feb 21 22:45:15 ubuntu dstat.sh[1041]: 21-02 22:45:15|  8   4  37  48   2| 658M  426M  134M 2626M|2514B 1026B|  64k  324k|1.00  15.0 | 568  1079 |1.44 1.40 1.35|  0 1.0   0|   0     0 |keystone-manage      2453 6.0%  38k  53k|keystone-manage      2453   38k  53k6.0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 21 22:45:16 ubuntu dstat.sh[1041]: 21-02 22:45:16|  1   3  48  48   1| 658M  425M  135M 2626M|4127B 1080B|   0   484k|   0  36.0 | 471   819 |1.44 1.40 1.35|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1224   14k 462B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 21 22:45:17 ubuntu dstat.sh[1041]: 21-02 22:45:17|  3   1  47  47   2| 658M  425M  135M 2626M|5403B 1080B|   0   416k|   0  30.0 | 481   938 |1.49 1.41 1.36|  0 1.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              1224   14k 468B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
