-- Logs begin at Mon 2020-03-30 17:24:51 UTC, end at Mon 2020-03-30 19:11:28 UTC. --
Mar 30 18:12:45 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 18:12:45 ubuntu dstat.sh[1543]: [286B blob data]
Mar 30 18:12:45 ubuntu dstat.sh[1543]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 30 18:12:45 ubuntu dstat.sh[1543]: 30-03 18:12:45| 14   4  54  26   1| 420M  733M 85.8M 2501M|   0     0 | 163k 2315k|9.21  30.9 | 724  1420 |2.05 1.53 1.40|2.0 1.0  23|   0     0 |systemd              1    0.4%   0    0 |bash                 4408 2158k2010k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 30 18:12:46 ubuntu dstat.sh[1543]: 30-03 18:12:46| 18  34  35   7   6| 421M  731M 85.8M 2501M|4050B 2160B| 280k 4600k|4.00  19.0 |1432  3774 |2.05 1.53 1.40|1.0   0 392|   0     0 |bash                 4408 7.5%1508k  25k|bash                 4408 1508k  25k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 30 18:12:47 ubuntu dstat.sh[1543]: 30-03 18:12:47| 24  30  38   0   8| 420M  732M 85.8M 2502M|9332B 2052B|   0    20k|   0  5.00 |1689  5530 |2.05 1.53 1.40|1.0   0 235|   0     0 |systemd              1     11%   0    0 |bash                 4408 1808k  14k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 30 18:12:48 ubuntu dstat.sh[1543]: 30-03 18:12:48| 26  28  38   0   8| 421M  731M 85.8M 2502M|4839B 2052B|   0    56k|   0  5.00 |1182  4775 |2.05 1.53 1.40|3.0   0 202|   0     0 |systemd              1     15%   0    0 |bash                 4408 1102k  10k1.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 30 18:12:49 ubuntu dstat.sh[1543]: 30-03 18:12:49| 14  29  48   0   9| 546M  606M 85.8M 2624M|3454B 2160B|   0     0 |   0     0 |1634  4175 |2.05 1.53 1.40|2.0   0 275|   0     0 |bash                 4408 5.5% 616k  16k|bash                 4408  616k  16k5.5%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 30 18:12:50 ubuntu dstat.sh[1543]: 30-03 18:12:50| 36   9  46   7   3| 568M  583M 86.0M 2624M|5806B 1944B| 736k    0 |77.0     0 | 715  1448 |1.96 1.52 1.40|1.0   0  38|   0     0 |keystone-manage      2864  37%5348k  81k|keystone-manage      2864 5348k  81k 37%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 30 18:12:51 ubuntu dstat.sh[1543]: 30-03 18:12:51| 30   6  43  14   7| 587M  563M 86.3M 2625M|4741B 1998B| 900k  348k| 130  2.00 | 721  1159 |1.96 1.52 1.40|2.0   0   0|   0     0 |keystone-manage      2864  37%4486k  46k|keystone-manage      2864 4486k  46k 37%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 30 18:12:52 ubuntu dstat.sh[1543]: 30-03 18:12:52| 38   2  44   9   7| 600M  549M 86.3M 2626M|4614B 2106B| 592k    0 |43.0     0 | 674   829 |1.96 1.52 1.40|1.0   0   0|   0     0 |keystone-manage      2864  40%3647k 174k|keystone-manage      2864 3647k 174k 40%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 30 18:12:53 ubuntu dstat.sh[1543]: 30-03 18:12:53| 36   9  27  15  13| 615M  532M 86.3M 2627M|4244B 2160B| 176k 1300k|15.0  14.0 | 824  1158 |1.96 1.52 1.40|  0 1.0   0|   0     0 |keystone-manage      2864  31%3102k 428k|keystone-manage      2864 3102k 428k 31%|mysqld       177M|   0     0 |  16    7    0    7    0
Mar 30 18:12:54 ubuntu dstat.sh[1543]: 30-03 18:12:54|  9   3  37  44   6| 625M  523M 86.4M 2627M|4532B 1944B|   0   784k|   0  57.0 | 872  1477 |1.96 1.52 1.40|  0 1.0   0|   0     0 |python2              1786 5.5%  28k  30k|keystone-manage      2864   38k  53k5.0%|mysqld       186M|   0     0 |  16    7    0    7    0
Mar 30 18:12:55 ubuntu dstat.sh[1543]: 30-03 18:12:55|  3   3  46  44   6| 625M  522M 86.7M 2627M|4643B 2160B|   0  1472k|   0   104 | 789  1246 |1.97 1.53 1.41|  0 1.0   0|   0     0 |mysqld               802  1.5%   0    0 |python2              1648   14k 470B0.5%|mysqld       186M|   0     0 |  16    7    0    7    0
Mar 30 18:12:56 ubuntu dstat.sh[1543]: 30-03 18:12:56|  2   3  47  43   4| 626M  520M 86.9M 2628M|3965B 1998B|   0  1356k|   0   104 | 776  1180 |1.97 1.53 1.41|  0 1.0 2.0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              1648   14k 470B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 30 18:12:57 ubuntu dstat.sh[1543]: 30-03 18:12:57|  4   2  47  47   1| 626M  520M 87.1M 2628M|3381B 2106B|   0  1260k|   0  90.0 | 687  1089 |1.97 1.53 1.41|1.0   0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1648   14k 451B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 30 18:12:58 ubuntu dstat.sh[1543]: 30-03 18:12:58|  2   2  36  58   1| 627M  519M 87.2M 2628M|4488B 2160B|   0  3032k|   0   109 | 547   834 |1.97 1.53 1.41|  0 2.0   0|   0     0 |jbd2/vda1-8          306  0.5%   0    0 |python2              1648   14k 463B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 30 18:12:59 ubuntu dstat.sh[1543]: 30-03 18:12:59|  9   7  38  45   2| 627M  518M 87.5M 2628M|4081B 1944B|   0  1228k|   0  95.0 | 776  1215 |1.97 1.53 1.41|  0 1.0   0|   0     0 |mysqld               802   14%   0    0 |python2              1648   14k 463B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Mar 30 18:13:00 ubuntu dstat.sh[1543]: 30-03 18:13:00|  8   7  38  44   4| 627M  518M 87.7M 2628M|4349B 2160B|   0   752k|   0  78.0 | 712  1104 |1.89 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802   13%   0    0 |python2              1648   14k 450B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Mar 30 18:13:01 ubuntu dstat.sh[1543]: 30-03 18:13:01|  9  10  39  41   1| 628M  516M 87.9M 2629M|4580B 2160B|   0  1224k|   0   118 | 976  1444 |1.89 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802   16%   0    0 |python2              1648   14k 470B0.5%|mysqld       189M|   0     0 |  16    7    0    7    0
Mar 30 18:13:02 ubuntu dstat.sh[1543]: 30-03 18:13:02|  8   4  47  42   0| 628M  516M 88.2M 2629M|4948B 2160B|   0  1188k|   0  95.0 | 783  1364 |1.89 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802  8.5%   0    0 |python2              1648   14k 453B0.5%|mysqld       189M|   0     0 |  16    7    0    7    0
Mar 30 18:13:03 ubuntu dstat.sh[1543]: 30-03 18:13:03|  4   3  45  47   1| 628M  515M 88.3M 2628M|3912B 2160B|   0   544k|   0  45.0 | 495   938 |1.89 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802  3.5%   0    0 |python2              1648   14k 455B  0%|mysqld       189M|   0     0 |  16    7    0    7    0
Mar 30 18:13:04 ubuntu dstat.sh[1543]: 30-03 18:13:04|  6   2  41  50   1| 629M  515M 88.5M 2628M|3273B 1944B|   0  8676k|   0  74.0 | 522  1078 |1.89 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802  6.0%   0    0 |python2              1648   14k 463B  0%|mysqld       189M|   0     0 |  16    7    0    7    0
Mar 30 18:13:05 ubuntu dstat.sh[1543]: 30-03 18:13:05|  5   6  42  44   4| 629M  514M 88.7M 2629M|4334B 2106B|   0  1068k|   0  95.0 | 684  1289 |1.90 1.53 1.41|1.0   0   0|   0     0 |mysqld               802  9.0%   0    0 |python2              1648   14k 463B  0%|mysqld       190M|   0     0 |  16    7    0    7    0
Mar 30 18:13:06 ubuntu dstat.sh[1543]: 30-03 18:13:06|  9   6  39  41   5| 630M  513M 88.9M 2629M|4790B 2214B|   0  1344k|   0  94.0 | 727  1882 |1.90 1.53 1.41|  0 1.0 2.0|   0     0 |mysqld               802   11%   0    0 |python2              1648   14k 469B  0%|mysqld       190M|   0     0 |  16    7    0    7    0
Mar 30 18:13:07 ubuntu dstat.sh[1543]: 30-03 18:13:07|  7   6  39  43   5| 630M  513M 89.1M 2629M|4025B 1944B|   0  1024k|   0  75.0 | 647  1250 |1.90 1.53 1.41|4.0   0   0|   0     0 |mysqld               802   13%   0    0 |python2              1648   14k 469B0.5%|mysqld       191M|   0     0 |  16    7    0    8    0
Mar 30 18:13:08 ubuntu dstat.sh[1543]: 30-03 18:13:08|  8   5  39  37  10| 630M  512M 89.2M 2629M|3380B 1998B|   0  1036k|   0  69.0 | 757  1458 |1.90 1.53 1.41|1.0 1.0   0|   0     0 |mysqld               802   10%   0    0 |python2              1648   14k 464B0.5%|mysqld       191M|   0     0 |  16    7    0    6    0
Mar 30 18:13:09 ubuntu dstat.sh[1543]: 30-03 18:13:09|  2   2  22  75   0| 630M  512M 89.2M 2629M|3612B 2106B|   0  6764k|   0   108 | 359   669 |1.90 1.53 1.41|  0 2.0   0|   0     0 |kworker/u4:3         292011.0%   0    0 |python2              1648   14k 444B0.5%|mysqld       191M|   0     0 |  16    7    0    6    0
Mar 30 18:13:10 ubuntu dstat.sh[1543]: 30-03 18:13:10|  3   5  48  42   2| 631M  446M 89.3M 2693M|6326B 1944B|   0    36M|   0  93.0 | 465   791 |1.83 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802  4.0%   0    0 |python2              1648   14k 460B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Mar 30 18:13:11 ubuntu dstat.sh[1543]: 30-03 18:13:11|  2   3  45  45   5| 632M  445M 89.4M 2693M|6940B 1944B|   0    32M|   0  82.0 | 582   939 |1.83 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802  2.0%   0    0 |python2              1648   14k 463B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Mar 30 18:13:12 ubuntu dstat.sh[1543]: 30-03 18:13:12|  4   2  48  43   3| 632M  444M 89.5M 2693M|6563B 2160B|   0  1160k|   0  86.0 | 788  1298 |1.83 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802  2.0%   0    0 |python2              1648   14k 463B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Mar 30 18:13:13 ubuntu dstat.sh[1543]: 30-03 18:13:13|  4   5  39  49   2| 632M  444M 89.7M 2693M|4084B 2202B|   0  1064k|   0  84.0 | 662  1208 |1.83 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802  5.0%   0    0 |python2              1648   14k 463B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Mar 30 18:13:14 ubuntu dstat.sh[1543]: 30-03 18:13:14|  6   5  46  42   2| 632M  443M 89.9M 2694M|4291B 1944B|   0  1360k|   0   101 | 637  1686 |1.83 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802  6.5%   0    0 |python2              1648   14k 452B0.5%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 30 18:13:15 ubuntu dstat.sh[1543]: 30-03 18:13:15|  2   1  26  70   1| 633M  443M 89.9M 2694M|5382B 2160B|   0   940k|   0   143 | 432   614 |1.84 1.53 1.41|  0 4.0   0|   0     0 |beam.smp             2820 1.0%   0    0 |python2              1648   14k   0 0.5%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 30 18:13:16 ubuntu dstat.sh[1543]: 30-03 18:13:16|  2   1  22  75   1| 633M  443M 89.9M 2694M|4284B 1944B|   0  2104k|   0   147 | 430   603 |1.84 1.53 1.41|  0 2.0 2.0|   0     0 |etcd                 2556 0.5%   0    0 |python2              1648   14k 931B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 30 18:13:17 ubuntu dstat.sh[1543]: 30-03 18:13:17|  2   2  40  54   3| 633M  442M 90.0M 2694M|5442B 2160B|   0  6480k|   0   113 | 529  1410 |1.84 1.53 1.41|  0 1.0   0|   0     0 |mysqld               802  2.0%   0    0 |python2              1648   14k 452B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 30 18:13:18 ubuntu dstat.sh[1543]: 30-03 18:13:18|  3   6  42  45   4| 633M  442M 90.1M 2694M|3156B 1944B|   0  2112k|   0  92.0 | 596  1284 |1.84 1.53 1.41|1.0 1.0   0|   0     0 |mysqld               802  5.0%   0    0 |python2              1648   14k 469B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 30 18:13:19 ubuntu dstat.sh[1543]: 30-03 18:13:19|  4   2  41  51   3| 633M  442M 90.1M 2694M|4285B 1944B|   0   388k|   0  21.0 | 441   986 |1.84 1.53 1.41|  0 2.0   0|   0     0 |mysqld               802  2.0%   0    0 |python2              1648   14k 461B0.5%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 30 18:13:20 ubuntu dstat.sh[1543]: 30-03 18:13:20|  3   4  43  48   3| 633M  441M 90.3M 2695M|5704B 2160B|   0  1012k|   0  72.0 | 591  1205 |1.77 1.52 1.40|1.0   0   0|   0     0 |mysqld               802  5.0%   0    0 |python2              1648   14k 463B0.5%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 30 18:13:21 ubuntu dstat.sh[1543]: 30-03 18:13:21| 12   8  42  35   3| 633M  441M 90.6M 2694M|3304B 1944B|   0  1392k|   0   128 | 930  2215 |1.77 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802   18%   0    0 |python2              1648   14k 465B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 30 18:13:22 ubuntu dstat.sh[1543]: 30-03 18:13:22|  7   4  39  50   2| 633M  440M 90.7M 2695M|6636B 2202B|   0  9476k|   0   112 | 664  1569 |1.77 1.52 1.40|  0 2.0   0|   0     0 |mysqld               802  3.0%   0    0 |python2              1648   14k 460B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 30 18:13:23 ubuntu dstat.sh[1543]: 30-03 18:13:23|  5   8  39  41   7| 634M  440M 90.9M 2695M|8093B 1944B|   0  1204k|   0  89.0 | 674  1327 |1.77 1.52 1.40|  0 1.0   0|   0     0 |mysqld               802   11%   0    0 |python2              1648   14k 469B  0%|mysqld       194M|   0     0 |  16    7    0    6    0
Mar 30 18:13:24 ubuntu dstat.sh[1543]: 30-03 18:13:24|  9   8  34  41   7| 634M  440M 91.0M 2695M|3898B 2160B|   0   448k|   0  38.0 | 573  1061 |1.77 1.52 1.40|  0 2.0   0|   0     0 |mysqld               802   17%   0    0 |python2              1648   14k 462B0.5%|mysqld       194M|   0     0 |  16    7    0    6    0
Mar 30 18:13:25 ubuntu dstat.sh[1543]: 30-03 18:13:25|  2   1  37  56   3| 634M  440M 91.0M 2695M|4642B 1944B|   0   284k|   0  16.0 | 410   783 |1.79 1.53 1.41|  0 2.0   0|   0     0 |beam.smp             2820 1.0%   0    0 |python2              1648   14k 461B  0%|mysqld       194M|   0     0 |  16    7    0    6    0
Mar 30 18:13:26 ubuntu dstat.sh[1543]: 30-03 18:13:26|  9   9  30  52   1| 634M  439M 91.1M 2695M|6441B 2160B|   0   428k|   0  35.0 | 571   935 |1.79 1.53 1.41|1.0 1.0 2.0|   0     0 |mysqld               802   17%   0    0 |python2              1648   14k 473B0.5%|mysqld       194M|   0     0 |  16    7    0    6    0
Mar 30 18:13:27 ubuntu dstat.sh[1543]: 30-03 18:13:27|  3   2  17  75   2| 634M  439M 91.1M 2695M|4621B 2160B|   0   776k|   0  75.0 | 619  1180 |1.79 1.53 1.41|  0 4.0   0|   0     0 |mysqld               802  1.5%   0    0 |python2              1648   14k 462B  0%|mysqld       194M|   0     0 |  16    7    0    6    0
Mar 30 18:13:28 ubuntu dstat.sh[1543]: 30-03 18:13:28|  4   2  33  59   2| 634M  439M 91.2M 2695M|4338B 2160B|   0  1148k|   0  47.0 | 451   850 |1.79 1.53 1.41|1.0 1.0   0|   0     0 |mysqld               802  5.0%   0    0 |python2              1648   14k 468B  0%|mysqld       194M|   0     0 |  16    7    0    6    0
Mar 30 18:13:29 ubuntu dstat.sh[1543]: 30-03 18:13:29|  6   4  44  43   4| 634M  439M 91.3M 2695M|4352B 1944B|   0   940k|   0  73.0 | 641  1394 |1.79 1.53 1.41|  0 1.0   0|   0     0 |mysqld               802  7.5%   0    0 |python2              1648   14k 458B  0%|mysqld       194M|   0     0 |  16    7    0    6    0
