-- Logs begin at Thu 2020-02-20 01:30:32 UTC, end at Thu 2020-02-20 03:36:51 UTC. --
Feb 20 02:29:31 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 20 02:29:31 ubuntu dstat.sh[1264]: [286B blob data]
Feb 20 02:29:31 ubuntu dstat.sh[1264]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 20 02:29:31 ubuntu dstat.sh[1264]: 20-02 02:29:31| 13   4  54  26   2| 456M  622M  133M 2511M|   0     0 | 125k 2277k|5.78  27.3 | 639  1005 |1.64 1.49 1.36|1.0   0  19|   0     0 |systemd              1    0.3%   0    0 |bash                 4376 1794k1627k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 02:29:32 ubuntu dstat.sh[1264]: 20-02 02:29:32| 15  37  39   2   6| 457M  620M  133M 2511M|5115B 3228B| 228k  120k|3.00  7.00 |1483  3429 |1.64 1.49 1.36|2.0   0 358|   0     0 |bash                 4376 6.5% 837k  22k|bash                 4376  837k  22k6.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 02:29:33 ubuntu dstat.sh[1264]: 20-02 02:29:33| 18  29  41   8   5| 458M  619M  133M 2511M|6537B 3240B|   0    20k|   0  5.00 |1183  2616 |1.91 1.55 1.38|  0   0 228|   0     0 |bash                 4376 4.0%2083k  16k|bash                 4376 2083k  16k4.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 02:29:34 ubuntu dstat.sh[1264]: 20-02 02:29:34| 24  35  39   2   1| 467M  610M  133M 2512M|5794B 3240B|   0    28k|   0  6.00 |2259  4931 |1.91 1.55 1.38|9.0   0 231|   0     0 |systemd              1     11%   0    0 |bash                 4376 1418k  13k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 02:29:35 ubuntu dstat.sh[1264]: 20-02 02:29:35| 25  18  56   0   0| 583M  493M  133M 2634M|5741B 3240B|   0     0 |   0     0 |1644  4661 |1.91 1.55 1.38|  0   0  58|   0     0 |systemd              1     19%   0    0 |bash                 4376  232k 656B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 20 02:29:36 ubuntu dstat.sh[1264]: 20-02 02:29:36|  8  18  73   0   2| 583M  494M  133M 2634M|7212B 3240B|   0     0 |   0     0 |1001  2182 |1.91 1.55 1.38|1.0   0 171|   0     0 |bash                 4376 3.0% 328k9562B|bash                 4376  328k9562B3.0%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 20 02:29:37 ubuntu dstat.sh[1264]: 20-02 02:29:37| 34  16  40   2   8| 594M  482M  133M 2634M|5937B 2808B|  80k  104k|1.00  2.00 |1038  1823 |1.91 1.55 1.38|2.0   0 124|   0     0 |keystone-manage      2668  31%2281k  81k|keystone-manage      2668 2281k  81k 31%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 02:29:38 ubuntu dstat.sh[1264]: 20-02 02:29:38| 16   2  43  29   8| 605M  471M  133M 2634M|6418B 2970B| 368k    0 |26.0     0 | 623   899 |2.00 1.57 1.39|  0 1.0   0|   0     0 |keystone-manage      2668  18%3047k   0 |keystone-manage      2668 3047k   0  18%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 02:29:39 ubuntu dstat.sh[1264]: 20-02 02:29:39| 10   3  46  37   5| 607M  468M  133M 2634M|9531B 3294B| 132k 1880k|19.0  45.0 | 671  1031 |2.00 1.57 1.39|  0 2.0 2.0|   0     0 |keystone-manage      2668 7.5% 475k   0 |keystone-manage      2668  475k   0 7.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 02:29:40 ubuntu dstat.sh[1264]: 20-02 02:29:40|  7   2  47  40   4| 610M  466M  133M 2635M|7742B 2916B| 208k  588k|26.0  15.0 | 619   974 |2.00 1.57 1.39|  0 1.0   0|   0     0 |keystone-manage      2668 6.5% 624k   0 |keystone-manage      2668  624k   0 6.5%|mysqld       173M|   0     0 |  16    5    0    6    0
