-- Logs begin at Thu 2020-04-02 07:49:39 UTC, end at Thu 2020-04-02 09:20:09 UTC. --
Apr 02 08:34:44 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 08:34:45 ubuntu dstat.sh[2668]: [286B blob data]
Apr 02 08:34:45 ubuntu dstat.sh[2668]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 08:34:45 ubuntu dstat.sh[2668]: 02-04 08:34:45| 16   5  58  21   1| 421M  608M 85.1M 2618M|   0     0 | 242k 3463k|11.7  34.7 | 771  1297 |1.54 1.24 1.14|1.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 3876 2339k2160k0.2%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 08:34:46 ubuntu dstat.sh[2668]: 02-04 08:34:46| 20  34  38   0   7| 421M  608M 85.1M 2618M|4253B 1944B|   0   296k|   0  10.0 |1386  3848 |1.54 1.24 1.14|2.0   0 407|   0     0 |bash                 3876 7.0%1702k  26k|bash                 3876 1702k  26k7.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 08:34:47 ubuntu dstat.sh[2668]: 02-04 08:34:47| 26  33  38   0   3| 422M  607M 85.1M 2618M|3954B 1944B|   0    24k|   0  6.00 |1579  4893 |1.54 1.24 1.14|2.0   0 280|   0     0 |systemd              1     10%   0    0 |bash                 3876 2137k  18k4.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 08:34:48 ubuntu dstat.sh[2668]: 02-04 08:34:48| 33  26  40   0   1| 547M  482M 85.1M 2741M|9279B 1944B|   0  8192B|   0  2.00 |1397  7342 |1.54 1.24 1.14|  0   0 142|   0     0 |systemd              1     20%   0    0 |bash                 3876  670k5284B1.0%|mysqld       173M|   0     0 |  15    3    0    5    0
Apr 02 08:34:49 ubuntu dstat.sh[2668]: 02-04 08:34:49| 10  15  67   0   7| 547M  481M 85.1M 2741M|5864B 2160B|   0     0 |   0     0 | 947  2115 |1.49 1.23 1.14|2.0   0 200|   0     0 |bash                 3876 4.0% 367k  11k|bash                 3876  367k  11k4.0%|mysqld       173M|   0     0 |  15    5    0    5    0
Apr 02 08:34:50 ubuntu dstat.sh[2668]: 02-04 08:34:50| 39  12  46   1   4| 568M  460M 85.1M 2741M|3376B 1728B|8192B    0 |2.00     0 | 839  1552 |1.49 1.23 1.14|  0 1.0  95|   0     0 |keystone-manage      4063  36%4982k  81k|keystone-manage      4063 4982k  81k 36%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 08:34:51 ubuntu dstat.sh[2668]: 02-04 08:34:51| 29   3  46  18   4| 585M  441M 85.8M 2742M|  13k 1944B|1872k  284k| 269  2.00 | 726  1347 |1.49 1.23 1.14|1.0   0   0|   0     0 |keystone-manage      4063  31%4190k  46k|keystone-manage      4063 4190k  46k 31%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 08:34:52 ubuntu dstat.sh[2668]: 02-04 08:34:52| 43   4  47   4   1| 603M  422M 85.8M 2743M|6120B 1836B| 652k  344k|48.0  2.00 | 669   847 |1.49 1.23 1.14|1.0   0   0|   0     0 |keystone-manage      4063  46%4923k 174k|keystone-manage      4063 4923k 174k 46%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 08:34:53 ubuntu dstat.sh[2668]: 02-04 08:34:53| 36  10  37  15   1| 617M  407M 85.8M 2744M|4157B 2052B| 144k 1196k|14.0  5.00 | 933  1551 |1.49 1.23 1.14|  0 1.0   0|   0     0 |keystone-manage      4063  31%2493k 428k|keystone-manage      4063 2493k 428k 31%|mysqld       177M|   0     0 |  15    7    0    7    0
Apr 02 08:34:54 ubuntu dstat.sh[2668]: 02-04 08:34:54|  8   5  41  42   5| 626M  398M 85.9M 2744M|6411B 1944B|   0   584k|   0  34.0 | 610  1104 |1.61 1.26 1.15|  0 1.0   0|   0     0 |keystone-manage      4063 6.0%  38k  53k|keystone-manage      4063   38k  53k6.0%|mysqld       186M|   0     0 |  15    7    0    7    0
Apr 02 08:34:55 ubuntu dstat.sh[2668]: 02-04 08:34:55|  2   3  47  48   2| 627M  397M 86.0M 2744M|3944B 1728B|   0   652k|   0  45.0 | 522  1098 |1.61 1.26 1.15|  0 1.0 2.0|   0     0 |etcd                 3756 1.0%   0    0 |python2              2791   14k 468B0.5%|mysqld       186M|   0     0 |  15    7    0    8    0
Apr 02 08:34:56 ubuntu dstat.sh[2668]: 02-04 08:34:56|  3   2  47  47   2| 627M  396M 86.1M 2744M|3530B 1944B|   0   768k|   0  55.0 | 478   902 |1.61 1.26 1.15|  0 1.0   0|   0     0 |mysqld               1948 2.0%   0    0 |python2              2791   14k 461B  0%|mysqld       186M|   0     0 |  15    7    0    7    0
Apr 02 08:34:57 ubuntu dstat.sh[2668]: 02-04 08:34:57|  2   2  46  50   2| 627M  396M 86.3M 2744M|3413B 1986B|   0  3228k|   0  74.0 | 411   854 |1.61 1.26 1.15|1.0   0   0|   0     0 |jbd2/vda1-8          310  0.5%   0    0 |python2              2791   14k 450B  0%|mysqld       186M|   0     0 |  15    7    0    7    0
