-- Logs begin at Wed 2020-04-01 23:12:21 UTC, end at Thu 2020-04-02 00:40:06 UTC. --
Apr 01 23:52:25 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 23:52:26 ubuntu dstat.sh[2107]: [286B blob data]
Apr 01 23:52:26 ubuntu dstat.sh[2107]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 23:52:26 ubuntu dstat.sh[2107]: 01-04 23:52:26| 17   5  53  23   2| 423M  711M 85.7M 2517M|   0     0 | 243k 3662k|13.0  38.3 | 817  1608 |1.59 1.21 1.16|2.0   0  28|   0     0 |systemd              1    0.5%   0    0 |bash                 3667 2618k2419k0.2%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 01 23:52:27 ubuntu dstat.sh[2107]: 01-04 23:52:27| 19  31  37   9   4| 421M  712M 85.7M 2517M|4678B 2160B|   0    25M|   0  34.0 |1454  3673 |1.59 1.21 1.16|  0 1.0 362|   0     0 |bash                 3667 6.5%1123k  23k|bash                 3667 1123k  23k6.5%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 01 23:52:28 ubuntu dstat.sh[2107]: 01-04 23:52:28| 26  31  37   3   2| 422M  711M 85.7M 2517M|3790B 1944B|   0  8288k|   0  17.0 |1975  4684 |2.74 1.45 1.24|1.0   0 279|   0     0 |systemd              1    9.0%   0    0 |bash                 3667 2231k  18k4.5%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 01 23:52:29 ubuntu dstat.sh[2107]: 01-04 23:52:29| 28  33  38   0   1| 423M  710M 85.7M 2517M|4640B 1944B|   0    16k|   0  4.00 |2783  7701 |2.74 1.45 1.24|1.0   0 202|   0     0 |systemd              1     18%   0    0 |bash                 3667 1213k  10k2.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 01 23:52:30 ubuntu dstat.sh[2107]: 01-04 23:52:30| 12  21  65   0   3| 546M  586M 85.7M 2639M|4296B 2254B|   0     0 |   0     0 |1262  2939 |2.74 1.45 1.24|3.0   0 202|   0     0 |etcd                 3173 4.0%   0    0 |bash                 3667  350k  10k3.5%|mysqld       174M|   0     0 |  16    5    0    5    0
Apr 01 23:52:31 ubuntu dstat.sh[2107]: 01-04 23:52:31| 40  12  45   0   2| 567M  565M 85.7M 2639M|5570B 1944B|   0     0 |   0     0 | 986  1833 |2.74 1.45 1.24|  0 1.0 111|   0     0 |keystone-manage      3503  35%4977k  81k|keystone-manage      3503 4977k  81k 35%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 01 23:52:32 ubuntu dstat.sh[2107]: 01-04 23:52:32|  2   1  26  71   1| 568M  564M 85.9M 2640M|  11k 2160B| 308k  656k|44.0  27.0 | 511   808 |2.74 1.45 1.24|  0 2.0   0|   0     0 |keystone-manage      3503 1.0% 165k   0 |keystone-manage      3503  165k   0 1.0%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 01 23:52:33 ubuntu dstat.sh[2107]: 01-04 23:52:33|  8   2  26  64   1| 571M  561M 85.9M 2640M|4689B 1944B| 596k 1980k|60.0   108 | 645   831 |2.60 1.45 1.24|1.0   0   0|   0     0 |keystone-manage      3503 8.5% 654k   0 |keystone-manage      3503  654k   0 8.5%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 01 23:52:34 ubuntu dstat.sh[2107]: 01-04 23:52:34| 19   2  48  30   1| 583M  547M 86.4M 2641M|4319B 2160B| 960k    0 | 163     0 | 679  1079 |2.60 1.45 1.24|1.0   0   0|   0     0 |keystone-manage      3503  20%2889k  46k|keystone-manage      3503 2889k  46k 20%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 01 23:52:35 ubuntu dstat.sh[2107]: 01-04 23:52:35| 44   3  46   4   2| 601M  528M 86.4M 2642M|4240B 2052B| 620k    0 |47.0     0 | 688   814 |2.60 1.45 1.24|1.0   0 2.0|   0     0 |keystone-manage      3503  46%4830k 174k|keystone-manage      3503 4830k 174k 46%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 01 23:52:36 ubuntu dstat.sh[2107]: 01-04 23:52:36| 38  11  29  18   4| 617M  511M 86.4M 2643M|4303B 2052B| 180k 1316k|16.0  15.0 | 703   959 |2.60 1.45 1.24|  0 1.0   0|   0     0 |keystone-manage      3503  30%3067k 428k|keystone-manage      3503 3067k 428k 30%|mysqld       178M|   0     0 |  16    7    0    7    0
