"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","02 Mar 2020 21:26:52 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
02-03 21:26:52,18.254,5.041,54.030,21.183,1.492,473952256,639119360,143228928,2647846912,0,0,175331.239,3299185.275,8.164,38.392,796.938,1419.254,0.980,1.160,1.160,1,1,26.941,0,0,14,3,0,4,0
02-03 21:26:53,21.320,37.056,40.102,0.508,1.015,473583616,639049728,143233024,2648096768,3854,1944,188416,749568,3,37,1543,4193,0.980,1.160,1.160,2,0,429,0,0,14,3,0,4,0
02-03 21:26:54,26.531,34.694,38.265,0,0.510,474091520,638377984,143233024,2648252416,4726,2160,0,24576,0,6,1802,6130,0.980,1.150,1.160,2,0,302,0,0,14,3,0,4,0
02-03 21:26:55,31.818,30.303,36.869,0,1.010,565743616,546488320,143233024,2737217536,4558,2160,0,8192,0,2,2456,8656,0.980,1.150,1.160,5,0,152,0,0,16,3,0,4,0
02-03 21:26:56,8,11.500,79,0,1.500,605798400,506269696,143233024,2776281088,4992,2160,0,0,0,0,850,1822,0.980,1.150,1.160,3,0,134,0,0,16,5,0,4,0
02-03 21:26:57,35.323,16.915,43.781,0,3.980,617799680,494170112,143237120,2776322048,4197,2160,0,0,0,0,933,2112,0.980,1.150,1.160,4,0,162,0,0,16,5,0,6,0
02-03 21:26:58,25.389,2.591,33.161,36.788,2.073,633757696,477028352,143245312,2777411584,9691,1944,983040,18407424,82,26,824,1000,0.980,1.150,1.160,0,1,0,0,0,16,5,0,6,0
02-03 21:26:59,12.563,2.513,47.739,35.678,1.508,641380352,469405696,143245312,2777411584,6527,2160,45056,10485760,2,10,403,674,0.980,1.150,1.160,0,1,0,0,0,16,5,0,6,0
02-03 21:27:00,31.343,1.990,47.264,18.408,0.995,652779520,457187328,143245312,2778128384,3585,2160,622592,5836800,46,6,645,785,0.980,1.150,1.160,1,0,0,0,0,16,5,0,6,0
02-03 21:27:01,37.186,5.528,48.241,9.045,0,675299328,433635328,143278080,2778931200,3939,1944,114688,0,10,0,468,782,0.980,1.150,1.160,2,0,0,0,0,16,5,0,6,0
02-03 21:27:02,30.693,11.881,31.683,24.752,0.990,691662848,416186368,143429632,2779721728,3938,1944,98304,2080768,7,76,956,1903,0.980,1.150,1.160,0,1,0,0,0,16,7,0,6,0
02-03 21:27:03,3.046,3.553,46.193,44.670,2.538,692363264,414601216,143659008,2780348416,5238,2160,0,2142208,0,152,856,1652,0.980,1.150,1.160,0,1,2,0,0,16,7,0,6,0
02-03 21:27:04,2.488,1.493,23.383,72.139,0.498,692637696,414351360,143671296,2780311552,4124,2202,0,2138112,0,147,446,727,1.220,1.200,1.180,0,3,0,0,0,16,7,0,6,0
02-03 21:27:05,2.010,1.508,28.643,66.834,1.005,692498432,413941760,143716352,2780819456,5981,1944,0,2654208,0,96,456,1095,1.220,1.200,1.180,0,0,0,0,0,16,7,0,6,0
02-03 21:27:06,2.488,3.483,47.761,42.289,3.980,692961280,412872704,143974400,2781138944,4504,2160,0,2793472,0,166,893,1711,1.220,1.200,1.180,1,0,0,0,0,16,7,0,6,0
02-03 21:27:07,6.931,7.426,36.634,42.079,6.931,693948416,411250688,144261120,2781470720,4792,1986,0,1716224,0,162,743,2022,1.220,1.200,1.180,1,1,0,0,0,16,7,0,6,0
02-03 21:27:08,11.330,7.882,43.350,33.990,3.448,694697984,410038272,144519168,2781655040,4653,2160,0,1650688,0,156,829,2185,1.220,1.200,1.180,0,1,0,0,0,16,7,0,6,0
02-03 21:27:09,11.055,10.050,39.196,38.191,1.508,695472128,409018368,144801792,2781609984,5337,1944,0,1576960,0,140,835,1933,1.370,1.230,1.190,1,1,0,0,0,16,7,0,6,0
02-03 21:27:10,4.615,4.615,14.359,74.359,2.051,695767040,408633344,144883712,2781618176,5478,2160,0,4288512,0,162,818,1367,1.370,1.230,1.190,3,2,0,0,0,16,7,0,6,0
