-- Logs begin at Thu 2020-04-02 09:25:51 UTC, end at Thu 2020-04-02 10:55:41 UTC. --
Apr 02 10:06:07 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 10:06:08 ubuntu dstat.sh[1219]: [286B blob data]
Apr 02 10:06:08 ubuntu dstat.sh[1219]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 10:06:08 ubuntu dstat.sh[1219]: 02-04 10:06:08| 17   5  53  23   1| 423M  731M 87.7M 2497M|   0     0 | 209k 3324k|11.3  37.4 | 833  1485 |1.23 1.29 1.22|2.0   0  27|   0     0 |systemd              1    0.5%   0    0 |bash                 3506 2569k2385k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 10:06:09 ubuntu dstat.sh[1219]: 02-04 10:06:09| 19  35  40   1   6| 422M  731M 87.7M 2498M|6312B 1944B| 228k  116k|3.00  8.00 |1597  3826 |1.23 1.29 1.22|2.0   0 411|   0     0 |bash                 3506 7.0%1442k  26k|bash                 3506 1442k  26k7.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 10:06:10 ubuntu dstat.sh[1219]: 02-04 10:06:10| 27  32  38   0   3| 422M  731M 87.7M 2498M|5303B 1944B|   0    24k|   0  6.00 |1565  4555 |1.13 1.27 1.21|4.0   0 280|   0     0 |systemd              1    9.5%   0    0 |bash                 3506 2232k  18k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 10:06:11 ubuntu dstat.sh[1219]: 02-04 10:06:11| 31  30  38   0   2| 426M  727M 87.7M 2498M|6614B 1782B|   0   216k|   0  5.00 |1995  7038 |1.13 1.27 1.21|2.0   0 180|   0     0 |systemd              1     20%   0    0 |bash                 3506  895k7587B2.0%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 02 10:06:12 ubuntu dstat.sh[1219]: 02-04 10:06:12| 14  22  62   0   2| 548M  605M 87.7M 2620M|4119B 2106B|   0     0 |   0     0 |1543  3149 |1.13 1.27 1.21|  0   0 261|   0     0 |bash                 3506 4.5% 497k  15k|bash                 3506  497k  15k4.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 10:06:13 ubuntu dstat.sh[1219]: 02-04 10:06:13| 39   8  47   4   2| 570M  583M 87.8M 2620M|3570B 1728B| 636k    0 |51.0     0 | 731  1312 |1.13 1.27 1.21|  0 1.0  38|   0     0 |keystone-manage      2624  39%5360k  81k|keystone-manage      2624 5360k  81k 39%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 10:06:14 ubuntu dstat.sh[1219]: 02-04 10:06:14| 37   4  46  11   1| 589M  563M 87.9M 2621M|5293B 1944B| 744k  312k|92.0  2.00 | 700   991 |1.13 1.27 1.21|1.0   0   0|   0     0 |keystone-manage      2624  40%4479k  46k|keystone-manage      2624 4479k  46k 40%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 10:06:15 ubuntu dstat.sh[1219]: 02-04 10:06:15| 42   4  47   5   2| 611M  539M 87.9M 2623M|4059B 1944B| 664k    0 |49.0     0 | 680  1029 |1.12 1.27 1.21|1.0   0 2.0|   0     0 |keystone-manage      2624  44%5678k 445k|keystone-manage      2624 5678k 445k 44%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 10:06:16 ubuntu dstat.sh[1219]: 02-04 10:06:16| 29  11  29  25   4| 627M  522M 88.1M 2623M|5945B 1944B| 104k 2348k|9.00  86.0 |1290  2294 |1.12 1.27 1.21|  0 1.0   0|   0     0 |keystone-manage      2624  19%1108k 210k|keystone-manage      2624 1108k 210k 19%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 10:06:17 ubuntu dstat.sh[1219]: 02-04 10:06:17|  4   4  46  43   2| 628M  520M 88.5M 2624M|6973B 1944B|   0  2024k|   0   149 |1088  1604 |1.12 1.27 1.21|  0 1.0   0|   0     0 |mysqld               476  2.0%   0    0 |python2              1295   14k 471B0.5%|mysqld       187M|   0     0 |  16    7    0    7    0
