"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","02 Apr 2020 07:39:53 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
02-04 07:39:53,16.953,4.990,54.214,21.909,1.935,441294848,694988800,90726400,2688245760,0,0,239839.572,2974670.086,12.655,36.003,782.197,1407.918,1.650,1.270,1.200,2,0,27.354,0,0,14,3,0,5,0
02-04 07:39:54,20.500,32,23,23,1.500,440934400,694931456,90734592,2688331776,15663,1944,0,1323008,0,118,1461,3636,1.650,1.270,1.200,2,1,386,0,0,14,3,0,5,0
02-04 07:39:55,18.090,27.638,39.196,13.065,2.010,442511360,693288960,90734592,2688454656,18285,2034,0,34775040,0,47,1051,3087,1.650,1.270,1.200,1,0,247,0,0,14,3,0,5,0
02-04 07:39:56,28.358,31.343,37.313,0,2.985,441446400,694341632,90734592,2688479232,4517,1944,0,16384,0,4,1207,5113,1.650,1.270,1.200,1,0,214,0,0,14,3,0,5,0
02-04 07:39:57,12.500,15,71.500,0,1,572252160,562999296,90734592,2816544768,5394,1944,0,0,0,0,1015,2918,1.650,1.270,1.200,0,0,48,0,0,16,3,0,5,0
02-04 07:39:58,17.500,22,57.500,0,3,572854272,562388992,90738688,2816548864,7143,1944,0,0,0,0,1268,3152,1.680,1.280,1.200,1,0,291,0,0,16,5,0,7,0
02-04 07:39:59,34.158,6.931,47.030,10.891,0.990,595189760,539062272,90959872,2817306624,6571,1944,823296,217088,91,2,754,1073,1.680,1.280,1.200,1,0,5,0,0,16,5,0,7,0
02-04 07:40:00,38.384,2.525,47.475,11.111,0.505,615313408,517734400,91435008,2818023424,4016,1864,1114112,45056,180,1,708,1137,1.680,1.280,1.200,1,0,0,0,0,16,5,0,7,0
02-04 07:40:01,27.273,2.020,47.980,22.727,0,626958336,505286656,91439104,2818781184,5410,2160,593920,0,43,0,546,768,1.680,1.280,1.200,1,0,0,0,0,16,5,0,7,0
02-04 07:40:02,34.158,12.871,40.099,12.376,0.495,652906496,477970432,91521024,2819866624,5361,1944,200704,1585152,17,27,954,1704,1.680,1.280,1.200,0,1,0,0,0,16,7,0,7,0
02-04 07:40:03,7.143,4.082,41.327,46.939,0.510,655781888,474468352,91725824,2820276224,4189,1944,0,1200128,0,78,737,1442,1.790,1.310,1.210,0,1,0,0,0,16,7,0,7,0
02-04 07:40:04,2.551,0.510,45.918,51.020,0,656113664,473645056,91987968,2820505600,3675,1944,0,1388544,0,105,661,1336,1.790,1.310,1.210,1,1,0,0,0,16,7,0,7,0
02-04 07:40:05,2.538,1.523,29.949,64.975,1.015,656187392,473210880,92123136,2820702208,4935,2034,0,2334720,0,95,578,972,1.790,1.310,1.210,0,4,0,0,0,16,7,0,7,0
02-04 07:40:06,1.010,0.505,0,98.485,0,656248832,473145344,92131328,2820698112,17195,1944,0,1703936,0,153,669,662,1.790,1.310,1.210,0,3,0,0,0,16,7,0,7,0
02-04 07:40:07,2.020,1.515,26.768,69.697,0,656637952,472084480,92184576,2821316608,4185,1782,0,5500928,0,124,552,1102,1.790,1.310,1.210,0,2,2,0,0,16,7,0,7,0
02-04 07:40:08,1.015,1.523,45.685,51.777,0,656998400,471490560,92340224,2821394432,5513,2106,0,2056192,0,87,478,1074,1.720,1.310,1.210,0,1,0,0,0,16,7,0,7,0
02-04 07:40:09,3.500,1,48,47,0.500,657002496,471072768,92483584,2821627904,3966,1944,0,741376,0,53,458,970,1.720,1.310,1.210,0,1,0,0,0,16,7,0,7,0
02-04 07:40:10,1.005,1.508,41.709,55.779,0,657313792,470593536,92606464,2821668864,4571,1986,0,655360,0,47,405,833,1.720,1.310,1.210,1,0,0,0,0,16,7,0,7,0
02-04 07:40:11,7.500,6,42.500,44,0,657907712,469516288,92893184,2821857280,3804,1728,0,958464,0,106,760,1581,1.720,1.310,1.210,0,1,0,0,0,16,7,0,7,0
02-04 07:40:12,9,7.500,45,38,0.500,658591744,468439040,93216768,2821918720,3684,1944,0,1159168,0,120,891,1883,1.720,1.310,1.210,1,1,0,0,0,16,7,0,7,0
02-04 07:40:13,4.545,5.556,42.424,47.475,0,659001344,467705856,93384704,2822062080,4436,1890,0,8982528,0,90,511,1194,1.830,1.330,1.220,0,1,0,0,0,16,7,0,7,0
02-04 07:40:14,6.533,7.035,44.221,42.211,0,659341312,467009536,93761536,2822025216,6842,1998,0,1617920,0,135,732,1862,1.830,1.330,1.220,0,1,0,0,0,16,7,0,7,0
02-04 07:40:15,6.566,5.051,40.404,47.475,0.505,660037632,466010112,94076928,2821992448,6634,2034,0,1458176,0,120,657,1561,1.830,1.330,1.220,1,0,0,0,0,16,7,0,7,0
02-04 07:40:16,13.065,9.045,35.678,40.201,2.010,661024768,464633856,94351360,2822066176,15875,1782,0,1581056,0,122,859,2090,1.830,1.330,1.220,1,0,0,0,0,16,7,0,7,0
02-04 07:40:17,16,14.500,25,42.500,2,662654976,462823424,94539776,2822049792,16060,1890,0,4251648,0,103,749,1486,1.830,1.330,1.220,1,2,2,0,0,16,7,0,7,0
