-- Logs begin at Tue 2020-03-31 10:09:43 UTC, end at Tue 2020-03-31 11:44:45 UTC. --
Mar 31 10:48:29 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 10:48:30 ubuntu dstat.sh[1393]: [286B blob data]
Mar 31 10:48:30 ubuntu dstat.sh[1393]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 10:48:30 ubuntu dstat.sh[1393]: 31-03 10:48:29| 18   5  55  21   1| 421M  732M 86.2M 2499M|   0     0 | 200k 2728k|11.4  37.3 | 831  1508 |0.99 1.29 1.22|2.0   0  28|   0     0 |systemd              1    0.5%   0    0 |bash                 4277 2657k2473k0.2%|mysqld       174M|   0     0 |  14    3    0    5    0
Mar 31 10:48:31 ubuntu dstat.sh[1393]: 31-03 10:48:30| 25  35  37   2   2| 423M  730M 86.2M 2500M|5118B 1890B| 272k  152k|4.00  11.0 |1436  3920 |0.99 1.28 1.22|4.0   0 418|   0     0 |bash                 4277 6.5%2058k  27k|bash                 4277 2058k  27k6.5%|mysqld       174M|   0     0 |  14    3    0    5    0
Mar 31 10:48:32 ubuntu dstat.sh[1393]: 31-03 10:48:31| 27  31  38   0   5| 421M  731M 86.2M 2500M|5613B 2214B|   0    20k|   0  5.00 |1828  4324 |0.99 1.28 1.22|1.0   0 262|   0     0 |systemd              1     10%   0    0 |bash                 4277 2132k  18k4.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Mar 31 10:48:33 ubuntu dstat.sh[1393]: 31-03 10:48:32| 25  24  51   0   1| 547M  606M 86.2M 2622M|5224B 2160B|   0  4096B|   0  1.00 |2187  7035 |0.99 1.28 1.22|  0   0  97|   0     0 |systemd              1     18%   0    0 |bash                 4277  250k1398B0.5%|mysqld       174M|   0     0 |  16    3    0    5    0
Mar 31 10:48:34 ubuntu dstat.sh[1393]: 31-03 10:48:33| 15  24  61   0   1| 547M  605M 86.2M 2622M|5688B 1944B|   0     0 |   0     0 |1359  3065 |0.99 1.28 1.22|1.0   0 285|   0     0 |bash                 4277 5.0% 592k  17k|bash                 4277  592k  17k5.0%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 10:48:35 ubuntu dstat.sh[1393]: 31-03 10:48:34| 39   5  48   7   2| 569M  583M 86.4M 2623M|6074B 2160B| 804k    0 |91.0     0 | 665  1075 |0.99 1.28 1.22|1.0   0  12|   0     0 |keystone-manage      2721  41%5371k  81k|keystone-manage      2721 5371k  81k 41%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 10:48:36 ubuntu dstat.sh[1393]: 31-03 10:48:35| 27   5  45  18   5| 584M  566M 87.2M 2623M|4854B 1944B|1320k  316k| 241  2.00 | 752  1413 |0.99 1.28 1.22|1.0   0   0|   0     0 |keystone-manage      2721  30%3743k  46k|keystone-manage      2721 3743k  46k 30%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 10:48:37 ubuntu dstat.sh[1393]: 31-03 10:48:36| 43   2  48   7   1| 601M  548M 87.2M 2624M|5265B 2160B| 644k    0 |46.0     0 | 710   848 |0.99 1.28 1.22|1.0   0   0|   0     0 |keystone-manage      2721  43%4637k 174k|keystone-manage      2721 4637k 174k 43%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 10:48:38 ubuntu dstat.sh[1393]: 31-03 10:48:37| 37  10  32  16   4| 616M  532M 87.3M 2625M|4150B 2160B| 212k 1264k|15.0  11.0 | 736  1536 |0.99 1.28 1.22|  0 2.0   0|   0     0 |keystone-manage      2721  32%2832k 428k|keystone-manage      2721 2832k 428k 32%|mysqld       178M|   0     0 |  16    7    0    7    0
Mar 31 10:48:39 ubuntu dstat.sh[1393]: 31-03 10:48:38|  9   6  43  38   4| 626M  522M 87.6M 2626M|7803B 1944B|   0  1436k|   0   104 | 973  1548 |0.99 1.28 1.22|  0 1.0   0|   0     0 |keystone-manage      2721 5.5%  38k  53k|keystone-manage      2721   38k  53k5.5%|mysqld       186M|   0     0 |  16    7    0    7    0
Mar 31 10:48:40 ubuntu dstat.sh[1393]: 31-03 10:48:39|  2   3  26  68   1| 626M  521M 87.7M 2626M|5923B 2160B|   0  9532k|   0   158 | 733  1003 |0.99 1.28 1.22|  0 2.0   0|   0     0 |mysqld               652  1.5%   0    0 |python2              1598   14k 464B0.5%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 31 10:48:41 ubuntu dstat.sh[1393]: 31-03 10:48:40|  2   2   4  91   2| 627M  520M 87.7M 2626M|4014B 1944B|   0  3480k|   0   152 | 580   613 |1.15 1.30 1.23|  0 3.0   0|   0     0 |kworker/u4:0         262031.0%   0    0 |python2              1598   14k 462B0.5%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 31 10:48:42 ubuntu dstat.sh[1393]: 31-03 10:48:41|  3   4  43  49   3| 627M  520M 87.9M 2626M|5464B 2160B|   0  5428k|   0   155 | 665  1472 |1.15 1.30 1.23|  0 1.0 2.0|   0     0 |mysqld               652  1.5%   0    0 |python2              1598   14k 476B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 31 10:48:43 ubuntu dstat.sh[1393]: 31-03 10:48:42|  4   4  47  41   4| 627M  518M 88.3M 2627M|3564B 1782B|   0  2000k|   0   148 | 723  1494 |1.15 1.30 1.23|  0 1.0   0|   0     0 |rcu_sched            8    2.0%   0    0 |python2              1598   14k 464B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 31 10:48:44 ubuntu dstat.sh[1393]: 31-03 10:48:44| 10   8  36  43   3| 628M  517M 88.7M 2627M|3582B 2106B|   0  1552k|   0   154 | 795  2009 |1.15 1.30 1.23|2.0   0   0|   0     0 |mysqld               652   15%   0    0 |python2              1598   14k 465B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Mar 31 10:48:45 ubuntu dstat.sh[1393]: 31-03 10:48:44|  9   7  36  45   4| 629M  516M 89.0M 2627M|3638B 2160B|   0  1092k|   0   117 | 661  1788 |1.15 1.30 1.23|  0 1.0   0|   0     0 |mysqld               652   15%   0    0 |python2              1598   14k 464B  0%|mysqld       189M|   0     0 |  16    7    0    7    0
Mar 31 10:48:46 ubuntu dstat.sh[1393]: 31-03 10:48:45|  6   6  37  45   6| 629M  515M 89.4M 2627M|4187B 2160B|   0  1796k|   0   161 | 766  1871 |1.22 1.32 1.24|  0 2.0   0|   0     0 |mysqld               652   12%   0    0 |python2              1598   14k 464B0.5%|mysqld       189M|   0     0 |  16    7    0    7    0
Mar 31 10:48:47 ubuntu dstat.sh[1393]: 31-03 10:48:46|  6   7  38  37  12| 630M  514M 89.6M 2627M|4425B 1890B|   0  1348k|   0   115 | 726  1557 |1.22 1.32 1.24|  0 1.0   0|   0     0 |mysqld               652   11%   0    0 |python2              1598   14k 465B  0%|mysqld       190M|   0     0 |  16    7    0    7    0
Mar 31 10:48:48 ubuntu dstat.sh[1393]: 31-03 10:48:47|  7   9  31  39  15| 630M  513M 89.8M 2627M|9401B 2214B|   0  1252k|   0  94.0 | 736  1696 |1.22 1.32 1.24|1.0 1.0   0|   0     0 |mysqld               652   15%   0    0 |python2              1598   14k 452B  0%|mysqld       190M|   0     0 |  16    7    0    7    0
Mar 31 10:48:49 ubuntu dstat.sh[1393]: 31-03 10:48:48|  2   2  41  51   3| 631M  513M 89.9M 2627M|4710B 1998B|   0   452k|   0  30.0 | 418   835 |1.22 1.32 1.24|  0 1.0   0|   0     0 |mysqld               652  1.0%   0    0 |python2              1598   14k 457B0.5%|mysqld       190M|   0     0 |  16    7    0    7    0
Mar 31 10:48:50 ubuntu dstat.sh[1393]: 31-03 10:48:50| 10   9  35  38   6| 631M  512M 90.1M 2627M|5628B 2106B|   0  1024k|   0  83.0 | 652  1352 |1.22 1.32 1.24|2.0   0   0|   0     0 |mysqld               652   19%   0    0 |python2              1598   14k 463B  0%|mysqld       191M|   0     0 |  16    7    0    7    0
Mar 31 10:48:51 ubuntu dstat.sh[1393]: 31-03 10:48:50|  8   5  43  35  10| 631M  512M 90.3M 2627M|4063B 2160B|   0  1520k|   0   106 | 905  1835 |1.28 1.33 1.24|2.0   0   0|   0     0 |mysqld               652  7.0%   0    0 |python2              1598   14k 465B0.5%|mysqld       191M|   0     0 |  16    7    0    7    0
Mar 31 10:48:52 ubuntu dstat.sh[1393]: 31-03 10:48:51|  3   2  34  61   1| 632M  511M 90.4M 2627M|3466B 1944B|   0  8728k|   0   169 | 483   803 |1.28 1.33 1.24|  0 1.0 2.0|   0     0 |kworker/u4:0         262031.0%   0    0 |python2              1598   14k 469B  0%|mysqld       191M|   0     0 |  16    7    0    7    0
Mar 31 10:48:53 ubuntu dstat.sh[1393]: 31-03 10:48:52|  2   5  45  48   2| 633M  445M 90.4M 2691M|5054B 2106B|   0    35M|   0  51.0 | 444   659 |1.28 1.33 1.24|  0 3.0   0|   0     0 |mysqld               652  3.0%   0    0 |python2              1598   14k 459B  0%|mysqld       192M|   0     0 |  16    7    0    7    0
Mar 31 10:48:54 ubuntu dstat.sh[1393]: 31-03 10:48:53|  2   3  34  57   5| 632M  444M 90.5M 2692M|3692B 1836B|   0    36M|   0   132 |1298  3118 |1.28 1.33 1.24|1.0 1.0   0|   0     0 |mysqld               652  2.0%   0    0 |python2              1598   14k 466B  0%|mysqld       192M|   0     0 |  16    7    0    7    0
Mar 31 10:48:55 ubuntu dstat.sh[1393]: 31-03 10:48:54|  5   2  42  38  12| 633M  443M 90.7M 2692M|4557B 2106B|   0  1732k|   0   124 | 961  1405 |1.28 1.33 1.24|  0 1.0   0|   0     0 |mysqld               652  2.5%   0    0 |python2              1598   14k 465B  0%|mysqld       192M|   0     0 |  16    7    0    7    0
Mar 31 10:48:56 ubuntu dstat.sh[1393]: 31-03 10:48:56|  6   5  39  43   6| 633M  442M 90.9M 2692M|4299B 2052B|  12k  900k|1.00  90.0 | 781  1367 |1.34 1.34 1.24|1.0 1.0   0|   0     0 |mysqld               652  9.0%   0    0 |python2              1598   14k 478B0.5%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 31 10:48:57 ubuntu dstat.sh[1393]: 31-03 10:48:56|  8   7  40  43   3| 634M  441M 91.0M 2693M|5823B 2268B|   0  1240k|   0  86.0 | 786  1430 |1.34 1.34 1.24|  0 2.0   0|   0     0 |mysqld               652  9.0%   0    0 |python2              1598   14k 463B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 31 10:48:58 ubuntu dstat.sh[1393]: 31-03 10:48:57|  2   1  47  50   1| 634M  442M 91.0M 2693M|3477B 2160B|   0  2164k|   0   115 | 553   615 |1.34 1.34 1.24|2.0   0   0|   0     0 |keystone-manage      2721 2.0%   0    0 |python2              1598   14k 457B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 31 10:48:59 ubuntu dstat.sh[1393]: 31-03 10:48:58|  8   6  36  39  12| 634M  441M 91.3M 2693M|4586B 2148B|   0  1292k|   0  98.0 | 806  1460 |1.34 1.34 1.24|1.0 2.0   0|   0     0 |mysqld               652   11%   0    0 |python2              1598   14k 470B0.5%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 31 10:49:00 ubuntu dstat.sh[1393]: 31-03 10:48:59| 19  17  17  42   6| 634M  440M 91.4M 2693M|3731B 2106B|   0  7332k|   0  98.0 | 698  1185 |1.34 1.34 1.24|1.0 3.0   0|   0     0 |mysqld               652   36%   0    0 |python2              1598   14k 471B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Mar 31 10:49:01 ubuntu dstat.sh[1393]: 31-03 10:49:00| 11  12  25  49   4| 634M  440M 91.6M 2693M|4484B 1998B|   0  2336k|   0  66.0 | 769  1716 |1.31 1.33 1.24|  0 3.0   0|   0     0 |mysqld               652   18%   0    0 |python2              1598   14k 465B0.5%|mysqld       194M|   0     0 |  16    7    0    6    0
