-- Logs begin at Thu 2020-04-02 07:50:29 UTC, end at Thu 2020-04-02 09:24:13 UTC. --
Apr 02 08:31:25 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 08:31:26 ubuntu dstat.sh[1833]: [286B blob data]
Apr 02 08:31:26 ubuntu dstat.sh[1833]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 08:31:26 ubuntu dstat.sh[1833]: 02-04 08:31:26| 17   5  55  22   1| 421M  733M 88.7M 2498M|   0     0 | 186k 3129k|10.5  37.0 | 763  1397 |1.60 1.27 1.20|2.0   0  27|   0     0 |systemd              1    0.4%   0    0 |bash                 4403 2519k2343k0.2%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 02 08:31:27 ubuntu dstat.sh[1833]: 02-04 08:31:27| 19  39  37   1   4| 421M  733M 88.8M 2498M|4632B 1944B| 280k  104k|4.00  9.00 |1470  3991 |1.60 1.27 1.20|1.0   0 426|   0     0 |bash                 4403 7.0%1820k  27k|bash                 4403 1820k  27k7.0%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 02 08:31:28 ubuntu dstat.sh[1833]: 02-04 08:31:28| 25  32  38   0   5| 421M  732M 88.8M 2498M|3276B 1944B|   0    24k|   0  6.00 |1415  4988 |1.60 1.27 1.20|1.0   0 278|   0     0 |systemd              1     10%   0    0 |bash                 4403 2044k  17k3.5%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 02 08:31:29 ubuntu dstat.sh[1833]: 02-04 08:31:29| 27  30  39   0   5| 546M  606M 88.8M 2620M|3776B 1944B|  64k 8192B|1.00  2.00 |1831  6671 |1.60 1.27 1.20|  0   0 143|   0     0 |systemd              1     19%   0    0 |bash                 4403  670k5284B1.0%|mysqld       173M|   0     0 |  16    3    0    6    0
Apr 02 08:31:30 ubuntu dstat.sh[1833]: 02-04 08:31:30|  4   6  83   0   7| 547M  606M 88.8M 2620M|3958B 1944B|   0   420k|   0  3.00 | 531  1235 |1.47 1.25 1.20|2.0   0  64|   0     0 |etcd                 2840 2.0%   0    0 |bash                 4403  211k4275B1.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Apr 02 08:31:31 ubuntu dstat.sh[1833]: 02-04 08:31:31| 18  22  39   0  22| 554M  599M 88.8M 2620M|3962B 1728B|   0     0 |   0     0 |1099  2514 |1.47 1.25 1.20|1.0   0 231|   0     0 |keystone-manage      3230 9.5%1578k  81k|keystone-manage      3230 1578k  81k9.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 08:31:32 ubuntu dstat.sh[1833]: 02-04 08:31:32| 26   5  41  21   7| 568M  583M 89.0M 2621M|4835B 1944B| 796k  192k|89.0  2.00 | 641   931 |1.47 1.25 1.20|1.0   0   0|   0     0 |keystone-manage      3230  30%3789k   0 |keystone-manage      3230 3789k   0  30%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 08:31:33 ubuntu dstat.sh[1833]: 02-04 08:31:33| 28   2  46  19   4| 586M  565M 89.3M 2622M|3669B 1944B| 964k    0 | 149     0 | 723  1211 |1.47 1.25 1.20|2.0   0   0|   0     0 |keystone-manage      3230  30%4467k  46k|keystone-manage      3230 4467k  46k 30%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 08:31:34 ubuntu dstat.sh[1833]: 02-04 08:31:34| 44   4  46   3   2| 605M  544M 89.3M 2623M|3478B 1782B| 664k    0 |49.0     0 | 674   853 |1.47 1.25 1.20|1.0   0   0|   0     0 |keystone-manage      3230  46%5031k 228k|keystone-manage      3230 5031k 228k 46%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 08:31:35 ubuntu dstat.sh[1833]: 02-04 08:31:35| 37   9  31  23   1| 625M  523M 89.4M 2624M|4504B 2106B| 108k 1748k|10.0  34.0 |1134  1847 |1.59 1.28 1.21|  0 1.0 2.0|   0     0 |keystone-manage      3230  25%1756k 427k|keystone-manage      3230 1756k 427k 25%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 02 08:31:36 ubuntu dstat.sh[1833]: 02-04 08:31:36|  4   2  48  47   1| 626M  522M 89.6M 2624M|3097B 1944B|   0  1312k|   0  77.0 | 653  1038 |1.59 1.28 1.21|  0 1.0   0|   0     0 |mysqld               1101 1.0%   0    0 |python2              1945   14k 469B0.5%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 02 08:31:37 ubuntu dstat.sh[1833]: 02-04 08:31:37|  2   2  49  47   1| 626M  522M 89.7M 2624M|3060B 1944B|   0   840k|   0  62.0 | 567   944 |1.59 1.28 1.21|  0 1.0   0|   0     0 |accounts-daemon      1017 0.5%   0    0 |python2              1945   14k 467B  0%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 02 08:31:38 ubuntu dstat.sh[1833]: 02-04 08:31:38|  3   2  46  49   1| 626M  521M 89.8M 2624M|5444B 1944B|   0   684k|   0  49.0 | 576   909 |1.59 1.28 1.21|  0 1.0   0|   0     0 |mysqld               1101 1.5%   0    0 |python2              1945   14k 455B  0%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 02 08:31:39 ubuntu dstat.sh[1833]: 02-04 08:31:39|  2   1  50  48   0| 626M  521M 89.9M 2624M|8850B 1944B|   0   560k|   0  39.0 | 550   803 |1.59 1.28 1.21|  0 1.0   0|   0     0 |python2              1945 0.5%  14k 457B|python2              1945   14k 457B0.5%|mysqld       187M|   0     0 |  16    7    0    8    0
Apr 02 08:31:40 ubuntu dstat.sh[1833]: 02-04 08:31:40|  3   1  44  53   0| 627M  520M 90.1M 2625M|5158B 1944B|   0  1080k|   0  78.0 | 670  1050 |1.62 1.29 1.21|  0 1.0   0|   0     0 |mysqld               1101 1.0%   0    0 |python2              1945   13k   0   0%|mysqld       187M|   0     0 |  16    7    0    8    0
Apr 02 08:31:41 ubuntu dstat.sh[1833]: 02-04 08:31:41|  3   2  49  46   1| 627M  520M 90.2M 2625M|4167B 1728B|   0  3256k|   0   120 | 587   904 |1.62 1.29 1.21|  0 1.0   0|   0     0 |etcd                 2840 1.0%   0    0 |python2              1945   15k 924B0.5%|mysqld       187M|   0     0 |  16    7    0    8    0
Apr 02 08:31:42 ubuntu dstat.sh[1833]: 02-04 08:31:42|  6   4  44  44   2| 627M  519M 90.5M 2625M|5520B 1944B|   0  1180k|   0   103 | 849  1449 |1.62 1.29 1.21|1.0   0   0|   0     0 |mysqld               1101 6.5%   0    0 |python2              1945   14k 464B  0%|mysqld       188M|   0     0 |  16    7    0    8    0
Apr 02 08:31:43 ubuntu dstat.sh[1833]: 02-04 08:31:43| 10  11  32  44   3| 628M  518M 90.8M 2625M|3914B 1944B|   0  1184k|   0   124 | 837  1962 |1.62 1.29 1.21|1.0   0   0|   0     0 |mysqld               1101  18%   0    0 |python2              1945   14k 466B  0%|mysqld       188M|   0     0 |  16    7    0    8    0
Apr 02 08:31:44 ubuntu dstat.sh[1833]: 02-04 08:31:44| 14  10  33  38   5| 629M  517M 91.1M 2625M|6275B 1944B|   0  1016k|   0  98.0 | 817  1523 |1.62 1.29 1.21|2.0   0   0|   0     0 |mysqld               1101  22%   0    0 |python2              1945   14k 465B0.5%|mysqld       189M|   0     0 |  16    7    0    8    0
Apr 02 08:31:45 ubuntu dstat.sh[1833]: 02-04 08:31:45|  9   8  39  43   0| 629M  516M 91.2M 2625M|3485B 1836B|   0   628k|   0  50.0 | 545  1043 |1.57 1.29 1.21|  0 1.0 2.0|   0     0 |mysqld               1101  15%   0    0 |python2              1945   14k 468B  0%|mysqld       189M|   0     0 |  16    7    0    8    0
Apr 02 08:31:46 ubuntu dstat.sh[1833]: 02-04 08:31:46| 16  12  24  48   1| 629M  516M 91.4M 2625M|4805B 2052B|   0   932k|   0  85.0 | 658  1305 |1.57 1.29 1.21|  0 1.0   0|   0     0 |mysqld               1101  24%   0    0 |python2              1945   14k 458B  0%|mysqld       189M|   0     0 |  16    7    0    8    0
Apr 02 08:31:47 ubuntu dstat.sh[1833]: 02-04 08:31:47| 11  12  31  46   0| 630M  515M 91.6M 2625M|4687B 1944B|   0  1268k|   0   115 | 705  1509 |1.57 1.29 1.21|  0 1.0   0|   0     0 |mysqld               1101  21%   0    0 |python2              1945   14k 462B  0%|mysqld       189M|   0     0 |  16    7    0    8    0
Apr 02 08:31:48 ubuntu dstat.sh[1833]: 02-04 08:31:48|  8   6  41  43   1| 631M  514M 91.9M 2625M|  14k 1944B|   0  1776k|   0   131 | 789  2217 |1.57 1.29 1.21|1.0 1.0   0|   0     0 |mysqld               1101 8.0%   0    0 |python2              1945   14k 471B0.5%|mysqld       190M|   0     0 |  16    7    0    8    0
Apr 02 08:31:49 ubuntu dstat.sh[1833]: 02-04 08:31:49| 13  12  32  43   2| 631M  513M 92.2M 2625M|  11k 1728B|   0  1700k|   0   129 | 941  1947 |1.57 1.29 1.21|1.0   0   0|   0     0 |mysqld               1101  19%   0    0 |python2              1945   14k 455B  0%|mysqld       191M|   0     0 |  16    7    0    8    0
Apr 02 08:31:50 ubuntu dstat.sh[1833]: 02-04 08:31:50|  5   6  47  40   2| 632M  446M 92.3M 2689M|5113B 1944B|   0    21M|   0  74.0 | 767  1399 |1.53 1.28 1.21|  0 1.0   0|   0     0 |mysqld               1101 5.0%   0    0 |python2              1945   14k 470B  0%|mysqld       192M|   0     0 |  16    7    0    8    0
Apr 02 08:31:51 ubuntu dstat.sh[1833]: 02-04 08:31:51|  2   1   8  90   0| 633M  445M 92.3M 2689M|4444B 1944B|   0    13M|   0  14.0 | 348   568 |1.53 1.28 1.21|  0 6.0   0|   0     0 |kworker/u4:3         2215 0.5%   0    0 |python2              1945   14k   0   0%|mysqld       192M|   0     0 |  16    7    0    8    0
Apr 02 08:31:52 ubuntu dstat.sh[1833]: 02-04 08:31:52|  2   1   2  95   1| 633M  445M 92.3M 2689M|6297B 1890B|   0    35M|   0  80.0 | 406   675 |1.53 1.28 1.21|  0 2.0   0|   0     0 |etcd                 2840 1.0%   0    0 |python2              1945   14k 918B0.5%|mysqld       192M|   0     0 |  16    7    0    8    0
Apr 02 08:31:53 ubuntu dstat.sh[1833]: 02-04 08:31:53|  3   3  37  55   3| 632M  445M 92.4M 2690M|3586B 1782B|   0    10M|   0   155 | 586  1206 |1.53 1.28 1.21|  0 1.0   0|   0     0 |mysqld               1101 1.0%   0    0 |python2              1945   14k 471B0.5%|mysqld       192M|   0     0 |  16    7    0    7    0
Apr 02 08:31:54 ubuntu dstat.sh[1833]: 02-04 08:31:54|  4   5  40  43   7| 633M  444M 92.6M 2690M|5713B 1944B|   0  3348k|   0   127 | 901  1518 |1.53 1.28 1.21|  0 1.0 1.0|   0     0 |mysqld               1101 3.5%   0    0 |python2              1945   14k 476B  0%|mysqld       192M|   0     0 |  16    7    0    7    0
Apr 02 08:31:55 ubuntu dstat.sh[1833]: 02-04 08:31:55|  3   4  45  43   5| 633M  443M 92.8M 2691M|4185B 1944B|   0  1352k|   0   112 | 969  1606 |1.57 1.30 1.21|1.0 1.0 2.0|   0     0 |mysqld               1101 3.0%   0    0 |python2              1945   14k 476B  0%|mysqld       192M|   0     0 |  16    7    0    7    0
Apr 02 08:31:56 ubuntu dstat.sh[1833]: 02-04 08:31:56|  5   6  41  38  11| 633M  443M 93.0M 2691M|4306B 2160B|   0  1224k|   0   103 | 849  1763 |1.57 1.30 1.21|1.0   0   0|   0     0 |mysqld               1101 7.0%   0    0 |python2              1945   14k 465B0.5%|mysqld       193M|   0     0 |  16    7    0    7    0
Apr 02 08:31:57 ubuntu dstat.sh[1833]: 02-04 08:31:57|  6   6  42  36  10| 634M  442M 93.2M 2691M|4361B 1728B|   0  1036k|   0  78.0 | 765  1372 |1.57 1.30 1.21|  0 1.0   0|   0     0 |mysqld               1101 9.5%   0    0 |python2              1945   14k 469B  0%|mysqld       193M|   0     0 |  16    7    0    7    0
Apr 02 08:31:58 ubuntu dstat.sh[1833]: 02-04 08:31:58| 19  19  10  48   4| 634M  441M 93.3M 2691M|3894B 1986B|   0  1656k|   0   140 | 744   852 |1.57 1.30 1.21|1.0 2.0   0|   0     0 |mysqld               1101  37%   0    0 |python2              1945   14k 470B  0%|mysqld       193M|   0     0 |  16    7    0    7    0
Apr 02 08:31:59 ubuntu dstat.sh[1833]: 02-04 08:31:59| 25  27   0  47   1| 634M  441M 93.3M 2691M|4584B 1944B|   0  1088k|   0   129 | 633   577 |1.57 1.30 1.21|1.0 3.0   0|   0     0 |mysqld               1101  50%   0    0 |python2              1945   14k   0 0.5%|mysqld       193M|   0     0 |  16    7    0    7    0
Apr 02 08:32:00 ubuntu dstat.sh[1833]: 02-04 08:32:00| 25  24   5  45   2| 634M  441M 93.3M 2691M|4139B 1944B|   0  1684k|   0   156 | 776   668 |1.84 1.36 1.23|  0 1.0   0|   0     0 |mysqld               1101  47%   0    0 |python2              1945   14k 924B  0%|mysqld       193M|   0     0 |  16    7    0    7    0
Apr 02 08:32:01 ubuntu dstat.sh[1833]: 02-04 08:32:01| 12   9  34  43   2| 634M  441M 93.6M 2691M|3659B 1944B|   0  1520k|   0   131 | 815  1849 |1.84 1.36 1.23|3.0   0   0|   0     0 |mysqld               1101  18%   0    0 |python2              1945   14k 465B  0%|mysqld       193M|   0     0 |  16    7    0    7    0
Apr 02 08:32:02 ubuntu dstat.sh[1833]: 02-04 08:32:02|  8   4  43  41   3| 634M  440M 93.8M 2691M|6726B 1944B|   0  1436k|   0  98.0 | 865  1588 |1.84 1.36 1.23|1.0 1.0   0|   0     0 |keystone-manage      3230 5.0%7767B4367B|python2              1945   14k 469B  0%|mysqld       193M|   0     0 |  16    7    0    7    0
Apr 02 08:32:03 ubuntu dstat.sh[1833]: 02-04 08:32:03| 12   9  35  42   2| 634M  440M 93.9M 2691M|5690B 1944B|   0  1064k|   0  80.0 | 643  1292 |1.84 1.36 1.23|1.0 1.0   0|   0     0 |mysqld               1101  18%   0    0 |python2              1945   14k 470B  0%|mysqld       194M|   0     0 |  16    7    0    7    0
Apr 02 08:32:04 ubuntu dstat.sh[1833]: 02-04 08:32:04| 13  14  42  29   3| 635M  440M 94.0M 2691M|4162B 1944B|   0   912k|   0  64.0 | 689  1143 |1.84 1.36 1.23|1.0 1.0   0|   0     0 |mysqld               1101  25%   0    0 |python2              1945   14k 470B0.5%|mysqld       194M|   0     0 |  16    7    0    7    0
Apr 02 08:32:05 ubuntu dstat.sh[1833]: 02-04 08:32:05| 15  10  38  34   3| 635M  439M 94.2M 2691M|3670B 1944B|   0  1368k|   0   117 | 850  1838 |1.93 1.39 1.24|1.0   0 2.0|   0     0 |mysqld               1101  20%   0    0 |python2              1945   14k 471B  0%|mysqld       194M|   0     0 |  16    7    0    8    0
Apr 02 08:32:06 ubuntu dstat.sh[1833]: 02-04 08:32:06|  5   4  44  44   2| 635M  439M 94.4M 2691M|3777B 1944B|   0  2532k|   0   128 | 626  1167 |1.93 1.39 1.24|  0 1.0   0|   0     0 |mysqld               1101 7.0%   0    0 |python2              1945   14k 470B  0%|mysqld       194M|   0     0 |  16    7    0    8    0
Apr 02 08:32:07 ubuntu dstat.sh[1833]: 02-04 08:32:07|  9  10  31  43   6| 635M  439M 94.5M 2691M|3599B 1944B|   0   496k|   0  48.0 | 580  1061 |1.93 1.39 1.24|1.0   0   0|   0     0 |mysqld               1101  20%   0    0 |python2              1945   14k 463B0.5%|mysqld       194M|   0     0 |  16    7    0    7    0
Apr 02 08:32:08 ubuntu dstat.sh[1833]: 02-04 08:32:08|  9   8  38  37   9| 636M  438M 94.6M 2691M|4000B 1824B|   0  1232k|   0  90.0 | 931  1739 |1.93 1.39 1.24|1.0 1.0   0|   0     0 |mysqld               1101  17%   0    0 |python2              1945   14k 469B  0%|mysqld       194M|   0     0 |  16    7    0    7    0
Apr 02 08:32:09 ubuntu dstat.sh[1833]: 02-04 08:32:09| 11  10  36  28  16| 636M  438M 94.8M 2691M|3865B 2106B|   0  1160k|   0  98.0 |1036  1611 |1.93 1.39 1.24|1.0   0   0|   0     0 |mysqld               1101  22%   0    0 |python2              1945   14k 472B  0%|mysqld       194M|   0     0 |  16    7    0    7    0
Apr 02 08:32:10 ubuntu dstat.sh[1833]: 02-04 08:32:10| 11  11  36  27  16| 636M  437M 95.0M 2691M|3471B 1728B|   0  1680k|   0   116 |1295  2272 |1.94 1.40 1.25|  0 1.0   0|   0     0 |mysqld               1101  17%   0    0 |keystone-manage      3230 9423B5500B6.0%|mysqld       195M|   0     0 |  16    7    0    7    0
Apr 02 08:32:11 ubuntu dstat.sh[1833]: 02-04 08:32:11| 12  11  32  30  14| 636M  437M 95.2M 2691M|3666B 1944B|   0  1608k|   0   108 | 852  1682 |1.94 1.40 1.25|1.0 1.0   0|   0     0 |mysqld               1101  24%   0    0 |python2              1945   15k 941B0.5%|mysqld       195M|   0     0 |  16    7    0    7    0
Apr 02 08:32:12 ubuntu dstat.sh[1833]: 02-04 08:32:12| 11  12  37  31   9| 637M  436M 95.4M 2691M|5843B 1944B|   0  1500k|   0   113 | 883  1616 |1.94 1.40 1.25|  0 1.0   0|   0     0 |mysqld               1101  21%   0    0 |python2              1945   14k 473B0.5%|mysqld       195M|   0     0 |  16    7    0    7    0
Apr 02 08:32:13 ubuntu dstat.sh[1833]: 02-04 08:32:13| 14  12  23  15  36| 637M  436M 95.6M 2691M|3530B 1944B|   0   924k|   0  78.0 |1289  2756 |1.94 1.40 1.25|2.0   0   0|   0     0 |mysqld               1101  20%   0    0 |python3.6            8340   95k 198k3.0%|mysqld       195M|   0     0 |  16    7    0    7    0
Apr 02 08:32:14 ubuntu dstat.sh[1833]: 02-04 08:32:14| 24  17  12  20  27| 637M  435M 95.6M 2692M|4967B 1566B|   0   620k|   0  40.0 |1099  1906 |1.94 1.40 1.25|6.0 2.0   0|   0     0 |python2              1615  41% 212k 231k|python3.6            8340  172k 359k3.0%|mysqld       195M|   0     0 |  16    7    0    7    0
Apr 02 08:32:15 ubuntu dstat.sh[1833]: 02-04 08:32:15| 16  17  21  35  11| 637M  434M 95.7M 2692M|5414B 2160B|   0   700k|   0  58.0 | 924  1758 |1.94 1.41 1.25|3.0   0 2.0|   0     0 |mysqld               1101  29%   0    0 |python2              1615   22k  25k5.5%|mysqld       195M|   0     0 |  16    7    0    7    0
