"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","24 Feb 2020 16:34:06 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
24-02 16:34:06,16.011,4.758,51.887,23.784,3.559,472530944,630804480,144285696,2653601792,0,0,172848.631,3043975.204,7.845,33.604,739.158,1269.192,1.350,1.540,1.370,2,0,23.673,0,0,14,3,0,4,0
24-02 16:34:07,15.920,35.821,34.826,5.473,7.960,472666112,630173696,144289792,2653745152,8190,2200,106496,110592,2,7,1460,3479,1.490,1.560,1.380,2,0,387,0,0,14,3,0,4,0
24-02 16:34:08,21.905,26.667,40.952,0.476,10,473763840,628969472,144289792,2653896704,4789,2160,73728,24576,1,6,1213,4473,1.490,1.560,1.380,2,0,240,0,0,14,3,0,4,0
24-02 16:34:09,20.755,24.528,36.792,0,17.925,473894912,628609024,144289792,2654040064,4864,1998,0,16384,0,4,1114,4077,1.490,1.560,1.380,2,0,208,0,0,14,3,0,4,0
24-02 16:34:10,17.241,16.749,49.261,0,16.749,604258304,497823744,144289792,2782064640,4344,2106,0,0,0,0,1433,3966,1.490,1.560,1.380,1,0,53,0,0,16,3,0,4,0
24-02 16:34:11,21.905,23.333,42.381,0,12.381,611819520,490205184,144289792,2782097408,5061,2160,0,0,0,0,1425,3168,1.490,1.560,1.380,2,0,295,0,0,16,5,0,7,0
24-02 16:34:12,33.831,6.468,37.811,7.463,14.428,628699136,472592384,144297984,2782789632,5221,2160,708608,184320,51,2,811,1048,1.450,1.550,1.380,3,0,0,0,0,16,5,0,7,0
24-02 16:34:13,15.842,3.465,36.139,21.782,22.772,637362176,463360000,144302080,2783297536,25940,2160,319488,0,33,0,807,1161,1.450,1.550,1.380,3,0,0,0,0,16,5,0,7,0
24-02 16:34:14,31.500,3,38.500,10.500,16.500,649756672,450248704,144302080,2783948800,22816,2052,622592,0,46,0,822,1194,1.450,1.550,1.380,2,0,0,0,0,16,5,0,7,0
24-02 16:34:15,40.488,4.878,42.439,2.439,9.756,674246656,424484864,144420864,2784878592,4668,2052,122880,0,11,0,725,910,1.450,1.550,1.380,2,0,2,0,0,16,5,0,7,0
24-02 16:34:16,14,7,38,36.500,4.500,680513536,417886208,144420864,2785148928,7106,2160,90112,4096,6,1,645,1124,1.450,1.550,1.380,1,1,0,0,0,16,7,0,7,0
24-02 16:34:17,4.433,0.985,12.808,79.310,2.463,680857600,417533952,144424960,2785153024,5367,1890,0,602112,0,55,513,777,1.730,1.610,1.400,1,5,0,0,0,16,7,0,7,0
24-02 16:34:18,4.478,3.483,41.791,48.259,1.990,688066560,410005504,144470016,2785419264,4976,2214,0,1429504,0,40,473,791,1.730,1.610,1.400,1,1,0,0,0,16,7,0,7,0
24-02 16:34:19,8.629,4.569,35.533,46.701,4.569,690622464,407080960,144543744,2785710080,7003,2160,81920,598016,1,36,698,1178,1.730,1.610,1.400,1,1,0,0,0,16,7,0,7,0
24-02 16:34:20,2,1.500,42.500,52.500,1.500,690610176,406958080,144592896,2785796096,6799,2160,0,503808,0,40,518,882,1.730,1.610,1.400,2,1,0,0,0,16,7,0,7,0
