-- Logs begin at Wed 2020-04-01 00:57:53 UTC, end at Wed 2020-04-01 02:35:15 UTC. --
Apr 01 01:39:26 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 01:39:27 ubuntu dstat.sh[1660]: [286B blob data]
Apr 01 01:39:27 ubuntu dstat.sh[1660]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 01:39:27 ubuntu dstat.sh[1660]: 01-04 01:39:27| 17   5  54  23   1| 420M  736M 86.7M 2498M|   0     0 | 186k 3138k|10.6  36.4 | 828  1443 |1.22 1.23 1.22|2.0   0  26|   0     0 |systemd              1    0.4%   0    0 |bash                 4210 2481k2306k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 01:39:28 ubuntu dstat.sh[1660]: 01-04 01:39:28| 22  39  38   1   0| 419M  736M 86.7M 2498M|3475B 1944B| 308k  132k|4.00  9.00 |1519  4126 |1.22 1.23 1.22|1.0   0 433|   0     0 |bash                 4210 7.5%1738k  27k|bash                 4210 1738k  27k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 01:39:29 ubuntu dstat.sh[1660]: 01-04 01:39:29| 25  36  38   0   1| 419M  736M 86.7M 2498M|4192B 2160B|   0  1316k|   0  9.00 |1484  4032 |1.22 1.23 1.22|4.0   0 291|   0     0 |systemd              1     10%   0    0 |bash                 4210 2241k  19k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 01:39:30 ubuntu dstat.sh[1660]: 01-04 01:39:30| 24  20  41  13   2| 420M  735M 86.7M 2498M|4403B 2038B|   0    32M|   0  34.0 |1260  4652 |1.22 1.23 1.22|2.0   0 113|   0     0 |systemd              1     15%   0    0 |bash                 4210  450k3717B1.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 01:39:31 ubuntu dstat.sh[1660]: 01-04 01:39:31|  6   9  86   0   1| 544M  610M 86.7M 2620M|3833B 2160B|   0     0 |   0     0 |1074  3165 |1.22 1.23 1.22|1.0   0  19|   0     0 |systemd              1    4.5%   0    0 |bash                 4210  116k 392B  0%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 01 01:39:32 ubuntu dstat.sh[1660]: 01-04 01:39:32| 22  26  45   0   7| 552M  602M 86.7M 2620M|3426B 1944B|   0     0 |   0     0 |1457  3583 |1.20 1.23 1.21|2.0   0 299|   0     0 |keystone-manage      3055 9.0%1661k  81k|keystone-manage      3055 1661k  81k9.0%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 01:39:33 ubuntu dstat.sh[1660]: 01-04 01:39:33| 26   5  46  23   1| 565M  589M 86.9M 2621M|3494B 2160B| 332k  176k|47.0  2.00 | 626   961 |1.20 1.23 1.21|  0 1.0   0|   0     0 |keystone-manage      3055  28%3496k   0 |keystone-manage      3055 3496k   0  28%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 01:39:34 ubuntu dstat.sh[1660]: 01-04 01:39:34| 12   1  47  36   4| 569M  584M 87.1M 2621M|3841B 1944B| 988k    0 | 126     0 | 622  1123 |1.20 1.23 1.21|3.0   0   0|   0     0 |keystone-manage      3055  12%1017k   0 |keystone-manage      3055 1017k   0  12%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 01:39:35 ubuntu dstat.sh[1660]: 01-04 01:39:35| 40   3  47   7   3| 590M  562M 87.1M 2622M|4256B 2160B| 864k    0 |72.0     0 | 630   923 |1.20 1.23 1.21|2.0   0   0|   0     0 |keystone-manage      3055  43%4922k  81k|keystone-manage      3055 4922k  81k 43%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 01:39:36 ubuntu dstat.sh[1660]: 01-04 01:39:36| 42   5  44   4   4| 611M  540M 87.1M 2623M|3536B 1944B| 216k    0 |19.0     0 | 559  1001 |1.20 1.23 1.21|4.0   0   0|   0     0 |keystone-manage      3055  44%5485k 512k|keystone-manage      3055 5485k 512k 44%|mysqld       173M|   0     0 |  16    7    0    7    0
