-- Logs begin at Thu 2020-04-02 09:59:57 UTC, end at Thu 2020-04-02 11:28:19 UTC. --
Apr 02 10:45:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 10:45:14 ubuntu dstat.sh[2585]: [286B blob data]
Apr 02 10:45:14 ubuntu dstat.sh[2585]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 10:45:14 ubuntu dstat.sh[2585]: 02-04 10:45:13| 16   5  53  24   3| 422M  578M 83.8M 2647M|   0     0 | 241k 3454k|11.7  34.4 | 752  1295 |1.14 1.24 1.24|2.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 3785 2334k2156k0.2%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 10:45:15 ubuntu dstat.sh[2585]: 02-04 10:45:14| 16  26  37  22   1| 422M  578M 83.8M 2647M|3790B 2160B|   0   116k|   0  8.00 |1066  2817 |1.14 1.24 1.24|1.0   0 288|   0     0 |bash                 3785 4.5%1363k  19k|bash                 3785 1363k  19k4.5%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 10:45:16 ubuntu dstat.sh[2585]: 02-04 10:45:15| 27  28  40   4   1| 422M  578M 83.8M 2647M|6465B 2160B|   0    24k|   0  6.00 |1900  4218 |1.14 1.24 1.24|1.0   0 242|   0     0 |systemd              1    9.5%   0    0 |bash                 3785 1819k  15k3.5%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 10:45:17 ubuntu dstat.sh[2585]: 02-04 10:45:16| 29  31  41   0   0| 423M  577M 83.8M 2647M|8552B 1944B|   0   224k|   0  5.00 |1806  6313 |1.14 1.24 1.24|1.0   0 197|   0     0 |systemd              1     17%   0    0 |bash                 3785 1091k9675B2.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 10:45:18 ubuntu dstat.sh[2585]: 02-04 10:45:17| 11  17  72   0   0| 548M  452M 83.8M 2770M|4522B 2160B|   0     0 |   0     0 |1320  3871 |1.21 1.25 1.24|1.0   0 147|   0     0 |systemd              1    3.0%   0    0 |bash                 3785  387k7363B2.0%|mysqld       173M|   0     0 |  15    5    0    5    0
Apr 02 10:45:18 ubuntu dstat.sh[2585]: 02-04 10:45:18| 38  16  46   0   1| 564M  436M 83.8M 2770M|4439B 1944B|   0     0 |   0     0 | 992  2154 |1.21 1.25 1.24|1.0   0 166|   0     0 |keystone-manage      3985  30%4019k  81k|keystone-manage      3985 4019k  81k 30%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 10:45:20 ubuntu dstat.sh[2585]: 02-04 10:45:19| 20   5  38  38   0| 576M  422M 84.6M 2771M|3630B 2160B|1936k  264k| 292  2.00 | 663  1361 |1.21 1.25 1.24|1.0   0   0|   0     0 |keystone-manage      3985  22%2768k  46k|keystone-manage      3985 2768k  46k 22%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 10:45:21 ubuntu dstat.sh[2585]: 02-04 10:45:20| 46   3  47   3   1| 596M  401M 84.6M 2772M|3694B 1944B| 668k    0 |55.0     0 | 668   843 |1.21 1.25 1.24|1.0   0   0|   0     0 |keystone-manage      3985  47%5150k 107k|keystone-manage      3985 5150k 107k 47%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 10:45:22 ubuntu dstat.sh[2585]: 02-04 10:45:21| 47   8  36   7   1| 617M  378M 84.6M 2773M|4071B 2160B| 196k 1200k|17.0  7.00 | 909  1485 |1.21 1.25 1.24|2.0 1.0   0|   0     0 |keystone-manage      3985  42%4650k 495k|keystone-manage      3985 4650k 495k 42%|mysqld       177M|   0     0 |  15    7    0    7    0
Apr 02 10:45:23 ubuntu dstat.sh[2585]: 02-04 10:45:22| 11   7  40  40   3| 627M  369M 84.8M 2773M|5371B 1944B|   0  1188k|   0  79.0 | 890  1526 |1.36 1.28 1.25|  0 1.0   0|   0     0 |python2              1516 6.0%  42k  47k|keystone-manage      3985   38k  53k5.0%|mysqld       186M|   0     0 |  15    7    0    7    0
