"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","02 Mar 2020 13:15:56 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
02-03 13:15:56,12.286,3.884,64.870,17.128,1.832,471351296,595988480,138354688,2695000064,0,0,116236.940,2105931.786,6.009,24.127,595.086,967.238,1.510,1.390,1.280,2,0,19.775,0,0,14,3,0,4,0
02-03 13:15:57,17.647,37.255,36.765,0.980,7.353,471248896,595496960,138362880,2695356416,4605,2160,233472,122880,3,9,1359,3518,1.510,1.390,1.280,1,0,368,0,0,14,3,0,4,0
02-03 13:15:58,24.878,29.756,35.122,0,10.244,472272896,594243584,138366976,2695565312,5969,1944,0,34861056,0,47,1436,4526,1.510,1.390,1.280,3,0,212,0,0,14,3,0,4,0
02-03 13:15:59,24.510,32.843,33.333,0,9.314,478564352,587984896,138366976,2695663616,4836,2202,0,16384,0,4,1671,5215,1.510,1.390,1.280,10,0,219,0,0,14,3,0,4,0
02-03 13:16:00,11.168,11.675,72.589,0,4.569,602771456,463355904,138366976,2823602176,5719,2160,0,0,0,0,961,1922,1.510,1.390,1.280,0,0,27,0,0,16,3,0,4,0
02-03 13:16:01,13.270,23.697,51.185,0,11.848,603271168,462835712,138371072,2823606272,5048,1944,0,0,0,0,1350,2922,1.470,1.390,1.280,1,0,266,0,0,16,5,0,6,0
02-03 13:16:02,40.796,8.955,45.274,0.995,3.980,625086464,440750080,138379264,2823868416,4196,2160,110592,180224,2,2,739,1033,1.470,1.390,1.280,0,1,31,0,0,16,5,0,6,0
02-03 13:16:03,31.658,4.020,47.739,13.065,3.518,645885952,418881536,138379264,2824798208,4692,1890,974848,0,89,0,708,937,1.470,1.390,1.280,1,0,0,0,0,16,5,0,6,0
02-03 13:16:04,42.079,3.960,47.030,2.970,3.960,661745664,402059264,138379264,2825637888,3396,2214,589824,0,42,0,608,791,1.470,1.390,1.280,1,0,0,0,0,16,5,0,6,0
02-03 13:16:05,39.109,10.891,28.713,15.842,5.446,686796800,375533568,138489856,2826809344,4824,1944,188416,1343488,14,27,1008,1579,1.470,1.390,1.280,1,0,0,0,0,16,7,0,6,0
02-03 13:16:06,8.458,6.468,43.781,38.308,2.985,689672192,372019200,138727424,2827206656,4353,2254,0,1884160,0,124,1044,1782,1.510,1.400,1.280,1,0,0,0,0,16,7,0,6,0
