-- Logs begin at Thu 2020-04-02 12:31:24 UTC, end at Thu 2020-04-02 13:56:27 UTC. --
Apr 02 13:11:51 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 13:11:52 ubuntu dstat.sh[1960]: [286B blob data]
Apr 02 13:11:52 ubuntu dstat.sh[1960]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 13:11:52 ubuntu dstat.sh[1960]: 02-04 13:11:51| 17   5  55  22   1| 420M  715M 84.7M 2516M|   0     0 | 239k 3652k|12.9  38.3 | 799  1444 |1.08 1.16 1.12|4.0   0  27|   0     0 |systemd              1    0.5%   0    0 |bash                 3484 2601k2403k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 13:11:53 ubuntu dstat.sh[1960]: 02-04 13:11:52| 19  39  39   2   2| 420M  714M 84.7M 2516M|3654B 2106B|   0   112k|   0  9.00 |1468  4031 |1.08 1.16 1.12|4.0   0 413|   0     0 |bash                 3484 7.0%1546k  27k|bash                 3484 1546k  27k7.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 13:11:54 ubuntu dstat.sh[1960]: 02-04 13:11:53| 25  34  40   0   0| 422M  712M 84.7M 2516M|5298B 2214B|   0    24k|   0  6.00 |2046  5504 |1.16 1.18 1.13|2.0   0 294|   0     0 |systemd              1     10%   0    0 |bash                 3484 2153k  19k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 13:11:55 ubuntu dstat.sh[1960]: 02-04 13:11:54| 29  30  31   9   1| 546M  588M 84.7M 2638M|4247B 2160B|   0   596k|   0  28.0 |1602  7348 |1.16 1.18 1.13|  0 2.0 157|   0     0 |systemd              1     19%   0    0 |bash                 3484  871k6200B2.0%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 02 13:11:56 ubuntu dstat.sh[1960]: 02-04 13:11:55|  6  11  62  21   1| 546M  588M 84.7M 2638M|4169B 1890B|   0    34M|   0   111 | 817  1586 |1.16 1.18 1.13|2.0   0 116|   0     0 |bash                 3484 1.5% 260k6470B|bash                 3484  260k6470B1.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 02 13:11:57 ubuntu dstat.sh[1960]: 02-04 13:11:56| 37  17  46   0   1| 560M  573M 84.7M 2639M|4601B 2214B|   0     0 |   0     0 |1067  2424 |1.16 1.18 1.13|1.0   0 180|   0     0 |keystone-manage      3358  28%3502k  81k|keystone-manage      3358 3502k  81k 28%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 13:11:58 ubuntu dstat.sh[1960]: 02-04 13:11:57| 32   3  44  19   2| 580M  551M 85.5M 2640M|3641B 2160B|1940k  264k| 293  2.00 | 870  1469 |1.16 1.18 1.13|  0 1.0   0|   0     0 |keystone-manage      3358  33%4596k  46k|keystone-manage      3358 4596k  46k 33%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 13:11:59 ubuntu dstat.sh[1960]: 02-04 13:11:58| 38   2  46  10   3| 594M  536M 85.5M 2641M|6730B 2160B| 656k    0 |52.0     0 | 752   918 |1.14 1.17 1.13|1.0   0   0|   0     0 |keystone-manage      3358  40%3836k 107k|keystone-manage      3358 3836k 107k 40%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 13:12:00 ubuntu dstat.sh[1960]: 02-04 13:11:59| 36   5  45  14   1| 613M  517M 85.5M 2641M|7407B 2160B| 196k    0 |17.0     0 | 670   902 |1.14 1.17 1.13|3.0   0   0|   0     0 |keystone-manage      3358  36%4648k 440k|keystone-manage      3358 4648k 440k 36%|mysqld       177M|   0     0 |  16    7    0    7    0
Apr 02 13:12:01 ubuntu dstat.sh[1960]: 02-04 13:12:00| 13   7  36  44   1| 623M  507M 85.6M 2642M|4156B 1944B|   0  1756k|   0  33.0 | 793  1389 |1.14 1.17 1.13|1.0   0   0|   0     0 |python2              1563 8.5%  66k  72k|python3.6            7418   56k 116k0.5%|mysqld       184M|   0     0 |  16    7    0    7    0
