-- Logs begin at Sat 2020-02-22 15:17:06 UTC, end at Sat 2020-02-22 17:57:44 UTC. --
Feb 22 16:22:51 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 22 16:22:51 ubuntu dstat.sh[12359]: [286B blob data]
Feb 22 16:22:51 ubuntu dstat.sh[12359]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 22 16:22:51 ubuntu dstat.sh[12359]: 22-02 16:22:51| 12   4  57  26   2| 450M  397M  143M 2724M|   0     0 | 121k 2090k|6.26  24.0 | 584  1003 |1.57 1.38 1.35|1.0 4.0  20|   0     0 |systemd              1    0.3%   0    0 |bash                 154711599k1468k0.1%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 16:22:52 ubuntu dstat.sh[12359]: 22-02 16:22:52| 15  30  35   3  17| 450M  396M  143M 2724M|5049B 1944B| 172k  176k|2.00  13.0 |1379  3254 |1.53 1.37 1.35|3.0   0 341|   0     0 |bash                 154717.5%1164k  21k|bash                 154711164k  21k7.5%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 16:22:53 ubuntu dstat.sh[12359]: 22-02 16:22:53| 20  29  35   0  16| 451M  395M  143M 2724M|3967B 1944B|  76k   20k|1.00  5.00 |1278  3775 |1.53 1.37 1.35|2.0   0 228|   0     0 |systemd              1    8.0%   0    0 |bash                 154711693k  14k4.0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 16:22:54 ubuntu dstat.sh[12359]: 22-02 16:22:54| 19  26  39   9   7| 452M  395M  143M 2724M|4476B 2106B|   0   436k|   0  6.00 |1469  3556 |1.53 1.37 1.35|2.0   0 208|   0     0 |systemd              1    8.0%   0    0 |bash                 154711418k  13k3.0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 16:22:55 ubuntu dstat.sh[12359]: 22-02 16:22:55| 22  16  60   0   3| 575M  271M  143M 2846M|4903B 1782B|   0     0 |   0     0 |1755  4808 |1.53 1.37 1.35|2.0   0  56|   0     0 |systemd              1     18%   0    0 |bash                 15471 377k2128B0.5%|mysqld       174M|   0     0 |  16    5    0    4    0
Feb 22 16:22:56 ubuntu dstat.sh[12359]: 22-02 16:22:56| 27  23  44   0   5| 586M  260M  143M 2846M|8140B 2160B|   0     0 |   0     0 |1381  3082 |1.53 1.37 1.35|2.0   0 291|   0     0 |keystone-manage      13760 15%2136k  81k|keystone-manage      137602136k  81k 15%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 22 16:22:57 ubuntu dstat.sh[12359]: 22-02 16:22:57| 26   4  42  26   2| 597M  248M  143M 2847M|  10k 1986B| 472k  176k|23.0  2.00 | 601   738 |1.48 1.36 1.35|  0 1.0   0|   0     0 |keystone-manage      13760 28%3156k   0 |keystone-manage      137603156k   0  28%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 22 16:22:58 ubuntu dstat.sh[12359]: 22-02 16:22:58| 13   2  48  35   1| 602M  242M  143M 2847M|4279B 1944B| 460k    0 |57.0     0 | 652   853 |1.48 1.36 1.35|1.0   0   0|   0     0 |keystone-manage      13760 13%1176k   0 |keystone-manage      137601176k   0  13%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 22 16:22:59 ubuntu dstat.sh[12359]: 22-02 16:22:59| 35   4  48  10   2| 618M  227M  143M 2848M|4225B 1944B| 140k    0 |14.0     0 | 514   779 |1.48 1.36 1.35|  0 1.0   0|   0     0 |keystone-manage      13760 38%3616k  46k|keystone-manage      137603616k  46k 38%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 22 16:23:00 ubuntu dstat.sh[12359]: 22-02 16:23:00| 26   2  48  24   2| 634M  209M  143M 2848M|5748B 2160B| 580k    0 |40.0     0 | 526   811 |1.48 1.36 1.35|  0 1.0   0|   0     0 |keystone-manage      13760 26%4213k 174k|keystone-manage      137604213k 174k 26%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 22 16:23:01 ubuntu dstat.sh[12359]: 22-02 16:23:01| 22   3  47  27   1| 645M  198M  143M 2849M|4269B 1944B| 168k    0 |13.0     0 | 474   667 |1.48 1.36 1.35|2.0   0   0|   0     0 |keystone-manage      13760 23%2769k 353k|keystone-manage      137602769k 353k 23%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 22 16:23:02 ubuntu dstat.sh[12359]: 22-02 16:23:02| 13   9  26  52   1| 649M  194M  143M 2849M|6827B 1852B|   0  1240k|   0  23.0 | 679  1337 |1.77 1.42 1.37|  0 1.0   0|   0     0 |python2              1654  12%  84k  91k|python3.6            19407  73k 153k1.0%|mysqld       177M|   0     0 |  16    7    0    6    0
Feb 22 16:23:03 ubuntu dstat.sh[12359]: 22-02 16:23:03|  8   4  38  49   1| 658M  184M  143M 2850M|7157B 2160B|   0   144k|   0  9.00 | 518  1039 |1.77 1.42 1.37|  0 1.0 2.0|   0     0 |keystone-manage      137604.0%  38k  53k|keystone-manage      13760  38k  53k4.0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 22 16:23:04 ubuntu dstat.sh[12359]: 22-02 16:23:04|  2   1  17  79   2| 658M  184M  143M 2850M|6069B 2106B|   0   268k|   0  29.0 | 393   611 |1.77 1.42 1.37|  0 3.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              12501  14k 474B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 22 16:23:07 ubuntu dstat.sh[12359]: 22-02 16:23:05|  3   0   0  97   1| 658M  184M  143M 2850M|4358B 1944B|   0   316k|   0  57.0 | 454   541 |1.77 1.42 1.37|  0 5.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              12501  14k 925B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 22 16:23:07 ubuntu dstat.sh[12359]: 22-02 16:23:06|  2   1   0  97   0| 658M  184M  143M 2850M|4759B 2160B|   0   532k|   0  34.0 | 349   496 |1.77 1.42 1.37|  0 5.0   0|   0     0 |mysqld               116390.5%   0    0 |python2              12501  14k 447B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 22 16:23:07 ubuntu dstat.sh[12359]: 22-02 16:23:07|  1   0   0  98   1| 658M  184M  143M 2850M|4202B 1944B|   0   684k|   0  65.0 | 457   537 |2.10 1.50 1.40|  0 4.0   0|   0     0 |beam.smp             126810.5%   0    0 |python2              125019612B   0   0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 22 16:23:08 ubuntu dstat.sh[12359]: 22-02 16:23:08|  2   1  34  64   0| 658M  184M  143M 2850M|4499B 1986B|  52k 3476k|1.00  72.0 | 491   768 |2.10 1.50 1.40|  0 1.0   0|   0     0 |containerd           265000.5%   0    0 |python2              12501  19k 932B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 22 16:23:09 ubuntu dstat.sh[12359]: 22-02 16:23:09|  2   1  45  51   1| 658M  184M  143M 2850M|5343B 2160B|   0   476k|   0  39.0 | 502   862 |2.10 1.50 1.40|  0 1.0   0|   0     0 |mysqld               116390.5%   0    0 |python2              12501  14k 468B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 22 16:23:10 ubuntu dstat.sh[12359]: 22-02 16:23:10|  2   1  49  48   1| 658M  183M  143M 2850M|4922B 2160B|   0   592k|   0  35.0 | 475   826 |2.10 1.50 1.40|  0 1.0   0|   0     0 |etcd                 134541.0%   0    0 |python2              12501  14k   0   0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 22 16:23:11 ubuntu dstat.sh[12359]: 22-02 16:23:11|  3   2  48  45   3| 658M  183M  143M 2850M|4027B 1944B|   0   956k|   0  66.0 | 626  1109 |2.10 1.50 1.40|  0 1.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              12501  14k 937B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
