-- Logs begin at Thu 2020-02-20 05:46:17 UTC, end at Thu 2020-02-20 07:55:41 UTC. --
Feb 20 06:47:47 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 20 06:47:47 ubuntu dstat.sh[1940]: [286B blob data]
Feb 20 06:47:47 ubuntu dstat.sh[1940]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 20 06:47:47 ubuntu dstat.sh[1940]: 20-02 06:47:47| 13   4  50  31   2| 464M  445M  145M 2638M|   0     0 | 151k 2153k|9.76  25.9 | 652  1076 |1.61 1.48 1.59|1.0   0  18|   0     0 |systemd              1    0.3%   0    0 |bash                 3882 1766k1613k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 20 06:47:48 ubuntu dstat.sh[1940]: 20-02 06:47:48| 16  30  35   1  18| 465M  444M  145M 2639M|6948B 2916B| 200k  112k|3.00  6.00 |1341  3299 |1.61 1.48 1.59|2.0   0 351|   0     0 |bash                 3882 8.5% 832k  22k|bash                 3882  832k  22k8.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 20 06:47:49 ubuntu dstat.sh[1940]: 20-02 06:47:49| 15  28  40   7  10| 466M  443M  145M 2639M|7850B 2916B|   0    28k|   0  7.00 |1598  4146 |1.64 1.49 1.59|2.0   0 251|   0     0 |bash                 3882 4.0%2104k  17k|bash                 3882 2104k  17k4.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 20 06:47:50 ubuntu dstat.sh[1940]: 20-02 06:47:50| 17  21  40  21   1| 465M  443M  145M 2639M|5860B 2916B|   0   416k|   0  17.0 |1010  2274 |1.64 1.49 1.59|  0 2.0 147|   0     0 |systemd              1    9.5%   0    0 |bash                 3882  980k8265B1.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 20 06:47:51 ubuntu dstat.sh[1940]: 20-02 06:47:51| 14  10  23  51   1| 467M  442M  145M 2639M|6384B 2916B|   0   964k|   0  85.0 |1128  2477 |1.64 1.49 1.59|1.0 1.0  88|   0     0 |systemd              1    4.5%   0    0 |bash                 3882  438k4628B1.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 20 06:47:53 ubuntu dstat.sh[1940]: 20-02 06:47:52| 20  23  24  20  14| 590M  318M  145M 2761M|6400B 2646B|   0    19M|   0  34.0 |1350  4606 |1.64 1.49 1.59|2.0 1.0 109|   0     0 |systemd              1     17%   0    0 |bash                 3882  437k4750B2.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Feb 20 06:47:53 ubuntu dstat.sh[1940]: 20-02 06:47:53| 21  23   9  32  14| 601M  308M  145M 2761M|8815B 3186B|   0  9352k|   0  13.0 |1160  2322 |1.64 1.49 1.59|1.0 1.0 238|   0     0 |keystone-manage      3347  15%2178k  81k|keystone-manage      3347 2178k  81k 15%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 20 06:47:54 ubuntu dstat.sh[1940]: 20-02 06:47:54| 40   6  11  40   2| 619M  288M  145M 2761M|8042B 2916B| 228k   13M|38.0  25.0 | 676   856 |1.75 1.52 1.60|1.0   0   0|   0     0 |keystone-manage      3347  44%4957k  46k|keystone-manage      3347 4957k  46k 44%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 20 06:47:55 ubuntu dstat.sh[1940]: 20-02 06:47:55| 47   4  47   1   1| 639M  269M  145M 2762M|5789B 2592B|  24k    0 |3.00     0 | 636   668 |1.75 1.52 1.60|1.0   0   0|   0     0 |keystone-manage      3347  49%4823k 107k|keystone-manage      3347 4823k 107k 49%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 20 06:47:56 ubuntu dstat.sh[1940]: 20-02 06:47:56| 45  10  38   1   6| 663M  244M  145M 2762M|6482B 2916B|  84k    0 |7.00     0 | 794  1045 |1.75 1.52 1.60|2.0   0   0|   0     0 |keystone-manage      3347  47%5189k 469k|keystone-manage      3347 5189k 469k 47%|mysqld       177M|   0     0 |  16    7    0    7    0
