-- Logs begin at Thu 2020-04-02 03:48:16 UTC, end at Thu 2020-04-02 05:25:09 UTC. --
Apr 02 04:32:00 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 04:32:00 ubuntu dstat.sh[1733]: [286B blob data]
Apr 02 04:32:00 ubuntu dstat.sh[1733]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 04:32:00 ubuntu dstat.sh[1733]: 02-04 04:32:00| 16   5  54  23   2| 423M  719M 87.6M 2509M|   0     0 | 178k 2981k|10.1  34.7 | 727  1294 |1.16 1.17 1.19|1.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 4238 2366k2202k0.2%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 02 04:32:01 ubuntu dstat.sh[1733]: 02-04 04:32:01| 20  37  40   1   3| 424M  718M 87.6M 2509M|4655B 1944B| 288k  112k|4.00  8.00 |1441  3994 |1.06 1.15 1.18|1.0   0 411|   0     0 |bash                 4238 7.5%1265k  26k|bash                 4238 1265k  26k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 04:32:02 ubuntu dstat.sh[1733]: 02-04 04:32:02| 24  36  39   0   2| 423M  718M 87.6M 2509M|3527B 1944B|   0    24k|   0  6.00 |1485  5135 |1.06 1.15 1.18|1.0   0 281|   0     0 |systemd              1     10%   0    0 |bash                 4238 2135k  17k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 04:32:03 ubuntu dstat.sh[1733]: 02-04 04:32:03| 30  32  34   3   2| 424M  718M 87.6M 2509M|3357B 1944B|   0  9112k|   0  59.0 |1633  5573 |1.06 1.15 1.18|1.0 1.0 180|   0     0 |systemd              1     19%   0    0 |bash                 4238 1183k8881B2.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 04:32:04 ubuntu dstat.sh[1733]: 02-04 04:32:04|  4   7  65  23   1| 549M  593M 87.6M 2631M|4012B 1986B|   0    26M|   0   102 | 916  1743 |1.06 1.15 1.18|1.0   0  25|   0     0 |etcd                 2820 3.5%   0    0 |bash                 4238  145k1472B0.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 02 04:32:05 ubuntu dstat.sh[1733]: 02-04 04:32:05| 29  26  44   0   1| 560M  581M 87.6M 2632M|3246B 1944B|   0     0 |   0     0 |1349  3230 |1.06 1.15 1.18|1.0   0 285|   0     0 |keystone-manage      3129  17%2259k  81k|keystone-manage      3129 2259k  81k 17%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 04:32:06 ubuntu dstat.sh[1733]: 02-04 04:32:06| 31   3  47  18   1| 576M  564M 88.0M 2633M|2904B 1890B|1448k  204k| 189  2.00 | 711  1244 |1.06 1.14 1.18|1.0   0   0|   0     0 |keystone-manage      3129  33%4200k   0 |keystone-manage      3129 4200k   0  33%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 04:32:07 ubuntu dstat.sh[1733]: 02-04 04:32:07| 45   3  48   4   0| 596M  543M 88.0M 2634M|3195B 1944B| 760k    0 |59.0     0 | 676   814 |1.06 1.14 1.18|1.0   0   0|   0     0 |keystone-manage      3129  47%5051k 153k|keystone-manage      3129 5051k 153k 47%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 04:32:08 ubuntu dstat.sh[1733]: 02-04 04:32:08| 46  10  36   7   1| 619M  519M 88.0M 2635M|4917B 1782B| 192k  516k|16.0  2.00 | 878  1347 |1.06 1.14 1.18|  0 3.0 2.0|   0     0 |keystone-manage      3129  42%5073k 495k|keystone-manage      3129 5073k 495k 42%|mysqld       178M|   0     0 |  16    7    0    8    0
Apr 02 04:32:09 ubuntu dstat.sh[1733]: 02-04 04:32:09|  9   7  42  41   1| 628M  509M 88.2M 2635M|4347B 1944B|   0  2052k|   0  95.0 | 711  1457 |1.06 1.14 1.18|  0 1.0   0|   0     0 |python2              1630 7.0%  52k  57k|python2              1630   52k  57k7.0%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 02 04:32:10 ubuntu dstat.sh[1733]: 02-04 04:32:10|  3   1  50  46   0| 629M  508M 88.5M 2635M|7977B 1944B|   0  1528k|   0   107 | 620  1442 |1.06 1.14 1.18|  0 1.0   0|   0     0 |mysqld               990  1.5%   0    0 |python2              1803   14k 454B  0%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 02 04:32:11 ubuntu dstat.sh[1733]: 02-04 04:32:11|  5   1  47  47   1| 629M  507M 88.7M 2636M|5783B 1944B|   0  1416k|   0   101 | 733  1420 |1.13 1.16 1.18|  0 1.0   0|   0     0 |mysqld               990  1.0%   0    0 |python2              1803   14k 464B0.5%|mysqld       187M|   0     0 |  16    7    0    8    0
Apr 02 04:32:12 ubuntu dstat.sh[1733]: 02-04 04:32:12|  3   1  48  49   0| 629M  506M 88.8M 2636M|4836B 1944B|   0   452k|   0  37.0 | 391   936 |1.13 1.16 1.18|  0 2.0   0|   0     0 |jbd2/vda1-8          292  0.5%   0    0 |python2              1803   14k 451B  0%|mysqld       187M|   0     0 |  16    7    0    8    0
Apr 02 04:32:13 ubuntu dstat.sh[1733]: 02-04 04:32:13|  2   1  49  47   1| 630M  506M 89.0M 2636M|6410B 1728B|   0  1084k|   0  75.0 | 583  1146 |1.13 1.16 1.18|  0 1.0   0|   0     0 |mysqld               990  1.0%   0    0 |python2              1803   14k 463B0.5%|mysqld       187M|   0     0 |  16    7    0    8    0
Apr 02 04:32:14 ubuntu dstat.sh[1733]: 02-04 04:32:14|  7   5  34  54   0| 631M  504M 89.2M 2636M|5916B 2160B|   0  1792k|   0   120 | 766  1406 |1.13 1.16 1.18|  0 2.0   0|   0     0 |mysqld               990  8.5%   0    0 |python2              1803   14k 454B  0%|mysqld       188M|   0     0 |  16    7    0    8    0
Apr 02 04:32:15 ubuntu dstat.sh[1733]: 02-04 04:32:15|  2   1   1  97   0| 630M  504M 89.2M 2636M|3005B 1728B|   0  2604k|   0   144 | 364   680 |1.13 1.16 1.18|  0 3.0   0|   0     0 |beam.smp             2687 0.5%   0    0 |python2              1803   14k 452B  0%|mysqld       188M|   0     0 |  16    7    0    8    0
Apr 02 04:32:16 ubuntu dstat.sh[1733]: 02-04 04:32:16|  4   4  24  69   0| 630M  504M 89.3M 2636M|5119B 1944B|   0  2696k|   0   157 | 480   880 |1.44 1.22 1.21|  0 1.0   0|   0     0 |mysqld               990  5.5%   0    0 |python2              1803   14k 453B0.5%|mysqld       188M|   0     0 |  16    7    0    8    0
Apr 02 04:32:17 ubuntu dstat.sh[1733]: 02-04 04:32:17| 11  10  33  46   1| 631M  503M 89.5M 2636M|4196B 1944B|   0   988k|   0   100 | 852  1413 |1.44 1.22 1.21|  0 1.0   0|   0     0 |mysqld               990   18%   0    0 |python2              1803   14k 463B  0%|mysqld       189M|   0     0 |  16    7    0    8    0
Apr 02 04:32:18 ubuntu dstat.sh[1733]: 02-04 04:32:18| 12  11  39  38   0| 631M  502M 89.9M 2636M|6523B 1998B|   0  1476k|   0   135 |1034  1711 |1.44 1.22 1.21|  0 1.0 2.0|   0     0 |mysqld               990   19%   0    0 |python2              1803   14k 463B  0%|mysqld       189M|   0     0 |  16    7    0    8    0
Apr 02 04:32:19 ubuntu dstat.sh[1733]: 02-04 04:32:19|  4   6  45  43   1| 632M  502M 90.2M 2636M|5240B 2106B|   0  1708k|   0   142 | 990  1784 |1.44 1.22 1.21|  0 1.0   0|   0     0 |mysqld               990  7.0%   0    0 |python2              1803   14k 470B  0%|mysqld       189M|   0     0 |  16    7    0    8    0
