-- Logs begin at Wed 2020-04-01 15:21:56 UTC, end at Wed 2020-04-01 16:56:04 UTC. --
Apr 01 16:02:01 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 16:02:01 ubuntu dstat.sh[1680]: [286B blob data]
Apr 01 16:02:01 ubuntu dstat.sh[1680]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 16:02:01 ubuntu dstat.sh[1680]: 01-04 16:02:01| 17   5  54  23   1| 420M  729M 86.0M 2504M|   0     0 | 194k 3011k|11.0  37.1 | 837  1475 |1.43 1.25 1.19|2.0   0  28|   0     0 |systemd              1    0.5%   0    0 |bash                 4229 2579k2397k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 16:02:02 ubuntu dstat.sh[1680]: 01-04 16:02:02| 17  34  38  11   1| 421M  728M 86.0M 2504M|3848B 2214B| 172k   18M|2.00  30.0 |1335  3494 |1.43 1.25 1.19|  0 1.0 371|   0     0 |bash                 4229 6.0%1123k  23k|bash                 4229 1123k  23k6.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 16:02:03 ubuntu dstat.sh[1680]: 01-04 16:02:03| 12  23  42  20   4| 421M  728M 86.0M 2504M|3815B 1944B|   0    16M|   0  24.0 | 948  2288 |1.43 1.25 1.19|4.0   0 213|   0     0 |bash                 4229 3.5%1797k  15k|bash                 4229 1797k  15k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 16:02:04 ubuntu dstat.sh[1680]: 01-04 16:02:04| 21  37  36   0   6| 422M  727M 86.0M 2504M|4410B 2160B|   0    16k|   0  4.00 |2307  5473 |1.43 1.25 1.19|2.0   0 235|   0     0 |systemd              1     14%   0    0 |bash                 4229 1418k  13k2.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 16:02:05 ubuntu dstat.sh[1680]: 01-04 16:02:05| 23  20  54   0   3| 546M  602M 86.0M 2626M|3586B 1824B|   0     0 |   0     0 |1583  6104 |1.43 1.25 1.19|1.0   0 122|   0     0 |systemd              1     15%   0    0 |bash                 4229  448k5188B2.0%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 01 16:02:06 ubuntu dstat.sh[1680]: 01-04 16:02:06| 31  22  45   0   2| 557M  591M 86.0M 2627M|4955B 2322B|   0     0 |   0     0 |1198  2755 |1.47 1.26 1.19|1.0   0 228|   0     0 |keystone-manage      3076  23%2295k  81k|keystone-manage      3076 2295k  81k 23%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 16:02:07 ubuntu dstat.sh[1680]: 01-04 16:02:07| 30   4  47  16   3| 574M  572M 86.6M 2628M|4306B 2160B|1680k  460k| 228  4.00 | 864  1414 |1.47 1.26 1.19|1.0   0   0|   0     0 |keystone-manage      3076  32%4711k  46k|keystone-manage      3076 4711k  46k 32%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 16:02:08 ubuntu dstat.sh[1680]: 01-04 16:02:08| 35   3  46  13   3| 588M  558M 86.6M 2628M|9882B 1944B| 144k    0 |24.0     0 | 630   850 |1.47 1.26 1.19|  0 1.0   0|   0     0 |keystone-manage      3076  35%3117k   0 |keystone-manage      3076 3117k   0  35%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 16:02:09 ubuntu dstat.sh[1680]: 01-04 16:02:09| 33   4  47  13   2| 607M  538M 86.6M 2629M|5414B 2160B| 600k    0 |35.0     0 | 611   897 |1.47 1.26 1.19|1.0   0   0|   0     0 |keystone-manage      3076  36%5132k 349k|keystone-manage      3076 5132k 349k 36%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 16:02:10 ubuntu dstat.sh[1680]: 01-04 16:02:10| 22  10  33  33   1| 623M  521M 86.8M 2630M|3984B 2106B| 188k 9560k|11.0  46.0 | 866  1384 |1.47 1.26 1.19|  0 1.0   0|   0     0 |keystone-manage      3076  16%1329k 253k|keystone-manage      3076 1329k 253k 16%|mysqld       184M|   0     0 |  16    7    0    7    0
