-- Logs begin at Thu 2020-04-02 04:36:57 UTC, end at Thu 2020-04-02 06:05:56 UTC. --
Apr 02 05:18:11 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 05:18:12 ubuntu dstat.sh[2051]: [286B blob data]
Apr 02 05:18:12 ubuntu dstat.sh[2051]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 05:18:12 ubuntu dstat.sh[2051]: 02-04 05:18:12| 17   5  54  23   1| 419M  684M 85.0M 2547M|   0     0 | 234k 3593k|12.6  37.5 | 777  1406 |1.16 1.30 1.27|2.0   0  27|   0     0 |systemd              1    0.5%   0    0 |bash                 3558 2552k2358k0.2%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 05:18:13 ubuntu dstat.sh[2051]: 02-04 05:18:13| 22  32  39   0   6| 419M  683M 85.0M 2547M|7073B 1944B|   0   124k|   0  9.00 |1407  3695 |1.16 1.30 1.27|2.0   0 414|   0     0 |bash                 3558 6.5%1543k  27k|bash                 3558 1543k  27k6.5%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 05:18:14 ubuntu dstat.sh[2051]: 02-04 05:18:14| 26  34  39   0   1| 420M  683M 85.0M 2547M|3882B 1782B|   0    36k|   0  8.00 |1570  3959 |1.16 1.30 1.27|2.0   0 305|   0     0 |systemd              1    9.0%   0    0 |bash                 3558 2167k  19k4.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 05:18:15 ubuntu dstat.sh[2051]: 02-04 05:18:15| 29  24  38   8   1| 420M  683M 85.0M 2547M|4927B 1890B|   0    33M|   0  35.0 |1515  6437 |1.16 1.30 1.27|5.0   0 131|   0     0 |systemd              1     20%   0    0 |bash                 3558  860k5723B1.5%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 05:18:16 ubuntu dstat.sh[2051]: 02-04 05:18:16|  4   5  91   0   0| 545M  557M 85.0M 2669M|3555B 1944B|   0     0 |   0     0 | 593  1423 |1.07 1.28 1.26|2.0   0  32|   0     0 |etcd                 3081 3.0%   0    0 |bash                 3558  145k1472B  0%|mysqld       174M|   0     0 |  16    5    0    5    0
Apr 02 05:18:17 ubuntu dstat.sh[2051]: 02-04 05:18:17| 30  22  44   0   4| 557M  545M 85.0M 2669M|3976B 1944B|   0     0 |   0     0 |1373  3048 |1.07 1.28 1.26|1.0   0 281|   0     0 |keystone-manage      3449  18%2259k  81k|keystone-manage      3449 2259k  81k 18%|mysqld       174M|   0     0 |  16    5    0    8    0
Apr 02 05:18:18 ubuntu dstat.sh[2051]: 02-04 05:18:18| 35   5  46  13   2| 577M  523M 85.7M 2671M|4636B 1944B|1816k  204k| 262  2.00 | 829  1441 |1.07 1.28 1.26|1.0   0 2.0|   0     0 |keystone-manage      3449  38%5197k  46k|keystone-manage      3449 5197k  46k 38%|mysqld       174M|   0     0 |  16    5    0    8    0
Apr 02 05:18:19 ubuntu dstat.sh[2051]: 02-04 05:18:19| 48   2  48   2   0| 597M  502M 85.7M 2671M|6088B 1930B| 668k    0 |55.0     0 | 687   843 |1.07 1.28 1.26|1.0   0   0|   0     0 |keystone-manage      3449  48%5451k 107k|keystone-manage      3449 5451k 107k 48%|mysqld       174M|   0     0 |  16    5    0    8    0
Apr 02 05:18:20 ubuntu dstat.sh[2051]: 02-04 05:18:20| 37   9  37  16   1| 615M  483M 85.7M 2672M|5639B 1890B| 196k 1472k|17.0  8.00 | 845  1276 |1.07 1.28 1.26|1.0 1.0   0|   0     0 |keystone-manage      3449  33%3677k 495k|keystone-manage      3449 3677k 495k 33%|mysqld       177M|   0     0 |  16    7    0    8    0
Apr 02 05:18:21 ubuntu dstat.sh[2051]: 02-04 05:18:21| 11   6  42  41   1| 625M  473M 85.9M 2673M|7749B 1890B|   0  1476k|   0  98.0 | 860  1390 |1.14 1.29 1.26|  0 1.0   0|   0     0 |python2              1646 7.0%  51k  56k|python2              1646   51k  56k7.0%|mysqld       186M|   0     0 |  16    7    0    8    0
