-- Logs begin at Fri 2020-02-21 20:00:49 UTC, end at Fri 2020-02-21 21:35:11 UTC. --
Feb 21 20:53:44 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 21 20:53:44 ubuntu dstat.sh[1097]: [286B blob data]
Feb 21 20:53:44 ubuntu dstat.sh[1097]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 21 20:53:44 ubuntu dstat.sh[1097]: 21-02 20:53:44| 14   4  52  28   2| 450M  521M  111M 2631M|   0     0 | 164k 2867k|8.90  29.7 | 653  1193 |1.78 1.48 1.43|1.0 1.0  21|   0     0 |systemd              1    0.3%   0    0 |bash                 3274 2025k1871k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 20:53:53 ubuntu dstat.sh[1097]: 21-02 20:53:45| 12  22   0  63   2| 450M  520M  111M 2631M|4088B  972B|   0   180k|   0  35.0 |1027  2293 |2.12 1.56 1.45|  0 3.0 242|   0     0 |bash                 3274 4.5% 592k  15k|bash                 3274  592k  15k4.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 20:53:53 ubuntu dstat.sh[1097]: 21-02 20:53:46|  1   0   0  98   1| 450M  520M  111M 2631M|3457B 1080B|   0    84k|   0  11.0 | 192   278 |2.12 1.56 1.45|  0 3.0   0|   0     0 |accounts-daemon      944  0.5%   0    0 |python2              1273   13k 440B  0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 20:53:53 ubuntu dstat.sh[1097]: 21-02 20:53:47|  2   1   0  98   0| 451M  520M  111M 2631M|4116B  972B|   0    48k|   0  11.0 | 179   253 |2.12 1.56 1.45|  0 3.0   0|   0     0 |                                        |python2              1273   13k 439B  0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 20:53:53 ubuntu dstat.sh[1097]: 21-02 20:53:48|  2   1   0  98   0| 450M  520M  111M 2631M|2990B  972B|   0    88k|   0  17.0 | 207   275 |2.12 1.56 1.45|  0 3.0   0|   0     0 |containerd           143500.5%   0    0 |python2              1273   13k 435B  0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 20:53:53 ubuntu dstat.sh[1097]: 21-02 20:53:49|  2   4   1  89   5| 450M  520M  111M 2631M|3127B 1080B|   0   916k|   0  59.0 | 348   452 |2.12 1.56 1.45|  0 7.0  33|   0     0 |rcu_sched            8    1.0%   0    0 |bash                 3274  130k1976B  0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 20:53:53 ubuntu dstat.sh[1097]: 21-02 20:53:50|  3   8  18  72   0| 451M  520M  111M 2631M|3087B 1080B|   0   756k|   0  60.0 | 422   630 |2.27 1.60 1.47|1.0 2.0  49|   0     0 |bash                 3274 1.0% 600k3291B|bash                 3274  600k3291B1.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 20:53:53 ubuntu dstat.sh[1097]: 21-02 20:53:51|  4   4  46  46   1| 451M  520M  111M 2631M|3500B  972B|   0   252k|   0  44.0 | 376   584 |2.27 1.60 1.47|  0 2.0  41|   0     0 |bash                 3274 1.0% 320k2835B|bash                 3274  320k2835B1.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 20:53:53 ubuntu dstat.sh[1097]: 21-02 20:53:52|  1   1  16  81   0| 450M  520M  111M 2631M|8045B 1080B|   0    33M|   0  48.0 | 258   258 |2.27 1.60 1.47|  0 4.0   0|   0     0 |python2              1273 0.5%  13k   0 |python2              1273   13k   0 0.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 20:53:53 ubuntu dstat.sh[1097]: 21-02 20:53:53| 22  38  32   8   1| 451M  519M  111M 2631M|5225B 1080B|   0   104k|   0  8.00 |2071  6250 |2.27 1.60 1.47|2.0   0 277|   0     0 |systemd              1    8.5%   0    0 |bash                 3274 2044k  18k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
