"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","27 Mar 2020 03:44:33 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
27-03 03:44:33,16.649,4.644,54.743,22.420,1.544,449368064,504569856,120705024,2820878336,0,0,198660.749,3242925.486,10.721,35.599,790.418,1380.662,1.240,1.330,1.250,2,0,24.739,0,0,14,3,0,5,0
27-03 03:44:34,15.049,33.981,31.068,8.252,11.650,446418944,506802176,120713216,2821226496,5943,1998,315392,8331264,4,26,1516,3403,1.220,1.330,1.250,4,0,374,0,0,14,3,0,5,0
27-03 03:44:35,20.896,31.343,38.806,0,8.955,446386176,506638336,120713216,2821541888,3462,1944,0,24576,0,6,1427,3324,1.220,1.330,1.250,2,0,265,0,0,14,3,0,5,0
27-03 03:44:36,22.167,33.498,35.468,0,8.867,445485056,507531264,120713216,2821431296,4094,1944,0,16384,0,4,1451,4141,1.220,1.330,1.250,1,0,214,0,0,14,3,0,5,0
27-03 03:44:37,18.905,30.846,46.766,0,3.483,576933888,375660544,120713216,2949464064,7847,1944,0,0,0,0,1637,5644,1.220,1.330,1.250,2,0,238,0,0,16,5,0,5,0
27-03 03:44:38,37.624,12.376,46.535,0,3.465,595382272,357068800,120713216,2949582848,4085,1944,0,49152,0,1,917,1760,1.220,1.330,1.250,1,0,104,0,0,16,5,0,7,0
27-03 03:44:39,36.453,4.433,47.291,9.852,1.970,619347968,331890688,120721408,2950692864,5125,1944,1081344,327680,90,2,764,927,1.200,1.320,1.250,2,0,0,0,0,16,5,0,7,0
27-03 03:44:40,37.688,3.518,46.734,9.045,3.015,635604992,314626048,120721408,2951544832,6312,1782,593920,0,43,0,617,806,1.200,1.320,1.250,1,0,1,0,0,16,5,0,7,0
27-03 03:44:41,36.181,12.060,37.186,13.065,1.508,660688896,288120832,120791040,2952658944,5198,1932,188416,1175552,14,25,781,1579,1.200,1.320,1.250,1,0,0,0,0,16,7,0,7,0
27-03 03:44:42,9.045,4.020,41.709,43.216,2.010,663203840,285282304,120881152,2952880128,5683,1932,0,708608,0,44,575,1203,1.200,1.320,1.250,0,1,0,0,0,16,7,0,7,0
27-03 03:44:43,2.020,1.515,47.980,47.980,0.505,663429120,284778496,120979456,2953056256,5834,1782,0,9318400,0,82,551,911,1.200,1.320,1.250,0,1,0,0,0,16,7,0,7,0
27-03 03:44:44,3.518,1.005,47.236,47.236,1.005,663990272,283860992,121085952,2953281536,5555,1944,0,1204224,0,84,597,1006,1.350,1.350,1.260,0,1,0,0,0,16,7,0,7,0
27-03 03:44:45,3.030,1.515,47.475,46.465,1.515,664330240,282910720,121253888,2953723904,5219,1674,0,1339392,0,96,659,1109,1.350,1.350,1.260,0,1,0,0,0,16,7,0,7,0
27-03 03:44:46,2,1.500,49.500,45,2,664567808,282284032,121380864,2953957376,6414,1890,0,1085440,0,72,476,981,1.350,1.350,1.260,0,1,0,0,0,16,7,0,7,0
27-03 03:44:47,2.513,1.005,46.231,49.749,0.503,665268224,281362432,121487360,2954067968,13519,2052,0,671744,0,58,543,1058,1.350,1.350,1.260,0,2,2,0,0,16,7,0,7,0
