-- Logs begin at Fri 2020-02-28 01:58:50 UTC, end at Fri 2020-02-28 03:39:51 UTC. --
Feb 28 02:43:12 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 28 02:43:14 ubuntu dstat.sh[1041]: [286B blob data]
Feb 28 02:43:14 ubuntu dstat.sh[1041]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 28 02:43:14 ubuntu dstat.sh[1041]: 28-02 02:43:14| 17   5  54  22   2| 451M  622M  135M 2516M|   0     0 | 164k 2959k|7.91  34.6 | 750  1322 |1.22 1.33 1.28|3.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 4213 2380k2198k0.2%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 28 02:43:15 ubuntu dstat.sh[1041]: 28-02 02:43:15| 16  26  16  31  11| 452M  620M  135M 2517M|6357B 1944B| 360k  604k|5.00  18.0 |1359  3075 |1.36 1.36 1.29|3.0   0 209|   0     0 |systemd              1    7.5%   0    0 |bash                 4213 1418k  13k3.5%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 28 02:43:16 ubuntu dstat.sh[1041]: 28-02 02:43:16| 20  27  46   0   7| 576M  495M  135M 2639M|4074B 2160B|   0     0 |   0     0 |1831  4606 |1.36 1.36 1.29|1.0   0 159|   0     0 |systemd              1     17%   0    0 |bash                 4213  484k6842B2.5%|mysqld       174M|   0     0 |  16    5    0    4    0
Feb 28 02:43:17 ubuntu dstat.sh[1041]: 28-02 02:43:17| 31  21  44   0   4| 587M  484M  135M 2639M|4637B 2160B|   0     0 |   0     0 |1030  2459 |1.36 1.36 1.29|1.0   0 190|   0     0 |keystone-manage      2461  26%2337k  81k|keystone-manage      2461 2337k  81k 26%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 28 02:43:18 ubuntu dstat.sh[1041]: 28-02 02:43:18| 15   2  47  35   2| 597M  474M  135M 2639M|5238B 1944B| 448k    0 |20.0     0 | 457   715 |1.36 1.36 1.29|  0 1.0   0|   0     0 |keystone-manage      2461  15%2919k   0 |keystone-manage      2461 2919k   0  15%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 28 02:43:19 ubuntu dstat.sh[1041]: 28-02 02:43:19|  7   2  48  44   1| 598M  472M  135M 2639M|4249B 2160B| 244k    0 |31.0     0 | 481   740 |1.36 1.36 1.29|1.0   0   0|   0     0 |keystone-manage      2461 6.0% 458k   0 |keystone-manage      2461  458k   0 6.0%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 28 02:43:20 ubuntu dstat.sh[1041]: 28-02 02:43:20|  6   2  47  44   1| 601M  469M  135M 2639M|5989B 2160B|  56k 9276k|10.0  54.0 | 571   819 |1.41 1.37 1.30|  0 2.0 2.0|   0     0 |keystone-manage      2461 5.0% 445k   0 |keystone-manage      2461  445k   0 5.0%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 28 02:43:21 ubuntu dstat.sh[1041]: 28-02 02:43:21|  2   2  27  68   2| 602M  468M  135M 2640M|7141B 2160B|  76k  808k|6.00  47.0 | 597   759 |1.41 1.37 1.30|  0 3.0   0|   0     0 |python2              1898 0.5%  14k 952B|keystone-manage      2461   60k   0   0%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 28 02:43:22 ubuntu dstat.sh[1041]: 28-02 02:43:22| 10   2  25  63   1| 609M  461M  135M 2640M|5387B 1944B| 128k   13M|10.0  16.0 | 504   712 |1.41 1.37 1.30|1.0   0   0|   0     0 |keystone-manage      2461 9.5%1651k  46k|keystone-manage      2461 1651k  46k9.5%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 28 02:43:23 ubuntu dstat.sh[1041]: 28-02 02:43:23| 27   2  48  22   1| 619M  451M  135M 2640M|5359B 2160B| 404k   12M|32.0  12.0 | 691   800 |1.41 1.37 1.30|  0 1.0   0|   0     0 |keystone-manage      2461  27%2522k   0 |keystone-manage      2461 2522k   0  27%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 28 02:43:24 ubuntu dstat.sh[1041]: 28-02 02:43:24| 38   6  47   8   1| 642M  426M  135M 2641M|5036B 2148B| 280k    0 |19.0     0 | 755   853 |1.41 1.37 1.30|1.0   0   0|   0     0 |keystone-manage      2461  43%5994k 517k|keystone-manage      2461 5994k 517k 43%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 28 02:43:25 ubuntu dstat.sh[1041]: 28-02 02:43:25| 24  12  33  29   2| 656M  411M  135M 2642M|5907B 2214B|  88k 1192k|6.00  28.0 | 828  1810 |1.54 1.40 1.31|  0 2.0   0|   0     0 |keystone-manage      2461  16% 842k 136k|keystone-manage      2461  842k 136k 16%|mysqld       184M|   0     0 |  16    7    0    6    0
Feb 28 02:43:26 ubuntu dstat.sh[1041]: 28-02 02:43:26|  3   2  49  46   1| 658M  410M  135M 2642M|  11k 2160B|   0   440k|   0  26.0 | 508   841 |1.54 1.40 1.31|  0 1.0   0|   0     0 |keystone-manage      2461 1.0%   0    0 |python2              1898   14k 463B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 28 02:43:27 ubuntu dstat.sh[1041]: 28-02 02:43:27|  2   2  39  57   1| 658M  409M  135M 2642M|5436B 2160B|   0   920k|   0  66.0 | 551  1005 |1.54 1.40 1.31|  0 1.0   0|   0     0 |keystone-manage      2461 1.0%   0    0 |python2              1898   14k 463B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 28 02:43:28 ubuntu dstat.sh[1041]: 28-02 02:43:28|  2   2  45  51   1| 658M  409M  135M 2642M|6749B 1944B|   0  3356k|   0  68.0 | 480   816 |1.54 1.40 1.31|  0 1.0   0|   0     0 |kworker/u4:4         283491.0%   0    0 |python2              1898   14k 463B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 28 02:43:29 ubuntu dstat.sh[1041]: 28-02 02:43:29|  2   3  48  45   3| 658M  408M  135M 2642M|4532B 2160B|   0   568k|   0  41.0 | 424   836 |1.54 1.40 1.31|  0 1.0   0|   0     0 |rcu_sched            8    1.5%   0    0 |python2              1898   14k 462B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 28 02:43:30 ubuntu dstat.sh[1041]: 28-02 02:43:30|  3   2  48  45   3| 659M  408M  135M 2642M|4709B 2160B|   0   800k|   0  58.0 | 498  1039 |1.66 1.43 1.31|  0 1.0 2.0|   0     0 |beam.smp             1460 1.5%   0    0 |python2              1898   14k 469B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 28 02:43:31 ubuntu dstat.sh[1041]: 28-02 02:43:31|  2   1  49  46   1| 659M  407M  136M 2643M|4611B 2160B|   0   660k|   0  49.0 | 419   909 |1.66 1.43 1.31|  0 1.0   0|   0     0 |kworker/0:1H         171  0.5%   0    0 |python2              1898   14k 458B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 28 02:43:32 ubuntu dstat.sh[1041]: 28-02 02:43:32|  2   1  47  47   2| 659M  407M  136M 2643M|4924B 2160B|   0   584k|   0  36.0 | 466   960 |1.66 1.43 1.31|  0 1.0   0|   0     0 |mysqld               327651.0%   0    0 |python2              1898   14k 462B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 28 02:43:33 ubuntu dstat.sh[1041]: 28-02 02:43:33|  2   1  47  49   1| 659M  407M  136M 2643M|4685B 1944B|   0   664k|   0  50.0 | 509  1101 |1.66 1.43 1.31|  0 1.0   0|   0     0 |etcd                 2153 1.0%   0    0 |python2              1898   14k 463B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
