-- Logs begin at Thu 2020-04-02 10:57:19 UTC, end at Thu 2020-04-02 12:29:53 UTC. --
Apr 02 11:38:22 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 11:38:22 ubuntu dstat.sh[1835]: [286B blob data]
Apr 02 11:38:22 ubuntu dstat.sh[1835]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 11:38:22 ubuntu dstat.sh[1835]: 02-04 11:38:22| 17   5  55  22   1| 421M  754M 88.4M 2478M|   0     0 | 186k 3138k|10.5  36.9 | 793  1447 |1.17 1.15 1.18|2.0   0  27|   0     0 |systemd              1    0.5%   0    0 |bash                 4387 2520k2345k0.2%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 11:38:23 ubuntu dstat.sh[1835]: 02-04 11:38:23| 22  37  36   3   1| 421M  753M 88.4M 2479M|4106B 2160B| 172k  128k|2.00  10.0 |1610  3988 |1.17 1.15 1.18|1.0   0 425|   0     0 |bash                 4387 7.0%1903k  27k|bash                 4387 1903k  27k7.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 11:38:24 ubuntu dstat.sh[1835]: 02-04 11:38:24| 24  32  38   0   6| 422M  751M 88.4M 2479M|4791B 1944B|   0    20k|   0  5.00 |1325  5206 |1.32 1.18 1.19|2.0   0 272|   0     0 |systemd              1     11%   0    0 |bash                 4387 2043k  18k3.5%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 11:38:25 ubuntu dstat.sh[1835]: 02-04 11:38:25| 28  26  33   0  13| 546M  627M 88.4M 2601M|3848B 1944B|   0  8192B|   0  2.00 |2158  6341 |1.32 1.18 1.19|3.0   0 116|   0     0 |systemd              1     21%   0    0 |bash                 4387  542k2923B1.0%|mysqld       174M|   0     0 |  16    3    0    5    0
Apr 02 11:38:26 ubuntu dstat.sh[1835]: 02-04 11:38:26|  7  17  61   0  15| 548M  625M 88.4M 2601M|7048B 2160B|   0     0 |   0     0 |1086  2452 |1.32 1.18 1.19|1.0   0 191|   0     0 |bash                 4387 3.5% 350k  10k|bash                 4387  350k  10k3.5%|mysqld       174M|   0     0 |  16    5    0    5    0
Apr 02 11:38:27 ubuntu dstat.sh[1835]: 02-04 11:38:27| 36  12  46   4   1| 567M  605M 88.4M 2601M|6585B 1944B|  12k    0 |3.00     0 | 889  1611 |1.32 1.18 1.19|  0 1.0 106|   0     0 |keystone-manage      3239  33%5085k  81k|keystone-manage      3239 5085k  81k 33%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:38:28 ubuntu dstat.sh[1835]: 02-04 11:38:28|  7   1  43  49   0| 569M  603M 88.6M 2602M|4751B 2160B| 832k  268k|92.0  2.00 | 514   934 |1.32 1.18 1.19|  0 1.0   0|   0     0 |keystone-manage      3239 5.5% 357k   0 |keystone-manage      3239  357k   0 5.5%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:38:29 ubuntu dstat.sh[1835]: 02-04 11:38:29|  6   2  48  44   1| 571M  600M 89.0M 2602M|9356B 2052B| 692k    0 | 136     0 | 533   971 |1.29 1.18 1.18|  0 1.0   0|   0     0 |keystone-manage      3239 5.0% 574k   0 |keystone-manage      3239  574k   0 5.0%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:38:30 ubuntu dstat.sh[1835]: 02-04 11:38:30| 16   3  49  33   0| 581M  589M 89.1M 2602M|  11k 3721B| 308k 2320k|33.0  44.0 | 620   909 |1.29 1.18 1.18|  0 1.0   0|   0     0 |keystone-manage      3239  15%2140k  46k|keystone-manage      3239 2140k  46k 15%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:38:31 ubuntu dstat.sh[1835]: 02-04 11:38:31| 26   1  48  23   1| 590M  581M 89.1M 2602M|8413B 3551B| 312k  148k|26.0  3.00 | 538   782 |1.29 1.18 1.18|  0 1.0   0|   0     0 |keystone-manage      3239  26%2162k   0 |keystone-manage      3239 2162k   0  26%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:38:32 ubuntu dstat.sh[1835]: 02-04 11:38:32| 33   2  49  16   0| 608M  562M 89.1M 2603M|  13k 3398B| 388k    0 |27.0     0 | 624   878 |1.29 1.18 1.18|1.0   0   0|   0     0 |keystone-manage      3239  33%4851k 290k|keystone-manage      3239 4851k 290k 33%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:38:33 ubuntu dstat.sh[1835]: 02-04 11:38:33| 24  10  37  28   1| 617M  552M 89.2M 2604M|7384B 3304B| 108k 1516k|10.0  12.0 | 646  1455 |1.29 1.18 1.18|  0 1.0   0|   0     0 |keystone-manage      3239  19%1415k 312k|keystone-manage      3239 1415k 312k 19%|mysqld       178M|   0     0 |  16    7    0    7    0
Apr 02 11:38:34 ubuntu dstat.sh[1835]: 02-04 11:38:34|  7   5  45  42   1| 626M  543M 89.3M 2604M|7979B 3443B|   0   472k|   0  30.0 | 629  1212 |1.35 1.19 1.19|  0 1.0   0|   0     0 |keystone-manage      3239 5.0%  38k  53k|keystone-manage      3239   38k  53k5.0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 11:38:35 ubuntu dstat.sh[1835]: 02-04 11:38:35|  2   2  43  54   0| 626M  542M 89.4M 2604M|7469B 2998B|  52k  388k|1.00  27.0 | 543   960 |1.35 1.19 1.19|  0 1.0 2.0|   0     0 |mysqld               1105 0.5%   0    0 |python2              1999   14k 474B0.5%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 11:38:36 ubuntu dstat.sh[1835]: 02-04 11:38:36|  2   2  47  49   1| 626M  542M 89.4M 2604M|5488B 2245B|   0   392k|   0  26.0 | 532   834 |1.35 1.19 1.19|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1999   14k 467B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 11:38:37 ubuntu dstat.sh[1835]: 02-04 11:38:37|  2   2  45  50   2| 626M  542M 89.5M 2605M|6373B 1944B|   0   456k|   0  36.0 | 539   923 |1.35 1.19 1.19|  0 1.0   0|   0     0 |mysqld               1105 0.5%   0    0 |python2              1999   14k 461B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 11:38:38 ubuntu dstat.sh[1835]: 02-04 11:38:38|  2   2  47  50   0| 626M  541M 89.6M 2605M|3957B 2160B|   0   496k|   0  33.0 | 517   914 |1.35 1.19 1.19|  0 1.0   0|   0     0 |etcd                 2849 1.0%   0    0 |python2              1999   14k 461B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 11:38:39 ubuntu dstat.sh[1835]: 02-04 11:38:39|  2   1  39  58   0| 626M  541M 89.6M 2605M|4616B 2160B|  80k  416k|1.00  30.0 | 510   962 |1.40 1.21 1.19|  0 2.0   0|   0     0 |jbd2/vda1-8          304  0.5%   0    0 |python2              1999   14k 443B0.5%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 11:38:40 ubuntu dstat.sh[1835]: 02-04 11:38:40|  1   2  48  49   1| 627M  541M 89.7M 2605M|5215B 2516B|   0   516k|   0  34.0 | 511   815 |1.40 1.21 1.19|  0 1.0   0|   0     0 |conntrackd           170621.0%   0    0 |python2              1999   14k 467B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 11:38:41 ubuntu dstat.sh[1835]: 02-04 11:38:41|  3   1   5  92   0| 627M  541M 89.7M 2605M|4221B 2160B|   0   360k|   0  51.0 | 426   651 |1.40 1.21 1.19|  0 3.0   0|   0     0 |beam.smp             2823 0.5%   0    0 |python2              1999   14k 461B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:42 ubuntu dstat.sh[1835]: 02-04 11:38:42|  2   0   3  96   0| 627M  541M 89.7M 2605M|4193B 1944B|   0   380k|   0  59.0 | 379   559 |1.40 1.21 1.19|  0 3.0   0|   0     0 |mysqld               1105 0.5%   0    0 |python2              1999   14k 456B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:43 ubuntu dstat.sh[1835]: 02-04 11:38:43|  2   1   0  97   1| 627M  540M 89.7M 2605M|4244B 2106B|   0  1344k|   0  86.0 | 370   501 |1.40 1.21 1.19|  0 2.0   0|   0     0 |python2              1999 0.5%  14k 448B|python2              1999   14k 448B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:44 ubuntu dstat.sh[1835]: 02-04 11:38:44|  2   2  12  84   0| 628M  539M 89.8M 2605M|5352B 1998B|   0  8996k|   0   118 | 348   594 |1.45 1.22 1.20|  0 2.0   0|   0     0 |kworker/u4:2         147371.0%   0    0 |python2              1999   14k 457B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:45 ubuntu dstat.sh[1835]: 02-04 11:38:45|  1   1  48  49   0| 627M  540M 89.8M 2605M|8223B 2160B|   0  2492k|   0  54.0 | 393   604 |1.45 1.22 1.20|  0 2.0 2.0|   0     0 |etcd                 2849 0.5%   0    0 |python2              1999   14k 453B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:46 ubuntu dstat.sh[1835]: 02-04 11:38:46|  1   1  49  50   0| 627M  540M 89.8M 2605M|5204B 1890B|   0  1020k|   0  70.0 | 385   608 |1.45 1.22 1.20|  0 1.0   0|   0     0 |beam.smp             2823 0.5%   0    0 |python2              1999   14k 458B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:47 ubuntu dstat.sh[1835]: 02-04 11:38:47|  2   1  37  61   0| 627M  540M 89.8M 2605M|4710B 2214B|   0  2180k|   0  42.0 | 449   951 |1.45 1.22 1.20|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1999   14k 452B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:48 ubuntu dstat.sh[1835]: 02-04 11:38:48|  2   2  48  47   2| 627M  540M 89.9M 2606M|3280B 1944B|   0  1056k|   0  42.0 | 370   723 |1.45 1.22 1.20|1.0 1.0   0|   0     0 |accounts-daemon      875  1.0%   0    0 |python2              1999   14k 462B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:49 ubuntu dstat.sh[1835]: 02-04 11:38:49|  3   1  45  49   2| 627M  539M 90.0M 2606M|9778B 1944B|   0   488k|   0  29.0 | 459   788 |1.57 1.25 1.21|  0 1.0   0|   0     0 |mysqld               1105 1.5%   0    0 |python2              1999   14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:50 ubuntu dstat.sh[1835]: 02-04 11:38:50|  2   2  28  68   2| 627M  539M 90.0M 2606M|  25k 2160B|   0   132k|   0  10.0 | 419   698 |1.57 1.25 1.21|1.0 1.0   0|   0     0 |jbd2/vda1-8          304  0.5%   0    0 |python2              1999   14k 468B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:51 ubuntu dstat.sh[1835]: 02-04 11:38:51|  2   1  49  47   1| 627M  539M 90.1M 2606M|6334B 1944B|   0  1024k|   0  42.0 | 481   820 |1.57 1.25 1.21|  0 1.0   0|   0     0 |conntrackd           170621.0%   0    0 |python2              1999   14k 462B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:52 ubuntu dstat.sh[1835]: 02-04 11:38:52|  2   2  43  53   0| 628M  538M 90.1M 2606M|4485B 2160B|   0   356k|   0  24.0 | 465   771 |1.57 1.25 1.21|  0 1.0   0|   0     0 |kworker/1:1H         171  0.5%   0    0 |python2              1999   14k 468B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:53 ubuntu dstat.sh[1835]: 02-04 11:38:53|  2   2  47  47   2| 628M  538M 90.2M 2606M|9442B 1944B|   0   536k|   0  34.0 | 600   864 |1.57 1.25 1.21|  0 1.0   0|   0     0 |mysqld               1105 1.0%   0    0 |python2              1999   14k 451B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:54 ubuntu dstat.sh[1835]: 02-04 11:38:54|  2   2  48  47   1| 628M  538M 90.3M 2606M|5733B 2160B|   0   604k|   0  47.0 | 591   908 |1.61 1.26 1.21|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1999   14k 461B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 02 11:38:55 ubuntu dstat.sh[1835]: 02-04 11:38:55|  6   7  41  46   1| 628M  537M 90.5M 2606M|5343B 1944B|   0   480k|   0  47.0 | 543  1035 |1.61 1.26 1.21|1.0 1.0 2.0|   0     0 |mysqld               1105  11%   0    0 |python2              1999   14k 449B0.5%|mysqld       188M|   0     0 |  16    7    0    6    0
Apr 02 11:38:56 ubuntu dstat.sh[1835]: 02-04 11:38:56| 15  16  21  47   0| 629M  537M 90.6M 2606M|3769B 1944B|   0   492k|   0  57.0 | 646  1026 |1.61 1.26 1.21|1.0 1.0   0|   0     0 |mysqld               1105  29%   0    0 |python2              1999   14k 474B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Apr 02 11:38:57 ubuntu dstat.sh[1835]: 02-04 11:38:57|  9  11  32  46   0| 629M  537M 90.6M 2606M|4963B 2160B|   0   536k|   0  50.0 | 535   868 |1.61 1.26 1.21|1.0 1.0   0|   0     0 |mysqld               1105  17%   0    0 |python2              1999   14k 460B0.5%|mysqld       188M|   0     0 |  16    7    0    6    0
Apr 02 11:38:58 ubuntu dstat.sh[1835]: 02-04 11:38:58|  7   7  39  47   0| 629M  536M 90.7M 2606M|4246B 1986B|   0   460k|   0  48.0 | 557  1129 |1.61 1.26 1.21|  0 1.0   0|   0     0 |mysqld               1105  11%   0    0 |python2              1999   14k 456B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Apr 02 11:38:59 ubuntu dstat.sh[1835]: 02-04 11:38:59|  8   9  43  35   4| 629M  535M 91.0M 2606M|4228B 2106B|   0  1172k|   0   107 | 756  1750 |1.64 1.28 1.22|  0 1.0   0|   0     0 |mysqld               1105  15%   0    0 |python2              1999   14k 450B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 02 11:39:00 ubuntu dstat.sh[1835]: 02-04 11:39:00|  8  10  37  39   5| 630M  535M 91.2M 2606M|4746B 1998B|   0   896k|   0  88.0 | 682  1255 |1.64 1.28 1.22|  0 1.0   0|   0     0 |mysqld               1105  17%   0    0 |python2              1999   14k 470B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 02 11:39:01 ubuntu dstat.sh[1835]: 02-04 11:39:01|  2   2  49  46   2| 630M  534M 91.2M 2606M|4644B 1944B|   0   544k|   0  39.0 | 497   891 |1.64 1.28 1.22|  0 1.0   0|   0     0 |jbd2/vda1-8          304  1.0%   0    0 |python2              1999   14k 463B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 02 11:39:02 ubuntu dstat.sh[1835]: 02-04 11:39:02| 10   7  34  44   4| 630M  534M 91.4M 2606M|6878B 2160B|   0   724k|   0  58.0 | 607  1106 |1.64 1.28 1.22|  0 1.0   0|   0     0 |mysqld               1105  16%   0    0 |python2              1999   14k 467B0.5%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 02 11:39:03 ubuntu dstat.sh[1835]: 02-04 11:39:03|  7   5  41  47   1| 630M  534M 91.4M 2606M|4101B 1944B|   0   260k|   0  26.0 | 528   919 |1.64 1.28 1.22|  0 1.0   0|   0     0 |mysqld               1105 8.0%   0    0 |python2              1999   14k 462B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 02 11:39:04 ubuntu dstat.sh[1835]: 02-04 11:39:04|  1   2  50  46   1| 630M  534M 91.5M 2606M|4482B 2160B|   0   624k|   0  50.0 | 518  1045 |1.59 1.27 1.22|  0 1.0   0|   0     0 |mysqld               1105 1.0%   0    0 |python2              1999   14k 461B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 02 11:39:05 ubuntu dstat.sh[1835]: 02-04 11:39:05| 17  15  21  47   1| 631M  533M 91.6M 2606M|8631B 1944B|   0   396k|   0  40.0 | 599  1167 |1.59 1.27 1.22|1.0 1.0 2.0|   0     0 |mysqld               1105  30%   0    0 |python2              1999   14k 468B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 02 11:39:06 ubuntu dstat.sh[1835]: 02-04 11:39:06|  3   3  47  47   1| 631M  533M 91.6M 2606M|4822B 2160B|   0   484k|   0  35.0 | 487   974 |1.59 1.27 1.22|1.0 1.0   0|   0     0 |mysqld               1105 3.5%   0    0 |python2              1999   14k 460B0.5%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 02 11:39:07 ubuntu dstat.sh[1835]: 02-04 11:39:07| 20  21  19  38   1| 631M  533M 91.7M 2606M|5591B 2160B|   0  1556k|   0  71.0 | 745  1097 |1.59 1.27 1.22|  0 1.0   0|   0     0 |mysqld               1105  36%   0    0 |python2              1999   14k 467B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 02 11:39:08 ubuntu dstat.sh[1835]: 02-04 11:39:08| 10  11  42  32   4| 631M  532M 91.9M 2606M|5115B 1782B|   0   936k|   0  73.0 | 721  1287 |1.59 1.27 1.22|  0 1.0   0|   0     0 |mysqld               1105  19%   0    0 |python2              1999   14k 465B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 02 11:39:09 ubuntu dstat.sh[1835]: 02-04 11:39:09|  9   9  42  40   2| 632M  532M 91.9M 2606M|4586B 2322B|   0   564k|   0  42.0 | 610  1080 |1.54 1.27 1.21|  0 1.0   0|   0     0 |mysqld               1105  14%   0    0 |python2              1999   14k 470B0.5%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 02 11:39:10 ubuntu dstat.sh[1835]: 02-04 11:39:10|  6   3  46  45   0| 632M  532M 92.0M 2606M|3666B 2160B|   0   828k|   0  56.0 | 585  1199 |1.54 1.27 1.21|  0 2.0   0|   0     0 |mysqld               1105 4.5%   0    0 |python2              1999   14k 450B  0%|mysqld       191M|   0     0 |  16    7    0    6    0
Apr 02 11:39:11 ubuntu dstat.sh[1835]: 02-04 11:39:11|  4   2  43  50   2| 632M  531M 92.1M 2606M|4071B 1944B|   0   604k|   0  38.0 | 564  1206 |1.54 1.27 1.21|  0 1.0   0|   0     0 |keystone-manage      3239 2.0%5657B3427B|python2              1999   14k 456B  0%|mysqld       191M|   0     0 |  16    7    0    6    0
Apr 02 11:39:12 ubuntu dstat.sh[1835]: 02-04 11:39:12|  4   5  45  46   1| 633M  464M 92.2M 2671M|4218B 2160B|   0  7940k|   0  44.0 | 471  1026 |1.54 1.27 1.21|  0 1.0   0|   0     0 |mysqld               1105 4.5%   0    0 |python2              1999   14k 468B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 02 11:39:13 ubuntu dstat.sh[1835]: 02-04 11:39:13|  2   0  11  87   1| 633M  464M 92.2M 2671M|5182B 2160B|   0    32M|   0  32.0 | 342   603 |1.54 1.27 1.21|  0 2.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1999   14k 463B0.5%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 02 11:39:14 ubuntu dstat.sh[1835]: 02-04 11:39:14|  2   1  20  78   0| 633M  464M 92.3M 2671M|6449B 2160B|   0    27M|   0  61.0 | 403  1021 |1.58 1.28 1.22|  0 1.0   0|   0     0 |mysqld               1105 1.0%   0    0 |python2              1999   14k 453B0.5%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 02 11:39:15 ubuntu dstat.sh[1835]: 02-04 11:39:15|  2   2  37  60   1| 633M  464M 92.3M 2671M|4256B 1944B|   0  4380k|   0  44.0 | 439   976 |1.58 1.28 1.22|  0 1.0 2.0|   0     0 |mysqld               1105 0.5%   0    0 |python2              1999   14k 454B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 02 11:39:16 ubuntu dstat.sh[1835]: 02-04 11:39:16|  2   1  39  59   0| 633M  463M 92.3M 2671M|4226B 2160B|   0  2260k|   0  21.0 | 398   922 |1.58 1.28 1.22|  0 1.0   0|   0     0 |mysqld               1105 0.5%   0    0 |python2              1999   14k 468B  0%|mysqld       192M|   0     0 |  16    7    0    3    0
Apr 02 11:39:17 ubuntu dstat.sh[1835]: 02-04 11:39:17|  2   1  27  70   0| 633M  463M 92.3M 2671M|9370B 2160B|   0   872k|   0  49.0 | 456   624 |1.58 1.28 1.22|  0 2.0   0|   0     0 |mysqld               1105 0.5%   0    0 |python2              1999   13k 452B  0%|mysqld       192M|   0     0 |  16    7    0    3    0
Apr 02 11:39:18 ubuntu dstat.sh[1835]: 02-04 11:39:18|  2   0  40  58   1| 633M  463M 92.4M 2672M|4789B 1944B|   0  3004k|   0  38.0 | 438   845 |1.58 1.28 1.22|  0 2.0   0|   0     0 |mysqld               1105 0.5%   0    0 |python2              1999   13k 451B0.5%|mysqld       192M|   0     0 |  16    7    0    3    0
Apr 02 11:39:19 ubuntu dstat.sh[1835]: 02-04 11:39:19|  2   1  35  63   0| 633M  463M 92.4M 2671M|4547B 1944B|   0   760k|   0  29.0 | 380   690 |1.69 1.31 1.23|  0 1.0   0|   0     0 |beam.smp             2823 0.5%   0    0 |python2              1999   13k 462B  0%|mysqld       192M|   0     0 |  16    7    0    3    0
Apr 02 11:39:20 ubuntu dstat.sh[1835]: 02-04 11:39:20|  2   1  49  47   2| 633M  463M 92.4M 2672M|7605B 1986B|   0   488k|   0  36.0 | 488   830 |1.69 1.31 1.23|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1999   13k 451B  0%|mysqld       192M|   0     0 |  16    7    0    3    0
