-- Logs begin at Wed 2020-02-19 14:59:47 UTC, end at Wed 2020-02-19 16:51:24 UTC. --
Feb 19 15:59:42 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 19 15:59:43 ubuntu dstat.sh[1577]: [286B blob data]
Feb 19 15:59:43 ubuntu dstat.sh[1577]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 19 15:59:43 ubuntu dstat.sh[1577]: 19-02 15:59:43| 13   4  54  27   2| 459M  509M  113M 2630M|   0     0 | 144k 2569k|7.73  27.3 | 618  1073 |1.47 1.46 1.36|2.0   0  18|   0     0 |systemd              1    0.3%   0    0 |bash                 3694 1809k1650k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 15:59:44 ubuntu dstat.sh[1577]: 19-02 15:59:44| 19  25  35   7  14| 460M  508M  113M 2631M|5521B 2916B| 228k  160k|3.00  12.0 |1172  2756 |1.47 1.46 1.36|1.0   0 293|   0     0 |bash                 3694 5.0%2518k  19k|bash                 3694 2518k  19k5.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 15:59:45 ubuntu dstat.sh[1577]: 19-02 15:59:45| 14  19  39  17  11| 460M  508M  113M 2631M|6421B 2916B|   0  4096B|   0  1.00 | 833  2340 |1.47 1.46 1.36|  0 1.0 109|   0     0 |systemd              1    9.5%   0    0 |bash                 3694  659k5296B1.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 15:59:46 ubuntu dstat.sh[1577]: 19-02 15:59:46| 15  21  43  18   3| 460M  507M  113M 2631M|8839B 3186B|   0    16k|   0  4.00 |1565  4731 |1.47 1.46 1.36|2.0   0 128|   0     0 |systemd              1     10%   0    0 |bash                 3694  875k7861B1.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 15:59:47 ubuntu dstat.sh[1577]: 19-02 15:59:47| 18  25  51   0   6| 585M  382M  113M 2753M|6830B 3240B|   0   324k|   0  1.00 |1478  3408 |1.47 1.46 1.36|1.0   0 152|   0     0 |systemd              1     12%   0    0 |bash                 3694  360k6139B2.5%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 19 15:59:48 ubuntu dstat.sh[1577]: 19-02 15:59:48| 26  20  44   0  11| 596M  371M  113M 2753M|7071B 2970B|   0     0 |   0     0 |1180  2456 |1.43 1.45 1.35|1.0   0 194|   0     0 |keystone-manage      2983  19%2265k  81k|keystone-manage      2983 2265k  81k 19%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:59:49 ubuntu dstat.sh[1577]: 19-02 15:59:49| 40   6  44   7   2| 620M  346M  113M 2753M|6622B 2916B| 228k  180k|38.0  2.00 | 646   921 |1.43 1.45 1.35|1.0   0 2.0|   0     0 |keystone-manage      2983  45%6174k  46k|keystone-manage      2983 6174k  46k 45%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:59:50 ubuntu dstat.sh[1577]: 19-02 15:59:50| 27   2  47  23   2| 628M  338M  113M 2753M|7548B 3240B| 312k    0 |21.0     0 | 645   789 |1.43 1.45 1.35|  0 1.0   0|   0     0 |keystone-manage      2983  25%1926k   0 |keystone-manage      2983 1926k   0  25%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:59:51 ubuntu dstat.sh[1577]: 19-02 15:59:51| 24   2  46  25   2| 641M  324M  113M 2754M|6431B 2862B| 260k    0 |20.0     0 | 613   882 |1.43 1.45 1.35|1.0   0   0|   0     0 |keystone-manage      2983  24%3557k 140k|keystone-manage      2983 3557k 140k 24%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:59:52 ubuntu dstat.sh[1577]: 19-02 15:59:52| 39   9  38   9   4| 658M  307M  113M 2755M|6193B 2970B|  88k   12k|8.00  1.00 | 692  1454 |1.43 1.45 1.35|  0 4.0   0|   0     0 |keystone-manage      2983  36%3223k 460k|keystone-manage      2983 3223k 460k 36%|mysqld       177M|   0     0 |  16    7    0    6    0
Feb 19 15:59:53 ubuntu dstat.sh[1577]: 19-02 15:59:53|  9   4  43  43   2| 667M  297M  113M 2755M|5824B 3240B|   0  1508k|   0  38.0 | 577  1280 |1.72 1.51 1.37|  0 1.0   0|   0     0 |keystone-manage      2983 5.0%  38k  53k|keystone-manage      2983   38k  53k5.0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 19 15:59:54 ubuntu dstat.sh[1577]: 19-02 15:59:54|  2   2  45  51   2| 667M  297M  113M 2755M|5710B 2916B|   0   712k|   0  48.0 | 551  1124 |1.72 1.51 1.37|  0 1.0   0|   0     0 |mysqld               826  1.0%   0    0 |python2              2056   14k 459B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 19 15:59:55 ubuntu dstat.sh[1577]: 19-02 15:59:55|  2   2  49  46   1| 668M  296M  113M 2755M|6075B 3024B|   0   796k|   0  58.0 | 615  1235 |1.72 1.51 1.37|  0 1.0   0|   0     0 |mysqld               826  1.0%   0    0 |python2              2056   14k 463B1.0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 19 15:59:56 ubuntu dstat.sh[1577]: 19-02 15:59:56|  3   2  47  46   1| 668M  295M  114M 2756M|7496B 3132B|   0   884k|   0  59.0 | 621  1249 |1.72 1.51 1.37|  0 1.0   0|   0     0 |mysqld               826  1.0%   0    0 |python2              2056   14k 463B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 19 15:59:57 ubuntu dstat.sh[1577]: 19-02 15:59:57|  2   2  37  59   1| 669M  294M  114M 2756M|9333B 3240B|   0  1432k|   0  47.0 | 531   838 |1.72 1.51 1.37|  0 2.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2056   14k 463B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 19 15:59:58 ubuntu dstat.sh[1577]: 19-02 15:59:58|  3   1  38  58   1| 668M  295M  114M 2756M|6409B 2916B|   0  1856k|   0  44.0 | 417   720 |1.90 1.55 1.39|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2056   14k 463B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 15:59:59 ubuntu dstat.sh[1577]: 19-02 15:59:59|  2   2  39  55   2| 669M  294M  114M 2756M|8721B 3240B|   0   448k|   0  29.0 | 528   906 |1.90 1.55 1.39|  0 2.0 2.0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              2056   14k 468B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 16:00:00 ubuntu dstat.sh[1577]: 19-02 16:00:00|  1   2  42  54   1| 669M  294M  114M 2756M|6816B 2970B|   0   496k|   0  34.0 | 485   837 |1.90 1.55 1.39|1.0 1.0   0|   0     0 |jbd2/vda1-8          299  0.5%   0    0 |python2              2056   14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 16:00:01 ubuntu dstat.sh[1577]: 19-02 16:00:01|  2   1  48  48   1| 669M  294M  114M 2756M|6841B 3186B|   0   380k|   0  27.0 | 521   827 |1.90 1.55 1.39|  0 1.0   0|   0     0 |etcd                 2678 0.5%   0    0 |python2              2056   14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 16:00:02 ubuntu dstat.sh[1577]: 19-02 16:00:02|  2   1  48  49   1| 669M  294M  114M 2756M|7849B 3240B|   0   312k|   0  21.0 | 505   816 |1.90 1.55 1.39|  0 1.0   0|   0     0 |kworker/0:1H         171  0.5%   0    0 |python2              2056   14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
