-- Logs begin at Wed 2020-02-19 14:56:52 UTC, end at Wed 2020-02-19 16:52:34 UTC. --
Feb 19 15:47:32 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 19 15:47:33 ubuntu dstat.sh[878]: [286B blob data]
Feb 19 15:47:33 ubuntu dstat.sh[878]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 19 15:47:33 ubuntu dstat.sh[878]: 19-02 15:47:33| 15   4  53  26   2| 460M  556M  134M 2569M|   0     0 | 152k 2723k|6.87  31.5 | 760  1255 |1.11 1.25 1.33|2.0   0  22|   0     0 |systemd              1    0.4%   0    0 |bash                 3631 2135k1951k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 15:47:34 ubuntu dstat.sh[878]: 19-02 15:47:34| 24  31  34   3   7| 460M  556M  134M 2570M|6877B 3348B| 244k  112k|4.00  9.00 |1632  4327 |1.11 1.25 1.33|4.0   0 242|   0     0 |systemd              1     11%   0    0 |bash                 3631 1815k  15k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 15:47:35 ubuntu dstat.sh[878]: 19-02 15:47:35|  9  17  17  56   2| 460M  556M  134M 2570M|  11k 3240B|   0   908k|   0  99.0 | 945  1704 |1.11 1.25 1.33|1.0   0 141|   0     0 |bash                 3631 2.5%1259k  10k|bash                 3631 1259k  10k2.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 15:47:36 ubuntu dstat.sh[878]: 19-02 15:47:36| 26  26  44   0   3| 585M  431M  134M 2692M|5817B 3240B|   0   308k|   0  9.00 |1774  5854 |1.26 1.28 1.34|  0   0  93|   0     0 |systemd              1     20%   0    0 |bash                 3631  250k1398B0.5%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 19 15:47:37 ubuntu dstat.sh[878]: 19-02 15:47:37| 10  17  69   0   4| 584M  431M  134M 2692M|8201B 2916B|   0     0 |   0     0 |1054  2365 |1.26 1.28 1.34|2.0   0 198|   0     0 |bash                 3631 3.5% 356k  11k|bash                 3631  356k  11k3.5%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 19 15:47:38 ubuntu dstat.sh[878]: 19-02 15:47:38| 38  13  46   0   3| 602M  413M  134M 2692M|7260B 3240B|   0     0 |   0     0 | 902  1651 |1.26 1.28 1.34|1.0   0 101|   0     0 |keystone-manage      2308  34%4256k  81k|keystone-manage      2308 4256k  81k 34%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:47:39 ubuntu dstat.sh[878]: 19-02 15:47:39| 45   4  48   3   0| 626M  389M  134M 2692M|6250B 3240B| 100k  216k|6.00  2.00 | 576   779 |1.26 1.28 1.34|1.0   0   0|   0     0 |keystone-manage      2308  47%5528k  46k|keystone-manage      2308 5528k  46k 47%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:47:40 ubuntu dstat.sh[878]: 19-02 15:47:40| 42   5  48   5   1| 650M  363M  134M 2694M|6169B 3240B| 644k    0 |47.0     0 | 595   928 |1.26 1.28 1.34|1.0   0   0|   0     0 |keystone-manage      2308  44%6165k 360k|keystone-manage      2308 6165k 360k 44%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 15:47:41 ubuntu dstat.sh[878]: 19-02 15:47:41| 33  10  35  21   2| 667M  346M  134M 2694M|6036B 2916B|  12k 3988k|1.00  93.0 |1132  1882 |1.32 1.29 1.34|  0 2.0   0|   0     0 |keystone-manage      2308  22%1231k 293k|keystone-manage      2308 1231k 293k 22%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 19 15:47:42 ubuntu dstat.sh[878]: 19-02 15:47:42|  3   2  49  45   1| 667M  345M  134M 2695M|5875B 3240B|   0  1816k|   0   130 | 939  1458 |1.32 1.29 1.34|  0 1.0   0|   0     0 |mysqld               326121.5%   0    0 |python2              1492   14k 483B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 19 15:47:43 ubuntu dstat.sh[878]: 19-02 15:47:43|  3   3  47  42   4| 668M  344M  135M 2695M|7051B 2862B|   0  1620k|   0   115 | 922  1386 |1.32 1.29 1.34|  0 1.0   0|   0     0 |keystone-manage      2308 2.5%   0    0 |python2              1492   14k 465B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 15:47:44 ubuntu dstat.sh[878]: 19-02 15:47:44|  5   2  49  43   3| 668M  343M  135M 2695M|6709B 3294B|   0  1328k|   0   100 | 839  1294 |1.32 1.29 1.34|  0 1.0   0|   0     0 |mysqld               326122.0%   0    0 |python2              1492   14k 471B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 15:47:45 ubuntu dstat.sh[878]: 19-02 15:47:45|  2   3  49  45   2| 668M  342M  135M 2695M|8730B 2916B|   0   640k|   0  57.0 | 698  1183 |1.32 1.29 1.34|1.0 1.0   0|   0     0 |mysqld               326121.5%   0    0 |python2              1492   14k 471B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 15:47:46 ubuntu dstat.sh[878]: 19-02 15:47:46| 17  11  27  44   1| 669M  341M  135M 2696M|5183B 2958B|   0   752k|   0  80.0 | 882  1658 |1.29 1.29 1.34|1.0 1.0   0|   0     0 |mysqld               32612 25%   0    0 |python2              1492   14k 469B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 19 15:47:47 ubuntu dstat.sh[878]: 19-02 15:47:47| 12   9  32  46   1| 670M  340M  135M 2696M|6643B 2916B|   0   620k|   0  62.0 | 756  1406 |1.29 1.29 1.34|  0 1.0 2.0|   0     0 |mysqld               32612 17%   0    0 |python2              1492   14k 471B0.5%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 19 15:47:48 ubuntu dstat.sh[878]: 19-02 15:47:48|  7   6  40  46   2| 670M  340M  135M 2696M|6690B 3240B|   0   396k|   0  39.0 | 570  1077 |1.29 1.29 1.34|  0 1.0   0|   0     0 |mysqld               32612 10%   0    0 |python2              1492   14k 476B0.5%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 19 15:47:49 ubuntu dstat.sh[878]: 19-02 15:47:49|  6   8  40  45   1| 670M  340M  135M 2696M|6470B 2916B|   0   960k|   0  91.0 | 731  1388 |1.29 1.29 1.34|3.0   0   0|   0     0 |mysqld               32612 11%   0    0 |python2              1492   14k 469B  0%|mysqld       188M|   0     0 |  16    7    0    5    0
Feb 19 15:47:50 ubuntu dstat.sh[878]: 19-02 15:47:50|  2   1  44  52   1| 671M  339M  135M 2696M|7627B 2904B|   0   344k|   0  19.0 | 398   737 |1.29 1.29 1.34|  0 1.0   0|   0     0 |beam.smp             874  0.5%   0    0 |python2              1492   14k 469B  0%|mysqld       189M|   0     0 |  16    7    0    5    0
Feb 19 15:47:51 ubuntu dstat.sh[878]: 19-02 15:47:51|  7   8  43  42   0| 671M  339M  135M 2696M|8252B 2970B|   0  2292k|   0  69.0 | 579   920 |1.27 1.28 1.34|  0 2.0   0|   0     0 |mysqld               32612 12%   0    0 |python2              1492   14k 462B  0%|mysqld       189M|   0     0 |  16    7    0    5    0
Feb 19 15:47:52 ubuntu dstat.sh[878]: 19-02 15:47:52| 10   7  36  48   1| 671M  339M  135M 2696M|7931B 3240B|   0  1732k|   0  44.0 | 514   741 |1.27 1.28 1.34|1.0 1.0   0|   0     0 |mysqld               32612 15%   0    0 |python2              1492   14k 453B  0%|mysqld       189M|   0     0 |  16    7    0    5    0
Feb 19 15:47:53 ubuntu dstat.sh[878]: 19-02 15:47:53| 11  10  41  37   2| 671M  339M  135M 2696M|5659B 2916B|   0  1136k|   0  92.0 | 793  1392 |1.27 1.28 1.34|  0 1.0   0|   0     0 |mysqld               32612 18%   0    0 |python2              1492   14k 469B0.5%|mysqld       189M|   0     0 |  16    7    0    5    0
Feb 19 15:47:54 ubuntu dstat.sh[878]: 19-02 15:47:54| 11  10  28  40  11| 672M  338M  136M 2696M|5942B 3024B|   0  1368k|   0   121 |1058  1773 |1.27 1.28 1.34|  0 2.0   0|   0     0 |mysqld               32612 20%   0    0 |python2              1492   14k 471B0.5%|mysqld       190M|   0     0 |  16    7    0    5    0
Feb 19 15:47:55 ubuntu dstat.sh[878]: 19-02 15:47:55| 14   7  42  32   4| 672M  337M  136M 2696M|6657B 3132B|   0  1552k|   0   113 | 950  1942 |1.27 1.28 1.34|  0 1.0   0|   0     0 |mysqld               32612 14%   0    0 |python2              1492   14k 468B  0%|mysqld       190M|   0     0 |  16    7    0    5    0
Feb 19 15:47:56 ubuntu dstat.sh[878]: 19-02 15:47:56|  8   6  46  34   5| 673M  336M  136M 2696M|7133B 2916B|   0  1328k|   0  88.0 | 718  1232 |1.25 1.28 1.34|  0 2.0   0|   0     0 |mysqld               32612 11%   0    0 |python2              1492   14k 466B  0%|mysqld       191M|   0     0 |  16    7    0    5    0
Feb 19 15:47:57 ubuntu dstat.sh[878]: 19-02 15:47:57|  4   2  48  44   3| 673M  336M  136M 2696M|7662B 2916B|   0  1172k|   0   121 | 640   970 |1.25 1.28 1.34|  0 1.0 2.0|   0     0 |keystone-manage      2308 1.5%3028B1804B|python2              1492   14k 470B  0%|mysqld       191M|   0     0 |  16    7    0    5    0
Feb 19 15:47:58 ubuntu dstat.sh[878]: 19-02 15:47:58|  5   5  43  43   5| 674M  270M  136M 2760M|6294B 3240B|   0    12M|   0  60.0 | 674  1061 |1.25 1.28 1.34|  0 1.0   0|   0     0 |mysqld               326124.5%   0    0 |python2              1492   14k 459B0.5%|mysqld       192M|   0     0 |  16    7    0    5    0
