-- Logs begin at Thu 2020-02-20 08:14:23 UTC, end at Thu 2020-02-20 10:16:35 UTC. --
Feb 20 09:12:39 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 20 09:12:41 ubuntu dstat.sh[1376]: [286B blob data]
Feb 20 09:12:41 ubuntu dstat.sh[1376]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 20 09:12:41 ubuntu dstat.sh[1376]: 20-02 09:12:41| 13   4  53  29   2| 459M  571M  134M 2556M|   0     0 | 132k 2295k|6.11  27.2 | 650  1109 |1.19 1.33 1.40|1.0   0  19|   0     0 |systemd              1    0.3%   0    0 |bash                 4456 1793k1647k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 09:12:42 ubuntu dstat.sh[1376]: 20-02 09:12:42| 19  19  21  34   7| 460M  568M  134M 2557M|7997B 3240B| 900k 1072k|9.00  52.0 |1364  4913 |1.19 1.33 1.40|  0 3.0 130|   0     0 |systemd              1     11%   0    0 |bash                 4456  948k6412B1.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 09:12:43 ubuntu dstat.sh[1376]: 20-02 09:12:43|  6   8   6  78   2| 460M  569M  134M 2557M|8380B 2808B|   0  3752k|   0  59.0 | 616  1034 |1.19 1.33 1.40|2.0   0  72|   0     0 |bash                 4456 1.5% 544k5479B|bash                 4456  544k5479B1.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 09:12:44 ubuntu dstat.sh[1376]: 20-02 09:12:44| 20  24  38  11   7| 463M  566M  134M 2557M|7193B 3078B|   0    30M|   0  35.0 |1090  3596 |1.19 1.33 1.40|1.0   0 129|   0     0 |systemd              1     12%   0    0 |bash                 4456  652k5330B1.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 09:12:45 ubuntu dstat.sh[1376]: 20-02 09:12:45| 14   6  75   0   4| 585M  443M  134M 2679M|9887B 3186B|   0     0 |   0     0 |1018  3414 |1.09 1.30 1.39|1.0   0  21|   0     0 |systemd              1    9.5%   0    0 |bash                 4456  116k 392B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 20 09:12:46 ubuntu dstat.sh[1376]: 20-02 09:12:46| 21  24  44   0  11| 592M  436M  134M 2679M|6444B 2916B|   0     0 |   0     0 |1425  3214 |1.09 1.30 1.39|1.0   0 295|   0     0 |keystone-manage      2790 8.0%1405k  81k|keystone-manage      2790 1405k  81k8.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 09:12:47 ubuntu dstat.sh[1376]: 20-02 09:12:47| 39   5  48   7   1| 607M  421M  134M 2679M|7241B 2916B| 156k  192k|6.00  2.00 | 631   837 |1.09 1.30 1.39|  0 1.0   0|   0     0 |keystone-manage      2790  42%3695k   0 |keystone-manage      2790 3695k   0  42%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 09:12:48 ubuntu dstat.sh[1376]: 20-02 09:12:48| 12   2  48  38   1| 610M  417M  134M 2680M|9955B 2916B| 472k    0 |56.0     0 | 624   898 |1.09 1.30 1.39|  0 1.0   0|   0     0 |keystone-manage      2790  12%1043k   0 |keystone-manage      2790 1043k   0  12%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 09:12:49 ubuntu dstat.sh[1376]: 20-02 09:12:49| 17   3  48  32   1| 620M  407M  134M 2680M|5869B 2916B| 236k    0 |20.0     0 | 534   805 |1.09 1.30 1.39|1.0   0   0|   0     0 |keystone-manage      2790  17%2131k  46k|keystone-manage      2790 2131k  46k 17%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 09:12:50 ubuntu dstat.sh[1376]: 20-02 09:12:50| 34   3  48  16   1| 631M  396M  134M 2681M|8170B 3240B| 588k    0 |43.0     0 | 617   902 |1.09 1.30 1.39|  0 1.0   0|   0     0 |keystone-manage      2790  33%2873k  34k|keystone-manage      2790 2873k  34k 33%|mysqld       173M|   0     0 |  16    5    0    6    0
