-- Logs begin at Wed 2020-04-01 07:03:18 UTC, end at Wed 2020-04-01 08:38:11 UTC. --
Apr 01 07:48:19 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 07:48:20 ubuntu dstat.sh[2015]: [286B blob data]
Apr 01 07:48:20 ubuntu dstat.sh[2015]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 07:48:20 ubuntu dstat.sh[2015]: 01-04 07:48:20| 15   4  55  24   2| 422M  709M 86.0M 2519M|   0     0 | 215k 2774k|11.5  33.3 | 760  1353 |1.80 1.54 1.36|2.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 3566 2337k2158k0.2%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 07:48:21 ubuntu dstat.sh[2015]: 01-04 07:48:21| 14  29  34   1  21| 422M  708M 86.0M 2519M|3971B 1944B|   0   112k|   0  7.00 |1275  3145 |1.80 1.54 1.36|1.0   0 333|   0     0 |bash                 3566 6.0%1161k  21k|bash                 3566 1161k  21k6.0%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 07:48:22 ubuntu dstat.sh[2015]: 01-04 07:48:22| 19  27  36   0  19| 423M  707M 86.0M 2520M|3369B 1944B|   0   236k|   0  8.00 |1123  3446 |1.80 1.54 1.36|2.0   0 240|   0     0 |systemd              1    5.0%   0    0 |bash                 3566 1702k  15k4.5%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 07:48:23 ubuntu dstat.sh[2015]: 01-04 07:48:23| 23  33  38   0   5| 422M  707M 86.0M 2519M|3613B 1728B|   0    16k|   0  4.00 |1828  5970 |1.80 1.54 1.36|4.0   0 214|   0     0 |systemd              1     15%   0    0 |bash                 3566 1534k  13k2.5%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 07:48:24 ubuntu dstat.sh[2015]: 01-04 07:48:24| 14  14  72   0   1| 547M  582M 86.0M 2642M|6808B 1944B|   0     0 |   0     0 |1492  4819 |1.80 1.54 1.36|  0   0  47|   0     0 |systemd              1    9.5%   0    0 |bash                 3566  116k 392B0.5%|mysqld       173M|   0     0 |  16    3    0    6    0
Apr 01 07:48:25 ubuntu dstat.sh[2015]: 01-04 07:48:25| 15  25  59   0   2| 548M  581M 86.0M 2642M|4125B 1986B|   0     0 |   0     0 |1374  3229 |1.98 1.58 1.38|1.0   0 295|   0     0 |bash                 3566 5.0% 600k  18k|bash                 3566  600k  18k5.0%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:48:26 ubuntu dstat.sh[2015]: 01-04 07:48:26| 35   5  47  14   0| 569M  559M 86.2M 2642M|4176B 1728B| 808k  184k|92.0  2.00 | 585  1028 |1.98 1.58 1.38|1.0   0 1.0|   0     0 |keystone-manage      3414  36%5236k  81k|keystone-manage      3414 5236k  81k 36%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:48:27 ubuntu dstat.sh[2015]: 01-04 07:48:27| 35   4  46  12   3| 589M  538M 86.8M 2643M|4426B 1944B|1216k  304k| 212  23.0 | 703  1253 |1.98 1.58 1.38|1.0 1.0   0|   0     0 |keystone-manage      3414  37%4463k  46k|keystone-manage      3414 4463k  46k 37%|mysqld       173M|   0     0 |  16    5    0    9    0
Apr 01 07:48:28 ubuntu dstat.sh[2015]: 01-04 07:48:28| 43   3  48   5   2| 607M  519M 86.8M 2644M|5295B 1728B| 668k 2164k|50.0  45.0 | 717   896 |1.98 1.58 1.38|2.0   0   0|   0     0 |keystone-manage      3414  45%5328k 286k|keystone-manage      3414 5328k 286k 45%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 07:48:29 ubuntu dstat.sh[2015]: 01-04 07:48:29| 33  11  27  28   0| 626M  498M 86.9M 2645M|3462B 1944B| 108k 1908k|10.0  39.0 |1178  1888 |1.98 1.58 1.38|  0 1.0   0|   0     0 |keystone-manage      3414  23%1459k 369k|keystone-manage      3414 1459k 369k 23%|mysqld       186M|   0     0 |  16    7    0    8    0
