-- Logs begin at Fri 2020-02-21 15:43:05 UTC, end at Fri 2020-02-21 17:36:02 UTC. --
Feb 21 16:39:37 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 21 16:39:38 ubuntu dstat.sh[1116]: [286B blob data]
Feb 21 16:39:38 ubuntu dstat.sh[1116]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 21 16:39:38 ubuntu dstat.sh[1116]: 21-02 16:39:38| 13   4  54  27   2| 449M  521M  111M 2631M|   0     0 | 154k 2704k|8.32  28.0 | 611  1046 |3.23 1.81 1.50|1.0   0  20|   0     0 |systemd              1    0.3%   0    0 |bash                 3324 1895k1751k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 16:39:39 ubuntu dstat.sh[1116]: 21-02 16:39:39| 15  18  23  40   3| 451M  519M  111M 2632M|4806B 1080B| 120k  144k|2.00  10.0 |1138  3505 |3.23 1.81 1.50|2.0   0 156|   0     0 |systemd              1    4.5%   0    0 |bash                 3324 1054k8772B1.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 16:39:40 ubuntu dstat.sh[1116]: 21-02 16:39:40| 28  27  40   0   4| 451M  519M  111M 2631M|  29k  918B|   0    16k|   0  4.00 |2074  5202 |3.23 1.81 1.50|2.0   0 208|   0     0 |systemd              1     16%   0    0 |bash                 3324 1531k  13k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 16:39:41 ubuntu dstat.sh[1116]: 21-02 16:39:41| 16  14  70   0   1| 574M  396M  111M 2754M|5605B 1134B|   0     0 |   0     0 |1255  3754 |2.98 1.78 1.50|  0   0  51|   0     0 |systemd              1     10%   0    0 |bash                 3324  119k 524B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 21 16:39:42 ubuntu dstat.sh[1116]: 21-02 16:39:42| 24  26  49   0   2| 583M  386M  111M 2754M|4342B 1080B|   0     0 |   0     0 |1656  3360 |2.98 1.78 1.50|1.0   0 297|   0     0 |keystone-manage      2527  11%1705k  81k|keystone-manage      2527 1705k  81k 11%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 16:39:43 ubuntu dstat.sh[1116]: 21-02 16:39:43| 35   7  48  10   0| 602M  367M  111M 2754M|4850B 1080B| 152k    0 |31.0     0 | 494   749 |2.98 1.78 1.50|1.0   0   0|   0     0 |keystone-manage      2527  40%4792k  12k|keystone-manage      2527 4792k  12k 40%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 16:39:44 ubuntu dstat.sh[1116]: 21-02 16:39:44| 34   1  37  27   0| 617M  352M  111M 2754M|2886B  972B| 208k  412k|15.0  1.00 | 485   671 |2.98 1.78 1.50|  0 2.0   0|   0     0 |keystone-manage      2527  33%3577k  35k|keystone-manage      2527 3577k  35k 33%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 16:39:45 ubuntu dstat.sh[1116]: 21-02 16:39:45|  2   1   0  96   1| 618M  351M  111M 2754M|5357B 1080B| 340k  768k|20.0  21.0 | 427   688 |2.98 1.78 1.50|  0 2.0   0|   0     0 |keystone-manage      2527 1.0% 300k   0 |keystone-manage      2527  300k   0 1.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 16:39:46 ubuntu dstat.sh[1116]: 21-02 16:39:46|  6   2  21  71   1| 621M  347M  111M 2755M|8720B 1080B| 192k  524k|13.0  13.0 | 495   766 |2.82 1.76 1.49|  0 1.0 2.0|   0     0 |keystone-manage      2527 5.0% 776k  34k|keystone-manage      2527  776k  34k5.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 16:39:47 ubuntu dstat.sh[1116]: 21-02 16:39:47| 36   3  49  11   0| 641M  326M  111M 2756M|3806B 1080B|  84k 1412k|8.00  23.0 | 568   716 |2.82 1.76 1.49|2.0   0   0|   0     0 |keystone-manage      2527  38%5500k 483k|keystone-manage      2527 5500k 483k 38%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 16:39:48 ubuntu dstat.sh[1116]: 21-02 16:39:48| 18   9  36  38   0| 648M  319M  111M 2756M|7353B 1066B|  76k 1096k|2.00  17.0 | 528  1358 |2.82 1.76 1.49|  0 1.0   0|   0     0 |python2              1541  11%  83k  91k|keystone-manage      2527  511k  83k 11%|mysqld       177M|   0     0 |  16    7    0    6    0
Feb 21 16:39:49 ubuntu dstat.sh[1116]: 21-02 16:39:49| 10   4  41  42   3| 657M  310M  111M 2756M|  11k 1080B|   0   528k|   0  38.0 | 612  1193 |2.82 1.76 1.49|  0 1.0   0|   0     0 |keystone-manage      2527 5.0%  38k  53k|keystone-manage      2527   38k  53k5.0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 21 16:39:50 ubuntu dstat.sh[1116]: 21-02 16:39:50|  2   2  48  48   1| 657M  309M  111M 2756M|4563B 1080B|   0   624k|   0  39.0 | 498   852 |2.82 1.76 1.49|  0 1.0   0|   0     0 |etcd                 2220 1.0%   0    0 |python2              1767   14k 462B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 21 16:39:51 ubuntu dstat.sh[1116]: 21-02 16:39:51|  2   2  48  46   2| 657M  309M  111M 2756M|6689B  972B|  16k  604k|1.00  43.0 | 580   887 |2.67 1.75 1.49|  0 1.0   0|   0     0 |keystone-manage      2527 1.0%   0    0 |python2              1767   14k 471B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 21 16:39:52 ubuntu dstat.sh[1116]: 21-02 16:39:52|  2   1  47  48   1| 657M  309M  111M 2756M|4788B  972B|   0   524k|   0  40.0 | 509   931 |2.67 1.75 1.49|  0 1.0   0|   0     0 |mysqld               368  0.5%   0    0 |python2              1767   14k 461B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 21 16:39:53 ubuntu dstat.sh[1116]: 21-02 16:39:53|  2   2  47  48   2| 658M  308M  111M 2756M|3279B  972B|   0   560k|   0  38.0 | 481   813 |2.67 1.75 1.49|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1767   14k 457B0.5%|mysqld       186M|   0     0 |  16    7    0    5    0
Feb 21 16:39:54 ubuntu dstat.sh[1116]: 21-02 16:39:54|  3   1  49  47   2| 658M  308M  112M 2757M|3604B 1080B|   0   412k|   0  30.0 | 482   820 |2.67 1.75 1.49|  0 1.0   0|   0     0 |mysqld               368  1.0%   0    0 |python2              1767   14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    5    0
Feb 21 16:39:55 ubuntu dstat.sh[1116]: 21-02 16:39:55|  2   3  47  46   4| 658M  308M  112M 2757M|4478B  972B|   0   604k|   0  43.0 | 523   840 |2.67 1.75 1.49|  0 1.0   0|   0     0 |rcu_sched            8    1.5%   0    0 |python2              1767   14k 461B  0%|mysqld       187M|   0     0 |  16    7    0    5    0
Feb 21 16:39:56 ubuntu dstat.sh[1116]: 21-02 16:39:56|  2   1  49  47   1| 658M  307M  112M 2757M|2863B  972B|   0   384k|   0  25.0 | 441   811 |2.62 1.76 1.49|  0 1.0 2.0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1767   14k 467B  0%|mysqld       187M|   0     0 |  16    7    0    5    0
Feb 21 16:39:57 ubuntu dstat.sh[1116]: 21-02 16:39:57|  2   1  46  49   2| 658M  307M  112M 2757M|3231B 1080B|   0   460k|   0  30.0 | 433   736 |2.62 1.76 1.49|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1767   14k 461B  0%|mysqld       187M|   0     0 |  16    7    0    5    0
