-- Logs begin at Wed 2020-04-01 05:04:19 UTC, end at Wed 2020-04-01 06:47:59 UTC. --
Apr 01 05:46:59 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 05:46:59 ubuntu dstat.sh[1203]: [286B blob data]
Apr 01 05:46:59 ubuntu dstat.sh[1203]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 05:46:59 ubuntu dstat.sh[1203]: 01-04 05:46:59| 16   5  54  24   1| 424M  730M 85.9M 2499M|   0     0 | 197k 3128k|10.6  35.5 | 793  1400 |1.05 1.11 1.17|2.0   0  26|   0     0 |systemd              1    0.4%   0    0 |bash                 3495 2430k2254k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 05:47:00 ubuntu dstat.sh[1203]: 01-04 05:47:00| 22  40  35   3   1| 424M  730M 85.9M 2499M|  10k 1944B| 228k  136k|3.00  10.0 |1482  4019 |1.05 1.11 1.17|2.0   0 429|   0     0 |bash                 3495 7.0%2092k  28k|bash                 3495 2092k  28k7.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 05:47:01 ubuntu dstat.sh[1203]: 01-04 05:47:01| 27  34  38   0   0| 424M  730M 85.9M 2499M|4528B 1782B|   0    24k|   0  6.00 |1433  5861 |1.05 1.11 1.17|3.0   0 280|   0     0 |systemd              1     11%   0    0 |bash                 3495 2138k  18k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 05:47:02 ubuntu dstat.sh[1203]: 01-04 05:47:02| 26  24  48   0   2| 549M  604M 85.9M 2621M|5276B 2106B|   0  4096B|   0  1.00 |1360  5944 |1.04 1.11 1.16|  0   0  98|   0     0 |systemd              1     20%   0    0 |bash                 3495  250k1398B0.5%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 01 05:47:03 ubuntu dstat.sh[1203]: 01-04 05:47:03| 12  24  63   0   0| 550M  604M 85.9M 2621M|8181B 1944B|   0     0 |   0     0 |1228  3155 |1.04 1.11 1.16|2.0   0 281|   0     0 |bash                 3495 4.5% 582k  17k|bash                 3495  582k  17k4.5%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 05:47:04 ubuntu dstat.sh[1203]: 01-04 05:47:04| 35   8  47  10   0| 571M  582M 86.0M 2622M|3895B 1782B| 692k    0 |53.0     0 | 639   993 |1.04 1.11 1.16|  0 1.0  15|   0     0 |keystone-manage      2615  38%5355k  81k|keystone-manage      2615 5355k  81k 38%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 05:47:05 ubuntu dstat.sh[1203]: 01-04 05:47:05| 16   3  45  31   6| 578M  574M 86.1M 2623M|4486B 1944B| 656k  308k|80.0  2.00 | 563   838 |1.04 1.11 1.16|2.0   0   0|   0     0 |keystone-manage      2615  19%1755k  46k|keystone-manage      2615 1755k  46k 19%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 05:47:06 ubuntu dstat.sh[1203]: 01-04 05:47:06| 37   4  46  10   4| 595M  556M 86.1M 2623M|3319B 1890B| 660k    0 |53.0     0 | 622   849 |1.04 1.11 1.16|2.0   0 2.0|   0     0 |keystone-manage      2615  39%4115k  62k|keystone-manage      2615 4115k  62k 39%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 05:47:07 ubuntu dstat.sh[1203]: 01-04 05:47:07| 43   4  44   7   1| 619M  531M 86.2M 2625M|4437B 1944B| 192k    0 |16.0     0 | 705  1049 |1.04 1.10 1.16|2.0   0   0|   0     0 |keystone-manage      2615  41%5362k 496k|keystone-manage      2615 5362k 496k 41%|mysqld       177M|   0     0 |  16    7    0    7    0
Apr 01 05:47:08 ubuntu dstat.sh[1203]: 01-04 05:47:08| 17   9  28  34  12| 628M  521M 86.3M 2625M|3919B 1728B|   0  1824k|   0  54.0 | 757  1234 |1.04 1.10 1.16|1.0 1.0   0|   0     0 |python2              1519  14%  88k  96k|python2              1519   88k  96k 14%|mysqld       186M|   0     0 |  16    7    0    7    0
