-- Logs begin at Fri 2020-02-21 12:59:43 UTC, end at Fri 2020-02-21 14:55:09 UTC. --
Feb 21 13:54:43 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 21 13:54:43 ubuntu dstat.sh[1145]: [286B blob data]
Feb 21 13:54:43 ubuntu dstat.sh[1145]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 21 13:54:43 ubuntu dstat.sh[1145]: 21-02 13:54:43| 14   4  55  25   2| 453M  632M  135M 2503M|   0     0 | 133k 2411k|6.15  28.4 | 637  1127 |1.09 1.22 1.28|2.0   0  20|   0     0 |systemd              1    0.3%   0    0 |bash                 4275 1906k1752k0.2%|mysqld       173M|   0     0 |  14    4    0    4    0
Feb 21 13:54:44 ubuntu dstat.sh[1145]: 21-02 13:54:44| 18  25  24  28   4| 452M  632M  135M 2504M|  17k   36k| 280k  860k|4.00  46.0 |1520  3716 |1.09 1.22 1.28|1.0 2.0 279|   0     0 |bash                 4275 5.0%1266k  18k|bash                 4275 1266k  18k5.0%|mysqld       173M|   0     0 |  14    4    0    4    0
Feb 21 13:54:45 ubuntu dstat.sh[1145]: 21-02 13:54:45|  4   5   2  89   0| 452M  631M  135M 2504M|5077B 3794B|   0   256k|   0  43.0 | 458   719 |1.09 1.22 1.28|  0 2.0  40|   0     0 |bash                 4275 0.5% 321k2835B|bash                 4275  321k2835B0.5%|mysqld       173M|   0     0 |  14    4    0    4    0
Feb 21 13:54:46 ubuntu dstat.sh[1145]: 21-02 13:54:46|  4   4  14  75   1| 452M  631M  135M 2504M|4088B 3418B|   0   320k|   0  44.0 | 470   713 |1.17 1.23 1.28|  0 2.0  40|   0     0 |mysqld               396  0.5%   0    0 |bash                 4275  322k2856B  0%|mysqld       173M|   0     0 |  14    4    0    4    0
Feb 21 13:54:47 ubuntu dstat.sh[1145]: 21-02 13:54:47|  6   9  46  36   2| 452M  632M  135M 2504M|6762B 7020B|   0  6324k|   0  67.0 | 668  1145 |1.17 1.23 1.28|2.0   0  79|   0     0 |bash                 4275 1.5% 551k5643B|bash                 4275  551k5643B1.5%|mysqld       173M|   0     0 |  14    4    0    4    0
Feb 21 13:54:48 ubuntu dstat.sh[1145]: 21-02 13:54:48|  7   6  48  39   1| 459M  625M  135M 2504M|2919B 1730B|   0    28M|   0  30.0 | 682  2206 |1.17 1.23 1.28|9.0   0  38|   0     0 |systemd              1    1.5%   0    0 |bash                 4275  289k1315B0.5%|mysqld       173M|   0     0 |  14    4    0    4    0
Feb 21 13:54:49 ubuntu dstat.sh[1145]: 21-02 13:54:49| 23  30  29   7  11| 453M  630M  135M 2504M|8745B   17k|   0    92k|   0  6.00 |1454  4996 |1.17 1.23 1.28|2.0   0 213|   0     0 |systemd              1     14%   0    0 |bash                 4275 1423k  13k3.0%|mysqld       173M|   0     0 |  14    4    0    5    0
Feb 21 13:54:50 ubuntu dstat.sh[1145]: 21-02 13:54:50| 20  17  54   0   9| 577M  506M  135M 2626M|3909B 2688B|   0     0 |   0     0 |1572  3897 |1.17 1.23 1.28|  0   0  51|   0     0 |systemd              1     18%   0    0 |bash                 4275  233k 656B0.5%|mysqld       173M|   0     0 |  16    4    0    4    0
Feb 21 13:54:51 ubuntu dstat.sh[1145]: 21-02 13:54:51| 13  20  50   0  17| 578M  505M  135M 2626M|  14k   27k|   0     0 |   0     0 |1558  3465 |1.23 1.25 1.29|1.0   0 262|   0     0 |bash                 4275 5.5% 501k  15k|bash                 4275  501k  15k5.5%|mysqld       173M|   0     0 |  16    6    0    6    0
Feb 21 13:54:52 ubuntu dstat.sh[1145]: 21-02 13:54:52| 40   8  46   0   6| 597M  486M  135M 2626M|4465B 6484B|   0     0 |   0     0 | 722  1150 |1.23 1.25 1.29|2.0   0  34|   0     0 |keystone-manage      2556  44%4945k  81k|keystone-manage      2556 4945k  81k 44%|mysqld       173M|   0     0 |  16    6    0    6    0
