-- Logs begin at Wed 2020-04-01 10:04:41 UTC, end at Wed 2020-04-01 11:42:57 UTC. --
Apr 01 10:55:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 10:55:16 ubuntu dstat.sh[1989]: [286B blob data]
Apr 01 10:55:16 ubuntu dstat.sh[1989]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 10:55:16 ubuntu dstat.sh[1989]: 01-04 10:55:16| 14   4  53  28   1| 422M  662M 84.6M 2565M|   0     0 | 190k 2941k|10.2  31.0 | 666  1306 |1.18 1.20 1.30|3.0   0  22|   0     0 |systemd              1    0.4%   0    0 |bash                 3510 2083k1923k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 10:55:17 ubuntu dstat.sh[1989]: 01-04 10:55:17| 29  32  38   1   0| 420M  664M 84.6M 2565M|3932B 2160B|   0   124k|   0  12.0 |2208  6163 |1.18 1.20 1.30|1.0   0 263|   0     0 |systemd              1     11%   0    0 |bash                 3510 1836k  16k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 10:55:18 ubuntu dstat.sh[1989]: 01-04 10:55:18| 27  23  49   0   1| 546M  538M 84.6M 2687M|5897B 1944B|   0     0 |   0     0 |2496  8352 |1.18 1.20 1.30|  0   0  79|   0     0 |systemd              1     21%   0    0 |bash                 3510  232k 656B  0%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 01 10:55:19 ubuntu dstat.sh[1989]: 01-04 10:55:19|  5  11  84   0   1| 546M  538M 84.6M 2687M|4313B 1728B|   0   196k|   0  2.00 | 651  1376 |1.18 1.20 1.30|1.0   0 112|   0     0 |bash                 3510 1.5% 255k6231B|bash                 3510  255k6231B1.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 01 10:55:20 ubuntu dstat.sh[1989]: 01-04 10:55:20| 36  17  45   0   2| 562M  522M 84.6M 2687M|4044B 1944B|   0     0 |   0     0 |1085  2276 |1.17 1.19 1.29|1.0   0 186|   0     0 |keystone-manage      3390  28%3900k  81k|keystone-manage      3390 3900k  81k 28%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 10:55:21 ubuntu dstat.sh[1989]: 01-04 10:55:21| 30   4  47  18   1| 581M  501M 85.2M 2688M|5137B 1944B|1808k    0 | 260     0 | 712  1301 |1.17 1.19 1.29|  0 1.0   0|   0     0 |keystone-manage      3390  32%4197k  46k|keystone-manage      3390 4197k  46k 32%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 10:55:22 ubuntu dstat.sh[1989]: 01-04 10:55:22| 38   3  48  12   1| 596M  485M 85.3M 2689M|4707B 1836B| 664k  492k|54.0  2.00 | 614   824 |1.17 1.19 1.29|1.0   0   0|   0     0 |keystone-manage      3390  38%4484k 107k|keystone-manage      3390 4484k 107k 38%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 10:55:23 ubuntu dstat.sh[1989]: 01-04 10:55:23| 44   7  42   8   1| 616M  464M 85.3M 2690M|4530B 1836B| 196k    0 |17.0     0 | 850  1199 |1.17 1.19 1.29|2.0   0   0|   0     0 |keystone-manage      3390  42%4000k 468k|keystone-manage      3390 4000k 468k 42%|mysqld       177M|   0     0 |  16    7    0    7    0
Apr 01 10:55:24 ubuntu dstat.sh[1989]: 01-04 10:55:24| 17   9  41  33   2| 625M  454M 85.4M 2690M|4734B 1998B|   0  1740k|   0  57.0 | 700  1437 |1.17 1.19 1.29|  0 1.0   0|   0     0 |python2              1580  10%  69k  76k|python3.6            7448   55k 115k1.0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 10:55:25 ubuntu dstat.sh[1989]: 01-04 10:55:25|  3   1  48  48   1| 626M  453M 85.6M 2691M|6174B 1932B|   0  1196k|   0  82.0 | 566  1083 |1.15 1.19 1.29|  0 1.0   0|   0     0 |mysqld               1262 1.0%   0    0 |python2              2621   14k 452B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
