-- Logs begin at Thu 2020-04-02 02:14:47 UTC, end at Thu 2020-04-02 03:46:39 UTC. --
Apr 02 02:57:31 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 02:57:31 ubuntu dstat.sh[1372]: [286B blob data]
Apr 02 02:57:31 ubuntu dstat.sh[1372]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 02:57:31 ubuntu dstat.sh[1372]: 02-04 02:57:31| 16   5  55  22   2| 427M  720M 87.0M 2505M|   0     0 | 197k 2550k|10.6  34.1 | 752  1356 |0.98 1.12 1.16|2.0   0  26|   0     0 |systemd              1    0.4%   0    0 |bash                 3672 2423k2249k0.2%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 02:57:32 ubuntu dstat.sh[1372]: 02-04 02:57:32| 22  38  37   0   2| 424M  722M 87.0M 2505M|3838B 1944B| 180k  108k|2.00  8.00 |1426  4024 |1.07 1.13 1.16|1.0   0 418|   0     0 |bash                 3672 8.0%1269k  26k|bash                 3672 1269k  26k8.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 02:57:33 ubuntu dstat.sh[1372]: 02-04 02:57:33| 26  32  39   0   3| 423M  723M 87.0M 2505M|5451B 1986B|   0    20k|   0  5.00 |1642  4141 |1.07 1.13 1.16|1.0   0 258|   0     0 |systemd              1    9.5%   0    0 |bash                 3672 2109k  16k3.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 02:57:34 ubuntu dstat.sh[1372]: 02-04 02:57:34| 30  30  38   1   2| 424M  722M 87.0M 2505M|4274B 1944B|  52k   16k|1.00  4.00 |1856  6531 |1.07 1.13 1.16|2.0   0 200|   0     0 |systemd              1     17%   0    0 |bash                 3672 1100k  10k3.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 02:57:35 ubuntu dstat.sh[1372]: 02-04 02:57:35| 26  29  46   0   1| 555M  590M 87.0M 2628M|3695B 1944B|   0     0 |   0     0 |1787  4776 |1.07 1.13 1.16|2.0   0 314|   0     0 |keystone-manage      2777 7.0%1234k  81k|keystone-manage      2777 1234k  81k7.0%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 02:57:36 ubuntu dstat.sh[1372]: 02-04 02:57:36| 38   4  48  10   1| 573M  571M 87.1M 2629M|6552B 1944B|1136k    0 | 109     0 | 805   997 |1.07 1.13 1.16|1.0   0   0|   0     0 |keystone-manage      2777  39%4914k   0 |keystone-manage      2777 4914k   0  39%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 02:57:37 ubuntu dstat.sh[1372]: 02-04 02:57:37| 24   4  26  46   1| 590M  554M 87.2M 2629M|4310B 1986B| 320k 2268k|35.0  75.0 | 602   771 |1.30 1.18 1.18|1.0   0   0|   0     0 |keystone-manage      2777  25%3690k  46k|keystone-manage      2777 3690k  46k 25%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 02:57:38 ubuntu dstat.sh[1372]: 02-04 02:57:38| 44   3  48   6   1| 607M  536M 87.2M 2630M|3814B 1944B| 660k    0 |48.0     0 | 590   857 |1.30 1.18 1.18|1.0   0 2.0|   0     0 |keystone-manage      2777  44%4900k 228k|keystone-manage      2777 4900k 228k 44%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 02:57:39 ubuntu dstat.sh[1372]: 02-04 02:57:39| 35  11  31  23   0| 628M  514M 87.3M 2631M|4203B 1944B| 108k 1604k|10.0  42.0 | 776  1857 |1.30 1.18 1.18|  0 1.0   0|   0     0 |keystone-manage      2777  26%1887k 427k|keystone-manage      2777 1887k 427k 26%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 02:57:40 ubuntu dstat.sh[1372]: 02-04 02:57:40|  3   1  48  48   1| 628M  514M 87.5M 2631M|4079B 1944B|   0  1048k|   0  72.0 | 541  1070 |1.30 1.18 1.18|  0 1.0   0|   0     0 |mysqld               631  0.5%   0    0 |python2              1460   14k 479B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
