"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","01 Apr 2020 21:30:34 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
01-04 21:30:34,17.226,5.025,54.844,21.320,1.586,441352192,751017984,89522176,2635526144,0,0,248607.446,3766567.465,12.990,38.342,811.184,1567.054,1.180,1.260,1.210,2,0,27.670,0,0,14,3,0,5,0
01-04 21:30:35,21.244,38.342,37.306,2.073,1.036,443310080,748658688,89538560,2635632640,17995,2160,0,122880,0,11,1506,4197,1.160,1.260,1.200,1,0,446,0,0,14,3,0,5,0
01-04 21:30:36,23.858,36.548,38.579,0,1.015,442998784,748707840,89538560,2635927552,21711,2160,0,24576,0,6,2000,5037,1.160,1.260,1.200,0,0,273,0,0,14,3,0,5,0
01-04 21:30:37,26.020,20.408,53.061,0,0.510,574128128,617172992,89538560,2763890688,18901,1944,0,0,0,0,1613,6125,1.160,1.260,1.200,1,0,78,0,0,16,3,0,5,0
01-04 21:30:38,24,26,38,10,2,584224768,607047680,89538560,2763886592,16827,2160,0,1314816,0,2,1426,3330,1.160,1.260,1.200,1,1,300,0,0,16,5,0,7,0
01-04 21:30:39,23.737,3.030,44.949,28.283,0,595890176,595116032,89546752,2764144640,17335,2160,12288,33296384,3,33,566,764,1.160,1.260,1.200,0,1,0,0,0,16,5,0,7,0
01-04 21:30:40,7.035,1.005,38.191,53.769,0,597753856,592764928,89628672,2764550144,19194,2160,692224,294912,58,2,531,870,1.230,1.270,1.210,0,1,0,0,0,16,5,0,7,0
01-04 21:30:41,7.463,0.995,47.761,43.781,0,599994368,590069760,89792512,2764840960,17920,1944,401408,0,67,0,484,837,1.230,1.270,1.210,1,1,0,0,0,16,5,0,7,0
01-04 21:30:42,14.286,2.041,47.959,34.694,1.020,610570240,578924544,89972736,2765230080,17227,2160,487424,0,69,0,485,852,1.230,1.270,1.210,0,1,0,0,0,16,5,0,7,0
01-04 21:30:43,27.363,1.990,48.259,21.891,0.498,619786240,569229312,89976832,2765697024,17351,2160,450560,0,34,0,534,712,1.230,1.270,1.210,0,1,0,0,0,16,5,0,7,0
01-04 21:30:44,6.030,2.010,49.246,42.714,0,622252032,566464512,89976832,2765991936,16353,2160,200704,45056,16,7,371,601,1.230,1.270,1.210,0,2,0,0,0,16,5,0,7,0
01-04 21:30:45,2,1,5,92,0,622342144,566366208,89980928,2765996032,10304,2160,16384,118784,2,24,371,538,1.450,1.320,1.220,0,5,0,0,0,16,5,0,7,0
01-04 21:30:46,3.030,1.010,0,94.949,1.010,623022080,565575680,89985024,2766098432,16294,1944,8192,794624,1,38,403,565,1.450,1.320,1.220,0,3,0,0,0,16,5,0,7,0
01-04 21:30:47,2.488,0.498,0,96.517,0.498,623116288,565477376,89985024,2766102528,16116,2160,0,110592,0,11,357,618,1.450,1.320,1.220,0,3,0,0,0,16,5,0,7,0
01-04 21:30:48,2.030,1.015,0,96.447,0.508,623267840,565288960,89989120,2766135296,16414,1944,0,512000,0,20,408,676,1.450,1.320,1.220,1,3,2,0,0,16,5,0,7,0
01-04 21:30:49,15.920,1.493,7.960,74.129,0.498,630886400,557539328,89989120,2766249984,17003,1944,4096,1490944,1,23,471,665,1.450,1.320,1.220,0,2,0,0,0,16,5,0,7,0
01-04 21:30:50,18.782,4.061,22.843,54.315,0,641470464,546340864,90001408,2766811136,17279,2160,94208,2572288,8,51,582,778,1.660,1.360,1.240,1,0,0,0,0,16,5,0,7,0
01-04 21:30:51,20.707,5.556,30.303,42.424,1.010,648261632,538996736,90025984,2767265792,17481,1782,106496,987136,9,12,548,1240,1.660,1.360,1.240,0,1,0,0,0,16,7,0,7,0
01-04 21:30:52,10,3.500,45,41.500,0,658006016,528920576,90124288,2767474688,16487,2160,0,606208,0,41,569,1119,1.660,1.360,1.240,0,1,0,0,0,16,7,0,7,0
01-04 21:30:53,2.513,1.508,46.231,49.749,0,658190336,528551936,90202112,2767581184,4113,2106,0,421888,0,31,368,784,1.660,1.360,1.240,0,1,0,0,0,16,7,0,7,0
01-04 21:30:54,2.500,1,46.500,49.500,0.500,658182144,528228352,90333184,2767753216,4438,2160,0,765952,0,49,451,896,1.660,1.360,1.240,0,1,0,0,0,16,7,0,7,0
01-04 21:30:55,2.525,0.505,47.980,48.990,0,658219008,527945728,90447872,2767880192,5308,2160,0,643072,0,44,420,841,1.600,1.350,1.240,0,1,0,0,0,16,7,0,7,0
01-04 21:30:56,2.030,0.508,36.041,60.914,0.508,658505728,527499264,90537984,2767949824,5877,1944,0,471040,0,33,432,839,1.600,1.350,1.240,0,1,0,0,0,16,7,0,7,0
01-04 21:30:57,2.985,1.493,41.294,54.229,0,658706432,527138816,90624000,2768015360,8643,1944,0,462848,0,36,450,830,1.600,1.350,1.240,0,1,0,0,0,16,7,0,7,0
01-04 21:30:58,1.523,0.508,46.193,51.269,0.508,658919424,526610432,90734592,2768191488,6236,2160,0,659456,0,44,461,929,1.600,1.350,1.240,0,1,2,0,0,16,7,0,7,0
01-04 21:30:59,2.513,1.508,47.236,48.744,0,659279872,526012416,90861568,2768293888,5179,1944,0,815104,0,53,475,882,1.600,1.350,1.240,0,1,0,0,0,16,7,0,7,0
01-04 21:31:00,3.015,1.005,47.739,47.236,1.005,659386368,525520896,91021312,2768515072,4908,1944,0,815104,0,60,504,965,1.640,1.360,1.240,0,1,0,0,0,16,7,0,6,0
01-04 21:31:01,1.523,1.523,18.782,78.173,0,660471808,524337152,91058176,2768527360,5219,2160,0,8138752,0,113,428,665,1.640,1.360,1.240,0,2,0,0,0,16,7,0,6,0
01-04 21:31:02,2.513,0.503,44.221,52.261,0.503,659484672,525320192,91062272,2768527360,3943,1944,0,2711552,0,99,436,636,1.640,1.360,1.240,0,3,0,0,0,16,7,0,6,0
01-04 21:31:03,1.515,0.505,37.374,60.606,0,659292160,525361152,91140096,2768601088,10439,2160,0,1478656,0,61,455,771,1.640,1.360,1.240,0,1,0,0,0,16,7,0,6,0
01-04 21:31:04,6.566,5.051,37.374,50.505,0.505,659898368,524595200,91283456,2768617472,16752,2052,0,602112,0,55,596,1138,1.640,1.360,1.240,0,1,0,0,0,16,7,0,6,0
01-04 21:31:05,7.463,6.965,32.338,52.239,0.995,660115456,524091392,91439104,2768740352,18494,2268,0,598016,0,59,625,1181,1.670,1.380,1.250,0,3,0,0,0,16,7,0,6,0
01-04 21:31:06,7.035,5.025,42.211,45.729,0,660824064,523071488,91643904,2768842752,15266,1986,0,835584,0,81,653,1446,1.670,1.380,1.250,0,1,0,0,0,16,7,0,6,0
01-04 21:31:07,8.163,6.122,41.837,43.878,0,660799488,522719232,91840512,2768998400,17933,2160,0,790528,0,77,692,1505,1.670,1.380,1.250,0,1,0,0,0,16,7,0,6,0
01-04 21:31:08,2.010,1.005,47.236,49.246,0.503,661196800,522231808,91873280,2769055744,18131,1944,0,901120,0,51,465,737,1.670,1.380,1.250,0,1,2,0,0,16,7,0,6,0
01-04 21:31:09,6.533,3.518,43.216,46.231,0.503,661331968,521830400,92106752,2769080320,12159,2160,0,983040,0,90,622,1304,1.670,1.380,1.250,0,1,0,0,0,16,7,0,6,0
01-04 21:31:10,2.020,1.515,44.949,51.010,0.505,661782528,521351168,92225536,2768990208,16662,1944,0,647168,0,47,467,947,1.690,1.390,1.250,1,1,0,0,0,16,7,0,6,0
01-04 21:31:11,8.543,7.538,44.221,37.688,2.010,661843968,520925184,92459008,2769096704,16807,1944,0,1191936,0,95,673,1435,1.690,1.390,1.250,1,1,0,0,0,16,7,0,6,0
