"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","10 Jan 2020 14:07:31 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
10-01 14:07:31,5.949,1.828,85.339,6.496,0.389,474808320,516403200,113373184,2791079936,0,0,59761.392,1030489.963,3.240,12.258,419.280,507.550,1.450,1.270,1.110,3,1,8.059,0,0,14,3,0,4,0
10-01 14:07:32,21.891,33.333,26.368,13.930,4.478,474890240,515391488,113389568,2791981056,8193,2700,323584,720896,3,28,1838,4532,1.450,1.270,1.110,2,0,261,0,0,14,3,0,4,0
10-01 14:07:33,29,31,37,0,3,474894336,515252224,113389568,2791907328,3919,2160,0,16384,0,4,2536,4998,1.450,1.270,1.110,2,0,208,0,0,14,3,0,4,0
10-01 14:07:34,24.365,28.426,46.701,0,0.508,605122560,384675840,113389568,2919952384,5389,2430,0,0,0,0,3006,6547,1.340,1.250,1.100,3,0,196,0,0,16,5,0,4,0
10-01 14:07:35,30.542,20.197,43.350,0.493,5.419,616771584,372887552,113401856,2920071168,438614,2322,20480,0,1,0,1022,2260,1.340,1.250,1.100,2,0,155,0,0,16,5,0,6,0
10-01 14:07:36,26.289,4.124,48.454,20.103,1.031,634277888,354189312,113537024,2921127936,6782,2808,1126400,0,111,0,887,1087,1.340,1.250,1.100,2,0,0,0,0,16,5,0,6,0
10-01 14:07:37,19,3.500,7.500,69.500,0.500,646782976,341495808,113553408,2921201664,5757,2836,45056,25198592,7,33,581,910,1.340,1.250,1.100,1,2,0,0,0,16,5,0,6,0
10-01 14:07:38,20.500,1,22,56.500,0,650547200,337588224,113561600,2921308160,5617,2700,114688,10387456,10,13,518,837,1.340,1.250,1.100,1,1,0,0,0,16,5,0,6,0
10-01 14:07:39,6.091,1.523,47.716,43.655,1.015,653651968,333910016,113561600,2921869312,3884,2430,540672,0,34,0,519,796,1.310,1.250,1.100,2,0,0,0,0,16,5,0,6,0
10-01 14:07:40,24.121,4.523,47.236,23.618,0.503,670441472,316289024,113577984,2922528768,5573,2700,380928,0,16,0,540,847,1.310,1.250,1.100,1,1,0,0,0,16,5,0,6,0
10-01 14:07:41,32.323,9.091,38.384,20.202,0,683020288,302657536,113602560,2923429888,4647,2430,147456,569344,14,3,887,1322,1.310,1.250,1.100,3,1,0,0,0,16,7,0,6,0
10-01 14:07:42,9.091,6.061,39.899,42.929,2.020,692850688,292352000,113704960,2923782144,4091,2430,0,1171456,0,43,644,1124,1.310,1.250,1.100,1,1,0,0,0,16,7,0,6,0
10-01 14:07:43,2.010,2.010,48.241,47.236,0.503,692957184,291958784,113807360,2923945984,4895,2430,0,696320,0,46,537,979,1.310,1.250,1.100,1,1,0,0,0,16,7,0,6,0
10-01 14:07:44,1.538,1.026,48.718,47.692,1.026,693248000,291471360,113909760,2924032000,6065,2430,0,561152,0,38,503,959,1.280,1.240,1.100,1,2,0,0,0,16,7,0,6,0
10-01 14:07:45,3.448,1.970,45.320,48.276,0.985,693624832,290902016,113987584,2924146688,5425,2160,0,438272,0,31,521,995,1.280,1.240,1.100,1,1,2,0,0,16,7,0,6,0
10-01 14:07:46,2.030,2.538,48.223,45.685,1.523,693714944,290619392,114065408,2924261376,6143,2700,0,667648,0,46,607,1111,1.280,1.240,1.100,1,1,0,0,0,16,7,0,6,0
