-- Logs begin at Wed 2020-04-01 17:52:26 UTC, end at Wed 2020-04-01 19:49:40 UTC. --
Apr 01 18:39:32 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 18:39:33 ubuntu dstat.sh[1744]: [286B blob data]
Apr 01 18:39:33 ubuntu dstat.sh[1744]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 18:39:33 ubuntu dstat.sh[1744]: 01-04 18:39:33| 15   4  54  25   1| 423M  728M 87.0M 2501M|   0     0 | 165k 2803k|9.37  32.4 | 697  1216 |1.68 1.32 1.28|1.0   0  23|   0     0 |systemd              1    0.4%   0    0 |bash                 4317 2189k2034k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 18:39:34 ubuntu dstat.sh[1744]: 01-04 18:39:34| 21  36  40   1   2| 424M  727M 87.0M 2501M|4233B 2160B| 280k  116k|4.00  9.00 |1688  3848 |1.68 1.32 1.28|1.0   0 399|   0     0 |bash                 4317 7.5%1515k  25k|bash                 4317 1515k  25k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 18:39:35 ubuntu dstat.sh[1744]: 01-04 18:39:35| 29  32  39   0   0| 423M  727M 87.0M 2502M|3260B 2160B|   0    24k|   0  6.00 |1531  5785 |1.62 1.32 1.28|2.0   0 281|   0     0 |systemd              1    9.5%   0    0 |bash                 4317 2137k  18k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 18:39:36 ubuntu dstat.sh[1744]: 01-04 18:39:36| 32  29  38   0   1| 505M  645M 87.0M 2581M|4404B 1944B|   0  8192B|   0  2.00 |1726  7092 |1.62 1.32 1.28|3.0   0 156|   0     0 |systemd              1     20%   0    0 |bash                 4317  868k6068B1.5%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 01 18:39:37 ubuntu dstat.sh[1744]: 01-04 18:39:37|  4   6  90   0   0| 548M  602M 87.0M 2624M|3872B 2160B|   0    44k|   0  1.00 | 575  1115 |1.62 1.32 1.28|3.0   0  46|   0     0 |python2              1687 1.0%1109B1776B|bash                 4317  194k3518B0.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 01 18:39:38 ubuntu dstat.sh[1744]: 01-04 18:39:38| 31  23  45   0   1| 559M  591M 87.0M 2624M|3549B 2160B|   0     0 |   0     0 |1450  2851 |1.62 1.32 1.28|1.0   0 250|   0     0 |keystone-manage      3139  20%2259k  81k|keystone-manage      3139 2259k  81k 20%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 18:39:39 ubuntu dstat.sh[1744]: 01-04 18:39:39| 35   5  48  12   1| 580M  568M 87.6M 2625M|7384B 2052B|1804k  180k| 259  2.00 | 730  1527 |1.62 1.32 1.28|1.0   0 2.0|   0     0 |keystone-manage      3139  38%5328k  46k|keystone-manage      3139 5328k  46k 38%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 18:39:40 ubuntu dstat.sh[1744]: 01-04 18:39:40| 42   3  47   6   1| 598M  549M 87.6M 2626M|3823B 2052B| 660k    0 |53.0     0 | 680   850 |1.57 1.31 1.28|1.0   0   0|   0     0 |keystone-manage      3139  44%4995k 107k|keystone-manage      3139 4995k 107k 44%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 18:39:41 ubuntu dstat.sh[1744]: 01-04 18:39:41| 44   8  38   8   3| 618M  528M 87.7M 2627M|4270B 1944B| 192k    0 |16.0     0 | 676  1416 |1.57 1.31 1.28|1.0 1.0   0|   0     0 |keystone-manage      3139  38%4001k 495k|keystone-manage      3139 4001k 495k 38%|mysqld       177M|   0     0 |  16    7    0    7    0
Apr 01 18:39:42 ubuntu dstat.sh[1744]: 01-04 18:39:42|  4   4  15  78   1| 618M  528M 87.7M 2627M|3853B 1674B|  80k 1400k|1.00  9.00 | 388   670 |1.57 1.31 1.28|  0 2.0   0|   0     0 |python2              1687 4.5%  27k  30k|python2              1687   27k  30k4.5%|mysqld       177M|   0     0 |  16    7    0    7    0
