-- Logs begin at Thu 2020-03-26 21:56:21 UTC, end at Fri 2020-03-27 01:18:51 UTC. --
Mar 27 00:29:54 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 27 00:29:54 ubuntu dstat.sh[13919]: [286B blob data]
Mar 27 00:29:54 ubuntu dstat.sh[13919]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 27 00:29:54 ubuntu dstat.sh[13919]: 27-03 00:29:54|  5   2  86   6   1| 422M  498M  114M 2681M|   0     0 |  63k 1032k|3.86  10.8 | 287   429 |1.12 1.17 1.15|2.0   0 8.5|   0     0 |systemd              1    0.1%   0    0 |bash                 15610 739k 687k0.1%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 27 00:29:55 ubuntu dstat.sh[13919]: 27-03 00:29:55| 21  37  38   0   3| 423M  497M  114M 2681M|3786B 2160B| 228k  120k|3.00  7.00 |1392  3545 |1.12 1.17 1.15|1.0   0 375|   0     0 |bash                 156107.5%1033k  23k|bash                 156101033k  23k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 27 00:29:56 ubuntu dstat.sh[13919]: 27-03 00:29:56| 23  34  39   0   4| 424M  496M  114M 2681M|5625B 1944B|   0    24k|   0  6.00 |1276  3376 |1.11 1.17 1.15|2.0   0 244|   0     0 |systemd              1    6.5%   0    0 |bash                 156101890k  15k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 27 00:29:57 ubuntu dstat.sh[13919]: 27-03 00:29:57| 21  28  34   0  17| 424M  495M  114M 2681M|4557B 2160B|  52k  456k|1.00  12.0 |1359  3868 |1.11 1.17 1.15|1.0   0 208|   0     0 |systemd              1    7.5%   0    0 |bash                 156101418k  13k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Mar 27 00:29:58 ubuntu dstat.sh[13919]: 27-03 00:29:58| 26  28  41   0   6| 548M  371M  114M 2803M|3943B 1998B|   0     0 |   0     0 |2065  4598 |1.11 1.17 1.15|3.0   0 164|   0     0 |systemd              1     17%   0    0 |bash                 15610 487k6970B3.0%|mysqld       173M|   0     0 |  16    5    0    5    0
Mar 27 00:29:59 ubuntu dstat.sh[13919]: 27-03 00:29:59| 27  21  42   0  10| 559M  359M  114M 2803M|5278B 2106B|   0     0 |   0     0 |1100  2311 |1.11 1.17 1.15|1.0   0 182|   0     0 |keystone-manage      15314 20%2263k  81k|keystone-manage      153142263k  81k 20%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 27 00:30:00 ubuntu dstat.sh[13919]: 27-03 00:30:00| 34   5  43  14   4| 576M  342M  114M 2804M|5544B 2052B|1132k  208k| 116  2.00 | 844  1073 |1.11 1.17 1.15|1.0   0 2.0|   0     0 |keystone-manage      15314 38%4277k  42k|keystone-manage      153144277k  42k 38%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 27 00:30:01 ubuntu dstat.sh[13919]: 27-03 00:30:01| 35   5  40   9  12| 591M  327M  114M 2804M|5645B 2052B| 108k    0 |18.0     0 | 654   753 |1.10 1.16 1.15|2.0   0   0|   0     0 |keystone-manage      15314 40%3608k4345B|keystone-manage      153143608k4345B 40%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 27 00:30:02 ubuntu dstat.sh[13919]: 27-03 00:30:02| 12   4  16  48  19| 598M  318M  114M 2805M|  10k 1944B| 524k 9064k|31.0  21.0 | 699   862 |1.10 1.16 1.15|1.0 1.0   0|   0     0 |keystone-manage      15314 23%2083k 107k|keystone-manage      153142083k 107k 23%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 27 00:30:03 ubuntu dstat.sh[13919]: 27-03 00:30:03| 28   5  39   9  19| 614M  301M  114M 2806M|6489B 2160B|  92k   21M|8.00   100 | 862   856 |1.10 1.16 1.15|1.0   0   0|   0     0 |keystone-manage      15314 39%3901k 259k|keystone-manage      153143901k 259k 39%|mysqld       173M|   0     0 |  16    5    0    7    0
