-- Logs begin at Sat 2020-03-07 11:19:13 UTC, end at Sat 2020-03-07 12:50:01 UTC. --
Mar 07 11:59:51 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 07 11:59:51 ubuntu dstat.sh[2119]: [286B blob data]
Mar 07 11:59:51 ubuntu dstat.sh[2119]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 07 11:59:51 ubuntu dstat.sh[2119]: 07-03 11:59:51| 19   5  55  21   1| 449M  408M  110M 2746M|   0     0 | 252k 3923k|12.0  39.3 | 900  1522 |1.13 1.12 1.08|2.0   0  27|   0     0 |systemd              1    0.4%   0    0 |bash                 3525 2664k2448k0.2%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 07 11:59:52 ubuntu dstat.sh[2119]: 07-03 11:59:52| 20  39  38   1   2| 450M  406M  110M 2746M|6224B 2160B|   0   136k|   0  10.0 |1484  3995 |1.12 1.12 1.08|2.0   0 421|   0     0 |bash                 3525 7.0%1815k  27k|bash                 3525 1815k  27k7.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 07 11:59:53 ubuntu dstat.sh[2119]: 07-03 11:59:53| 22  32  38   0   8| 450M  406M  110M 2746M|4797B 2160B|   0    20k|   0  5.00 |1328  4585 |1.12 1.12 1.08|2.0   0 262|   0     0 |systemd              1    9.0%   0    0 |bash                 3525 1841k  16k3.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 07 11:59:54 ubuntu dstat.sh[2119]: 07-03 11:59:54| 29  31  39   0   2| 575M  281M  110M 2868M|4174B 2106B|   0  8192B|   0  2.00 |2235  7254 |1.12 1.12 1.08|  0   0 156|   0     0 |systemd              1     20%   0    0 |bash                 3525  863k5912B1.5%|mysqld       173M|   0     0 |  15    3    0    4    0
Mar 07 11:59:55 ubuntu dstat.sh[2119]: 07-03 11:59:55| 10  22  67   0   1| 575M  280M  110M 2868M|4695B 2160B|   0     0 |   0     0 |1231  2945 |1.12 1.12 1.08|1.0   0 256|   0     0 |bash                 3525 4.5% 500k  15k|bash                 3525  500k  15k4.5%|mysqld       173M|   0     0 |  15    5    0    5    2
Mar 07 11:59:56 ubuntu dstat.sh[2119]: 07-03 11:59:56| 41   8  47   5   1| 597M  259M  110M 2868M|4267B 1998B| 180k    0 |9.00     0 | 850  1142 |1.12 1.12 1.08|  0 1.0  39|   0     0 |keystone-manage      3514  40%5190k  81k|keystone-manage      3514 5190k  81k 40%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 07 11:59:57 ubuntu dstat.sh[2119]: 07-03 11:59:57| 26   3  43  27   2| 610M  244M  110M 2869M|3453B 2160B| 972k  268k| 109  2.00 | 744   973 |1.19 1.13 1.09|  0 1.0   0|   0     0 |keystone-manage      3514  27%2933k  46k|keystone-manage      3514 2933k  46k 27%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 07 11:59:58 ubuntu dstat.sh[2119]: 07-03 11:59:58| 41   3  48   8   0| 627M  226M  110M 2870M|5186B 2160B| 616k    0 |48.0     0 | 720   827 |1.19 1.13 1.09|1.0   0   0|   0     0 |keystone-manage      3514  42%4423k 107k|keystone-manage      3514 4423k 107k 42%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 07 11:59:59 ubuntu dstat.sh[2119]: 07-03 11:59:59| 44  11  35  10   0| 649M  203M  110M 2871M|5524B 2160B| 188k 1088k|15.0  12.0 | 955  1676 |1.19 1.13 1.09|1.0 1.0 2.0|   0     0 |keystone-manage      3514  37%4650k 494k|keystone-manage      3514 4650k 494k 37%|mysqld       177M|   0     0 |  15    7    0    6    0
Mar 07 12:00:00 ubuntu dstat.sh[2119]: 07-03 12:00:00| 10   4  45  41   1| 658M  193M  110M 2871M|4718B 2160B|   0  1612k|   0   118 | 848  1685 |1.19 1.13 1.09|  0 2.0   0|   0     0 |keystone-manage      3514 5.0%  38k  53k|keystone-manage      3514   38k  53k5.0%|mysqld       186M|   0     0 |  15    7    0    6    0
Mar 07 12:00:01 ubuntu dstat.sh[2119]: 07-03 12:00:01|  2   1  36  62   0| 658M  193M  110M 2871M|5344B 2160B|   0  1348k|   0   167 | 544   698 |1.19 1.13 1.09|  0 2.0   0|   0     0 |mysqld               1391 0.5%   0    0 |python2              2199   14k 908B  0%|mysqld       186M|   0     0 |  15    7    0    6    0
Mar 07 12:00:02 ubuntu dstat.sh[2119]: 07-03 12:00:02|  3   1  47  48   1| 658M  193M  111M 2872M|6364B 2160B|   0  1404k|   0   112 | 745  1366 |1.33 1.17 1.10|1.0 2.0   0|   0     0 |jbd2/vda1-8          304  0.5%   0    0 |python2              2199   14k 453B0.5%|mysqld       186M|   0     0 |  15    7    0    6    0
Mar 07 12:00:03 ubuntu dstat.sh[2119]: 07-03 12:00:03|  5   2  47  46   1| 659M  191M  111M 2872M|4205B 1944B|   0  2000k|   0   146 | 799  1721 |1.33 1.17 1.10|  0 1.0   0|   0     0 |mysqld               1391 1.5%   0    0 |python2              2199   14k 465B0.5%|mysqld       187M|   0     0 |  15    7    0    6    0
Mar 07 12:00:04 ubuntu dstat.sh[2119]: 07-03 12:00:04|  7   3  43  45   1| 660M  190M  111M 2872M|4494B 2160B|   0  1728k|   0   152 | 883  1963 |1.33 1.17 1.10|  0 1.0   0|   0     0 |mysqld               1391 8.0%   0    0 |python2              2199   14k 465B  0%|mysqld       188M|   0     0 |  15    7    0    6    0
Mar 07 12:00:05 ubuntu dstat.sh[2119]: 07-03 12:00:05| 12   9  44  35   1| 661M  189M  112M 2872M|5275B 2160B|   0  1364k|   0   149 | 857  2395 |1.33 1.17 1.10|  0 1.0   0|   0     0 |mysqld               1391  17%   0    0 |python2              2199   14k 466B  0%|mysqld       188M|   0     0 |  15    7    0    6    0
Mar 07 12:00:06 ubuntu dstat.sh[2119]: 07-03 12:00:06|  7  10  46  37   1| 661M  188M  112M 2872M|6650B 1944B|   0  1696k|   0   140 | 697  1761 |1.33 1.17 1.10|  0 1.0   0|   0     0 |mysqld               1391  14%   0    0 |python2              2199   14k 454B  0%|mysqld       189M|   0     0 |  15    7    0    6    0
Mar 07 12:00:07 ubuntu dstat.sh[2119]: 07-03 12:00:07| 12  10  30  47   2| 662M  187M  112M 2872M|5298B 2160B|   0  1392k|   0   124 | 758  1680 |1.39 1.18 1.10|  0 1.0   0|   0     0 |mysqld               1391  20%   0    0 |python2              2199   14k 466B0.5%|mysqld       189M|   0     0 |  15    7    0    6    0
Mar 07 12:00:08 ubuntu dstat.sh[2119]: 07-03 12:00:08| 10  10  33  43   4| 662M  186M  112M 2872M|5742B 2160B|   0  1184k|   0   104 | 804  1774 |1.39 1.18 1.10|  0 1.0   0|   0     0 |mysqld               1391  16%   0    0 |python2              2199   14k 465B  0%|mysqld       190M|   0     0 |  15    7    0    6    0
Mar 07 12:00:09 ubuntu dstat.sh[2119]: 07-03 12:00:09| 13   6  42  39   1| 663M  185M  112M 2872M|6140B 1944B|   0  1020k|   0  75.0 | 841  1690 |1.39 1.18 1.10|1.0 1.0 2.0|   0     0 |mysqld               1391  11%   0    0 |python2              2199   14k 471B  0%|mysqld       190M|   0     0 |  15    7    0    6    0
Mar 07 12:00:10 ubuntu dstat.sh[2119]: 07-03 12:00:10|  9   8  38  41   5| 663M  185M  113M 2873M|4442B 2160B|   0  1512k|   0   111 | 838  1679 |1.39 1.18 1.10|  0 1.0   0|   0     0 |mysqld               1391  15%   0    0 |python2              2199   14k 461B0.5%|mysqld       191M|   0     0 |  15    7    0    6    0
Mar 07 12:00:11 ubuntu dstat.sh[2119]: 07-03 12:00:11|  5   6  46  37   5| 664M  118M  113M 2937M|5330B 2106B|   0    41M|   0  95.0 | 781  1428 |1.39 1.18 1.10|  0 1.0   0|   0     0 |mysqld               1391 6.0%   0    0 |python2              2199   14k 465B  0%|mysqld       192M|   0     0 |  15    7    0    6    0
Mar 07 12:00:12 ubuntu dstat.sh[2119]: 07-03 12:00:12|  2   2  48  47   2| 665M  117M  113M 2937M|3369B 1998B|   0    27M|   0   101 | 620  1094 |1.36 1.18 1.10|  0 1.0   0|   0     0 |mysqld               1391 1.0%   0    0 |python2              2199   14k 466B  0%|mysqld       192M|   0     0 |  15    7    0    6    0
Mar 07 12:00:13 ubuntu dstat.sh[2119]: 07-03 12:00:13|  6   4  47  42   2| 665M  116M  113M 2937M|4240B 2106B|   0  1868k|   0   143 | 899  1786 |1.36 1.18 1.10|  0 1.0   0|   0     0 |mysqld               1391 4.0%   0    0 |python2              2199   14k 461B0.5%|mysqld       192M|   0     0 |  15    7    0    6    0
Mar 07 12:00:14 ubuntu dstat.sh[2119]: 07-03 12:00:14|  6   6  44  39   4| 666M  115M  114M 2937M|4123B 1998B|   0  1512k|   0   128 | 946  1941 |1.36 1.18 1.10|1.0   0   0|   0     0 |mysqld               1391 7.5%   0    0 |python2              2199   14k 453B  0%|mysqld       193M|   0     0 |  15    7    0    6    0
Mar 07 12:00:15 ubuntu dstat.sh[2119]: 07-03 12:00:15|  8   5  40  45   2| 666M  114M  114M 2938M|  10k 2160B|   0  1464k|   0   116 |1042  1868 |1.36 1.18 1.10|1.0 1.0   0|   0     0 |mysqld               1391 9.0%   0    0 |python2              2199   14k 473B  0%|mysqld       193M|   0     0 |  15    7    0    6    0
Mar 07 12:00:16 ubuntu dstat.sh[2119]: 07-03 12:00:16| 14  15  33  36   2| 666M  113M  114M 2938M|6399B 2160B|   0  1608k|   0   146 |1168  2440 |1.36 1.18 1.10|1.0   0   0|   0     0 |mysqld               1391  25%   0    0 |python2              2199   14k 468B0.5%|mysqld       193M|   0     0 |  15    7    0    5    0
Mar 07 12:00:17 ubuntu dstat.sh[2119]: 07-03 12:00:17|  9   5  43  41   2| 667M  112M  114M 2938M|4672B 1944B|   0  1456k|   0   109 | 993  2049 |1.41 1.19 1.11|  0 1.0   0|   0     0 |mysqld               1391 6.5%   0    0 |python2              2199   14k 465B  0%|mysqld       193M|   0     0 |  15    7    0    5    0
Mar 07 12:00:18 ubuntu dstat.sh[2119]: 07-03 12:00:18| 16  12  25  41   5| 667M  112M  114M 2938M|3893B 2160B|   0  1672k|   0   123 |1052  2043 |1.41 1.19 1.11|  0 1.0   0|   0     0 |mysqld               1391  26%   0    0 |python2              2199   14k 468B  0%|mysqld       194M|   0     0 |  15    7    0    5    0
Mar 07 12:00:19 ubuntu dstat.sh[2119]: 07-03 12:00:19|  9   8  37  38   7| 668M  111M  115M 2938M|4247B 2160B|   0  1776k|   0   135 |1108  2016 |1.41 1.19 1.11|  0 1.0   0|   0     0 |mysqld               1391  12%   0    0 |python2              2199   14k 466B  0%|mysqld       194M|   0     0 |  15    7    0    5    0
Mar 07 12:00:20 ubuntu dstat.sh[2119]: 07-03 12:00:20|  9   9  41  38   4| 668M  110M  115M 2938M|5999B 1944B|   0  1376k|   0   113 | 867  1731 |1.41 1.19 1.11|  0 1.0 2.0|   0     0 |mysqld               1391  15%   0    0 |python2              2199   14k 471B0.5%|mysqld       194M|   0     0 |  15    7    0    5    0
Mar 07 12:00:21 ubuntu dstat.sh[2119]: 07-03 12:00:21|  8   7  38  43   5| 668M  110M  115M 2938M|5412B 2160B|   0  1816k|   0   118 | 968  1959 |1.41 1.19 1.11|  0 1.0   0|   0     0 |mysqld               1391  12%   0    0 |python2              2199   14k 453B  0%|mysqld       194M|   0     0 |  15    7    0    5    0
Mar 07 12:00:22 ubuntu dstat.sh[2119]: 07-03 12:00:22|  9   5  20  66   1| 668M  110M  115M 2938M|5724B 2160B|   0  2640k|   0   159 | 990  2014 |1.62 1.24 1.12|  0 3.0   0|   0     0 |mysqld               1391 7.5%   0    0 |python2              2199   14k 465B  0%|mysqld       194M|   0     0 |  15    7    0    5    0
Mar 07 12:00:23 ubuntu dstat.sh[2119]: 07-03 12:00:23|  9   6  14  72   0| 668M  109M  116M 2938M|5329B 2202B|   0  1800k|   0   109 | 678  1243 |1.62 1.24 1.12|  0 1.0   0|   0     0 |mysqld               1391  11%   0    0 |python2              2199   14k 461B0.5%|mysqld       194M|   0     0 |  15    7    0    5    0
Mar 07 12:00:24 ubuntu dstat.sh[2119]: 07-03 12:00:24| 12   8  37  44   1| 668M  109M  116M 2938M|5325B 2160B|   0  1696k|   0   118 | 874  2135 |1.62 1.24 1.12|  0 2.0   0|   0     0 |mysqld               1391  13%   0    0 |python2              2199   14k 460B  0%|mysqld       195M|   0     0 |  15    7    0    5    0
Mar 07 12:00:25 ubuntu dstat.sh[2119]: 07-03 12:00:25|  9  11  40  39   1| 669M  108M  116M 2938M|5683B 2160B|   0  1428k|   0   102 | 664  1639 |1.62 1.24 1.12|1.0 1.0   0|   0     0 |mysqld               1391  17%   0    0 |python2              2199   14k 460B  0%|mysqld       195M|   0     0 |  15    7    0    5    0
Mar 07 12:00:26 ubuntu dstat.sh[2119]: 07-03 12:00:26| 14  12  46  28   1| 669M  108M  116M 2938M|4895B 2160B|   0  1444k|   0   109 | 772  1589 |1.62 1.24 1.12|  0 1.0   0|   0     0 |mysqld               1391  22%   0    0 |python2              2199   14k 463B  0%|mysqld       195M|   0     0 |  15    7    0    5    0
Mar 07 12:00:27 ubuntu dstat.sh[2119]: 07-03 12:00:27| 29  18  27  26   0| 669M  106M  116M 2939M|6149B 1944B|   0  1212k|   0  69.0 | 875  2190 |1.65 1.25 1.13|1.0 1.0   0|   0     0 |python2              1515  26% 199k 217k|python3.6            7461  266k 540k3.5%|mysqld       196M|   0     0 |  15    7    0    5    0
