"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","18 Mar 2020 10:06:43 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
18-03 10:06:43,14.922,4.123,60.235,19.680,1.039,439304192,1024688128,149262336,2307031040,0,0,146411.812,2813577.968,6.881,32.145,704.753,1178.583,1.360,0.940,0.930,2,0,21.975,0,0,14,3,0,4,0
18-03 10:06:44,18.137,30.392,36.765,12.745,1.961,440078336,1023279104,149266432,2307375104,6255,2160,245760,1310720,6,57,1341,3438,1.360,0.940,0.930,2,0,351,0,0,14,3,0,4,0
18-03 10:06:45,23.737,36.364,38.889,0.505,0.505,441159680,1022164992,149266432,2307403776,4758,2160,0,700416,0,39,1612,4192,1.360,0.940,0.930,1,0,302,0,0,14,3,0,4,0
18-03 10:06:46,32.323,30.303,37.374,0,0,440991744,1022066688,149266432,2307637248,4946,2160,81920,16384,1,4,1646,6251,1.410,0.960,0.940,1,0,218,0,0,14,3,0,4,0
18-03 10:06:47,17.347,31.122,51.531,0,0,571375616,891269120,149266432,2435682304,5026,2160,0,0,0,0,1851,4881,1.410,0.960,0.940,2,0,297,0,0,16,5,0,6,0
18-03 10:06:48,39.196,7.538,47.739,5.025,0.503,594079744,867840000,149266432,2436386816,4510,2160,577536,0,33,0,749,1067,1.410,0.960,0.940,0,1,20,0,0,16,5,0,6,0
18-03 10:06:49,38.693,3.518,43.719,14.070,0,614539264,846757888,149270528,2436894720,5030,1944,507904,368640,58,2,730,864,1.410,0.960,0.940,1,0,0,0,0,16,5,0,6,0
18-03 10:06:50,31.282,3.590,1.026,64.103,0,635015168,825106432,149278720,2437885952,6077,2160,638976,17801216,44,118,810,916,1.410,0.960,0.940,1,1,0,0,0,16,5,0,6,0
18-03 10:06:51,33.333,11.616,37.879,16.667,0.505,648110080,810647552,149417984,2438868992,5768,2160,139264,19759104,12,41,752,1632,1.380,0.960,0.940,1,0,0,0,0,16,7,0,6,0
18-03 10:06:52,9.091,5.051,43.434,42.424,0,657604608,800657408,149536768,2439221248,3932,2160,0,1327104,0,89,856,1641,1.380,0.960,0.940,0,1,0,0,0,16,7,0,6,0
18-03 10:06:53,2.525,2.020,47.980,47.475,0,658231296,799559680,149716992,2439491584,5840,2160,0,1548288,0,111,776,1364,1.380,0.960,0.940,0,1,0,0,0,16,7,0,6,0
18-03 10:06:54,3.518,1.005,49.246,46.231,0,658558976,798711808,149852160,2439852032,6921,2160,0,1531904,0,110,673,1318,1.380,0.960,0.940,0,1,0,0,0,16,7,0,6,0
18-03 10:06:55,2,2,49.500,46,0.500,658853888,797978624,149954560,2440183808,4868,1944,0,1032192,0,75,563,1177,1.380,0.960,0.940,0,1,0,0,0,16,7,0,6,0
18-03 10:06:56,6.061,4.040,45.455,44.444,0,659406848,797130752,150089728,2440318976,7264,2160,0,1712128,0,100,665,1584,1.350,0.960,0.940,0,1,0,0,0,16,7,0,6,0
18-03 10:06:57,1.010,0.505,28.283,70.202,0,659628032,796905472,150089728,2440323072,4048,1944,0,0,0,0,365,712,1.350,0.960,0.940,0,2,0,0,0,16,7,0,6,0
18-03 10:06:58,2.525,2.020,34.848,59.596,1.010,660045824,795480064,150151168,2441269248,6324,2160,0,3108864,0,54,528,1286,1.350,0.960,0.940,0,1,2,0,0,16,7,0,6,0
18-03 10:06:59,6.030,3.015,44.724,46.231,0,660213760,795217920,150249472,2441252864,17662,2202,0,3092480,0,104,713,1506,1.350,0.960,0.940,2,0,0,0,0,16,7,0,6,0
18-03 10:07:00,7.500,8,38.500,45.500,0.500,660918272,794071040,150450176,2441494528,4951,1944,0,1400832,0,131,778,2071,1.350,0.960,0.940,1,0,0,0,0,16,7,0,6,0
18-03 10:07:01,6.122,5.102,40.816,47.959,0,661336064,793628672,150593536,2441375744,4870,2160,0,2678784,0,133,728,1638,1.400,0.980,0.940,1,0,0,0,0,16,7,0,6,0
18-03 10:07:02,9.548,10.553,42.211,37.688,0,661745664,793088000,150806528,2441293824,5478,2160,0,1372160,0,117,800,1778,1.400,0.980,0.940,0,1,0,0,0,16,7,0,6,0
18-03 10:07:03,3.483,1.990,47.264,46.766,0.498,661975040,792739840,150904832,2441310208,5620,1944,0,835584,0,62,514,1193,1.400,0.980,0.940,0,1,0,0,0,16,7,0,6,0
18-03 10:07:04,9.596,6.566,42.424,40.909,0.505,663089152,791310336,151093248,2441437184,4873,2160,0,1605632,0,121,949,2083,1.400,0.980,0.940,1,1,0,0,0,16,7,0,6,0
18-03 10:07:05,10.500,9,47,33,0.500,663568384,790573056,151343104,2441437184,5465,2160,0,1908736,0,140,1247,2225,1.400,0.980,0.940,0,1,0,0,0,16,7,0,6,0
18-03 10:07:06,3.046,4.569,32.487,59.391,0.508,664748032,720375808,151400448,2508730368,5339,1944,53248,22888448,1,116,620,1024,1.450,0.990,0.950,0,2,0,0,0,16,7,0,6,0
18-03 10:07:07,2.985,1.990,18.408,76.119,0.498,664879104,720150528,151437312,2508783616,4694,2160,0,52187136,0,100,562,1392,1.450,0.990,0.950,0,1,0,0,0,16,7,0,6,0
18-03 10:07:08,4.545,1.515,47.475,46.465,0,665358336,719081472,151650304,2509123584,5298,1944,0,2228224,0,113,852,1475,1.450,0.990,0.950,0,1,2,0,0,16,7,0,7,0
18-03 10:07:09,4.523,3.015,45.226,46.734,0.503,665853952,718188544,151842816,2509320192,4883,2160,0,1490944,0,128,718,1577,1.450,0.990,0.950,1,1,0,0,0,16,7,0,6,0
18-03 10:07:10,5.025,3.518,45.729,45.729,0,666132480,717365248,152035328,2509651968,4071,2202,0,1585152,0,113,871,1830,1.450,0.990,0.950,0,1,0,0,0,16,7,0,6,0
18-03 10:07:11,5,4.500,46,44,0.500,666558464,716615680,152178688,2509807616,5253,1944,0,1363968,0,125,742,1453,1.410,0.990,0.950,0,2,0,0,0,16,7,0,6,0
18-03 10:07:12,2.500,1,47.500,49,0,666710016,716554240,152223744,2509766656,4471,2160,0,2203648,0,180,594,903,1.410,0.990,0.950,0,1,0,0,0,16,7,0,6,0
18-03 10:07:13,12.438,8.955,38.806,39.303,0.498,666849280,716263424,152457216,2509672448,4804,2160,0,1634304,0,141,1030,2087,1.410,0.990,0.950,0,2,0,0,0,16,7,0,6,0
18-03 10:07:14,6.061,4.545,42.929,46.465,0,667500544,715243520,152604672,2509881344,4147,1944,0,1474560,0,105,852,1574,1.410,0.990,0.950,1,1,0,0,0,16,7,0,6,0
18-03 10:07:15,15.578,8.543,38.693,37.186,0,667516928,715055104,152772608,2509877248,3355,2160,0,1523712,0,108,874,1864,1.410,0.990,0.950,0,1,0,0,0,16,7,0,6,0
18-03 10:07:16,9.137,6.091,41.624,41.117,2.030,667787264,714518528,152952832,2509959168,4710,2160,0,1634304,0,134,995,2021,1.380,0.990,0.950,0,1,0,0,0,16,7,0,6,0
18-03 10:07:17,8.458,6.468,37.313,46.766,0.995,668172288,713940992,153071616,2510028800,5452,2160,0,1257472,0,96,714,1260,1.380,0.990,0.950,0,1,0,0,0,16,7,0,5,0
