"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","19 Mar 2020 15:06:23 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
19-03 15:06:23,14.604,4.120,57.013,22.911,1.352,443383808,300232704,115339264,3027857408,0,0,176801.506,3205590.752,9.105,31.674,706.718,1169.053,1.240,1.040,1.060,1,3,21.389,0,0,13,3,0,4,0
19-03 15:06:24,21.891,31.841,31.841,7.463,6.965,443121664,300306432,115343360,3027894272,4162,1944,0,131072,0,8,1679,3827,1.240,1.040,1.060,1,0,392,0,0,13,3,0,4,0
19-03 15:06:25,22.010,27.751,38.756,0,11.483,443052032,300318720,115343360,3028029440,6542,2160,0,241664,0,7,1385,3835,1.240,1.040,1.060,1,0,231,0,0,13,3,0,4,0
19-03 15:06:26,28.283,32.323,37.879,0,1.515,443424768,299843584,115343360,3027972096,4492,2202,0,12288,0,3,1690,6048,1.240,1.040,1.060,2,0,174,0,0,13,3,0,4,0
19-03 15:06:27,16.915,28.358,49.751,0,4.975,576606208,166146048,115343360,3156172800,4515,2160,0,0,0,0,1699,4082,1.300,1.060,1.060,1,0,310,0,0,15,5,0,6,0
19-03 15:06:28,35.468,8.867,45.813,7.882,1.970,597610496,144592896,115343360,3156709376,5194,2160,524288,0,27,0,643,873,1.300,1.060,1.060,0,1,1,0,0,15,5,0,6,0
19-03 15:06:29,40.099,2.475,45.545,9.901,1.980,617619456,123641856,115482624,3157397504,10453,1998,692224,278528,96,2,744,983,1.300,1.060,1.060,1,0,0,0,0,15,5,0,6,0
19-03 15:06:30,38.889,8.081,37.879,14.646,0.505,641507328,329326592,115503104,2935980032,4741,2160,696320,1548288,53,26,815,1069,1.300,1.060,1.060,2,1,6,0,0,15,5,0,6,0
19-03 15:06:31,25.616,7.882,31.527,30.049,4.926,650985472,318922752,115572736,2936741888,7819,2106,102400,3203072,8,148,993,1351,1.300,1.060,1.060,2,1,0,0,0,15,7,0,6,0
