"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","07 Mar 2020 23:14:16 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
07-03 23:14:16,15.895,4.492,57.522,20.884,1.207,470921216,491630592,117297152,2814283776,0,0,221797.829,3416678.508,10.532,34.037,768.004,1365.102,1.100,1.200,1.170,3,1,23.421,0,0,13,3,0,4,0
07-03 23:14:17,15.049,34.951,38.350,0.485,11.165,471498752,490676224,117313536,2814533632,7369,2160,0,118784,0,8,1512,3606,1.100,1.200,1.170,1,0,379,0,0,13,3,0,4,0
07-03 23:14:18,28.061,31.122,38.776,0,2.041,471519232,490573824,117313536,2814550016,3979,2106,0,9719808,0,14,1796,4735,1.090,1.200,1.170,1,0,281,0,0,13,3,0,4,0
07-03 23:14:19,17.588,20.101,40.704,17.588,4.020,472158208,489897984,117313536,2814648320,4431,2214,0,24727552,0,28,1079,3189,1.090,1.200,1.170,2,0,136,0,0,13,3,0,4,0
07-03 23:14:20,14.573,12.563,70.352,0,2.513,602972160,358703104,117313536,2942603264,3754,1890,0,0,0,0,1115,2732,1.090,1.200,1.170,0,0,46,0,0,15,3,0,4,0
07-03 23:14:21,27.500,25.500,43.500,0,3.500,613789696,347762688,117313536,2942709760,5330,2214,0,0,0,0,1409,3233,1.090,1.200,1.170,1,0,295,0,0,15,5,0,6,0
07-03 23:14:22,30.348,3.483,45.771,17.910,2.488,626421760,334508032,117321728,2943291392,9208,2160,610304,184320,39,2,780,1008,1.090,1.200,1.170,1,0,2,0,0,15,5,0,6,0
07-03 23:14:23,37.186,3.518,47.236,11.055,1.005,646283264,313831424,117452800,2943873024,8889,2160,606208,0,84,0,685,992,1.090,1.190,1.170,1,0,0,0,0,15,5,0,7,0
07-03 23:14:24,39.801,4.478,47.761,7.463,0.498,667918336,291098624,117460992,2944823296,6475,2160,684032,0,50,0,588,873,1.090,1.190,1.170,2,0,0,0,0,15,5,0,7,0
07-03 23:14:25,28.141,10.553,40.201,20.603,0.503,679731200,278052864,117506048,2945798144,8149,2254,102400,1269760,8,20,845,1314,1.090,1.190,1.170,0,1,0,0,0,15,7,0,6,0
07-03 23:14:26,7.179,3.590,47.179,42.051,0,689451008,268058624,117567488,2945978368,6371,2106,0,438272,0,27,686,1118,1.090,1.190,1.170,0,1,0,0,0,15,7,0,6,0
07-03 23:14:27,2.513,1.005,47.739,48.241,0.503,689606656,267743232,117665792,2946039808,4720,2214,0,577536,0,42,536,878,1.090,1.190,1.170,0,1,0,0,0,15,7,0,6,0
07-03 23:14:28,2.513,1.508,47.739,47.236,1.005,690073600,266747904,117862400,2946359296,4503,1944,0,1314816,0,94,743,1186,1.160,1.210,1.180,0,1,0,0,0,15,7,0,6,0
07-03 23:14:29,2.538,2.030,48.223,46.701,0.508,690483200,265781248,118087680,2946674688,4955,2160,0,1466368,0,99,847,1341,1.160,1.210,1.180,0,1,0,0,0,15,7,0,6,0
07-03 23:14:30,2.500,1,46.500,46,4,690696192,265293824,118210560,2946809856,5082,2160,0,700416,0,54,588,988,1.160,1.210,1.180,0,1,0,0,0,15,7,0,6,0
07-03 23:14:31,2.956,3.941,45.320,41.379,6.404,690774016,264724480,118411264,2947072000,4155,1998,0,1347584,0,95,834,1343,1.160,1.210,1.180,0,1,0,0,0,15,7,0,6,0
07-03 23:14:32,10.101,7.576,47.980,33.838,0.505,691875840,263348224,118595584,2947158016,4977,2160,0,815104,0,86,847,1611,1.160,1.210,1.180,0,1,2,0,0,15,7,0,6,0
07-03 23:14:33,15,10,47.500,27,0.500,691986432,263073792,118710272,2947198976,4426,2106,0,479232,0,50,752,1248,1.150,1.200,1.180,0,1,0,0,0,15,7,0,6,0
07-03 23:14:34,13.636,13.636,33.333,37.879,1.515,691961856,262922240,118820864,2947256320,5345,2160,0,3153920,0,105,761,1136,1.150,1.200,1.180,0,1,0,0,0,15,7,0,6,0
