-- Logs begin at Wed 2020-02-19 00:59:11 UTC, end at Wed 2020-02-19 02:26:54 UTC. --
Feb 19 01:53:39 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 19 01:53:42 ubuntu dstat.sh[1748]: [286B blob data]
Feb 19 01:53:42 ubuntu dstat.sh[1748]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 19 01:53:42 ubuntu dstat.sh[1748]: 19-02 01:53:42| 14   4  51  27   3| 460M  506M  113M 2633M|   0     0 | 159k 2828k|8.58  29.9 | 650  1133 |1.44 1.41 1.36|2.0   0  20|   0     0 |systemd              1    0.3%   0    0 |bash                 3844 1989k1815k0.2%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 19 01:53:43 ubuntu dstat.sh[1748]: 19-02 01:53:43| 17  20  21  29  12| 461M  504M  113M 2633M|6007B 3186B| 160k  196k|3.00  10.0 |1111  2584 |1.44 1.41 1.36|1.0   0 186|   0     0 |systemd              1    5.5%   0    0 |bash                 3844 1269k  11k3.0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 19 01:53:44 ubuntu dstat.sh[1748]: 19-02 01:53:44| 21  24  39   0  15| 585M  380M  113M 2755M|  16k 2970B|   0     0 |   0     0 |1779  6018 |1.44 1.41 1.36|2.0   0 118|   0     0 |systemd              1     18%   0    0 |bash                 3844  443k5014B1.5%|mysqld       174M|   0     0 |  16    5    0    4    0
Feb 19 01:53:45 ubuntu dstat.sh[1748]: 19-02 01:53:45| 22  21  39   2  17| 594M  371M  113M 2755M|  11k 3240B|   0    32M|   0  33.0 |1240  2561 |1.44 1.41 1.36|1.0   0 230|   0     0 |keystone-manage      3149  14%2149k  81k|keystone-manage      3149 2149k  81k 14%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 19 01:53:46 ubuntu dstat.sh[1748]: 19-02 01:53:46| 44   7  45   0   6| 613M  352M  113M 2755M|  10k 2916B|   0   772k|   0  1.00 | 679   810 |1.44 1.41 1.36|1.0   0   0|   0     0 |keystone-manage      3149  49%4277k   0 |keystone-manage      3149 4277k   0  49%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 19 01:53:47 ubuntu dstat.sh[1748]: 19-02 01:53:47| 38   5  42   7   8| 630M  334M  113M 2756M|5661B 3132B| 776k    0 |76.0     0 | 735   976 |1.56 1.44 1.37|1.0   0 2.0|   0     0 |keystone-manage      3149  43%4385k  46k|keystone-manage      3149 4385k  46k 43%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 19 01:53:48 ubuntu dstat.sh[1748]: 19-02 01:53:48| 26   4  36  29   5| 647M  317M  113M 2757M|5888B 3024B|  80k  668k|7.00  3.00 | 533   695 |1.56 1.44 1.37|  0 1.0   0|   0     0 |keystone-manage      3149  29%4184k 174k|keystone-manage      3149 4184k 174k 29%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 19 01:53:49 ubuntu dstat.sh[1748]: 19-02 01:53:49| 32   7  41  19   2| 658M  304M  113M 2757M|6950B 3240B|  32k  688k|4.00  8.00 | 755  1178 |1.56 1.44 1.37|1.0 1.0   0|   0     0 |keystone-manage      3149  26%2151k 427k|keystone-manage      3149 2151k 427k 26%|mysqld       178M|   0     0 |  16    7    0    6    0
Feb 19 01:53:50 ubuntu dstat.sh[1748]: 19-02 01:53:50| 11   5  41  37   7| 668M  294M  113M 2758M|5901B 2916B|  80k 1008k|1.00  74.0 | 880  1315 |1.56 1.44 1.37|  0 1.0   0|   0     0 |keystone-manage      3149 7.5%  38k  53k|python2              2097   47k  52k7.0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 19 01:53:51 ubuntu dstat.sh[1748]: 19-02 01:53:51|  4   3  45  46   3| 668M  294M  113M 2758M|6432B 3240B|   0  1420k|   0  98.0 | 896  1262 |1.56 1.44 1.37|  0 1.0   0|   0     0 |kworker/1:1H         159  1.5%   0    0 |python2              2591   14k 464B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 01:53:52 ubuntu dstat.sh[1748]: 19-02 01:53:52|  4   3  46  44   3| 668M  293M  113M 2758M|6617B 2916B|   0  1392k|   0   100 | 736  1179 |1.68 1.46 1.38|  0 1.0   0|   0     0 |mysqld               1002 2.0%   0    0 |python2              2591   14k 464B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 01:53:53 ubuntu dstat.sh[1748]: 19-02 01:53:53|  1   1  44  51   2| 669M  292M  114M 2758M|6435B 3240B|   0   736k|   0  46.0 | 585   970 |1.68 1.46 1.38|  0 1.0   0|   0     0 |kworker/1:1H         159  0.5%   0    0 |python2              2591   14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 01:53:54 ubuntu dstat.sh[1748]: 19-02 01:53:54|  3   1  35  61   1| 669M  292M  114M 2759M|7522B 3240B|   0   292k|   0  39.0 | 604   744 |1.68 1.46 1.38|  0 2.0 2.0|   0     0 |keystone-manage      3149 1.0%   0    0 |python2              2591   14k   0   0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 01:53:55 ubuntu dstat.sh[1748]: 19-02 01:53:55|  3   1  17  77   1| 669M  292M  114M 2759M|7673B 2916B|   0  2768k|   0   113 | 501   608 |1.68 1.46 1.38|  0 3.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              2591   14k 916B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 01:53:56 ubuntu dstat.sh[1748]: 19-02 01:53:56|  2   2  43  53   1| 668M  291M  114M 2759M|7866B 3240B|   0  3368k|   0  30.0 | 495   925 |1.68 1.46 1.38|  0 1.0   0|   0     0 |jbd2/vda1-8          289  0.5%   0    0 |python2              2591   14k 457B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
