-- Logs begin at Wed 2020-04-01 17:23:22 UTC, end at Wed 2020-04-01 19:18:13 UTC. --
Apr 01 18:06:56 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 18:06:56 ubuntu dstat.sh[1806]: [286B blob data]
Apr 01 18:06:56 ubuntu dstat.sh[1806]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 18:06:56 ubuntu dstat.sh[1806]: 01-04 18:06:56| 16   5  53  25   2| 420M  749M 87.9M 2483M|   0     0 | 176k 2967k|9.91  35.0 | 731  1307 |1.63 1.41 1.32|1.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 4326 2373k2206k0.2%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 18:06:57 ubuntu dstat.sh[1806]: 01-04 18:06:57| 21  35  39   3   3| 420M  749M 87.9M 2484M|7534B 2160B| 228k  128k|3.00  10.0 |1589  3807 |1.63 1.41 1.32|1.0 1.0 419|   0     0 |bash                 4326 7.0%1892k  27k|bash                 4326 1892k  27k7.0%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 18:06:58 ubuntu dstat.sh[1806]: 01-04 18:06:58| 22  25  39  11   3| 420M  749M 87.9M 2484M|6998B 1944B|  52k 8040k|1.00  23.0 |1544  3675 |1.82 1.46 1.33|2.0   0 203|   0     0 |systemd              1    9.5%   0    0 |bash                 4326 1690k  13k2.5%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 18:06:59 ubuntu dstat.sh[1806]: 01-04 18:06:59| 28  31  38   0   3| 440M  729M 87.9M 2500M|4363B 2160B|   0    12k|   0  3.00 |2244  5533 |1.82 1.46 1.33|1.0   0 181|   0     0 |systemd              1     19%   0    0 |bash                 4326  895k7587B1.5%|mysqld       173M|   0     0 |  16    3    0    6    0
Apr 01 18:07:00 ubuntu dstat.sh[1806]: 01-04 18:07:00| 11  22  62   0   5| 545M  623M 87.9M 2606M|4110B 2202B|   0     0 |   0     0 |1447  3025 |1.82 1.46 1.33|1.0   0 257|   0     0 |bash                 4326 5.0% 495k  15k|bash                 4326  495k  15k5.0%|mysqld       173M|   0     0 |  16    7    0    7    0
Apr 01 18:07:01 ubuntu dstat.sh[1806]: 01-04 18:07:01| 35  10  47   7   2| 567M  601M 87.9M 2606M|8570B 1944B| 172k    0 |10.0     0 | 775  1236 |1.82 1.46 1.33|  0 1.0  39|   0     0 |keystone-manage      3207  36%5126k  81k|keystone-manage      3207 5126k  81k 36%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 18:07:02 ubuntu dstat.sh[1806]: 01-04 18:07:02|  3   1   5  91   1| 567M  601M 88.1M 2606M|5156B 1944B| 384k 1516k|50.0  25.0 | 443   824 |1.82 1.46 1.33|  0 2.0   0|   0     0 |beam.smp             2745 1.0%   0    0 |keystone-manage      3207   81k   0 0.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 18:07:03 ubuntu dstat.sh[1806]: 01-04 18:07:03|  7   1  22  70   0| 568M  599M 88.3M 2607M|3675B 1836B| 356k 1260k|50.0  38.0 | 485   866 |1.84 1.47 1.34|  0 1.0   0|   0     0 |keystone-manage      3207 4.5% 245k   0 |keystone-manage      3207  245k   0 4.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 18:07:04 ubuntu dstat.sh[1806]: 01-04 18:07:04|  6   1  49  43   1| 570M  597M 88.3M 2607M|5313B 2268B| 284k    0 |48.0     0 | 482   853 |1.84 1.47 1.34|  0 1.0 2.0|   0     0 |keystone-manage      3207 5.0% 501k   0 |keystone-manage      3207  501k   0 5.0%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 18:07:05 ubuntu dstat.sh[1806]: 01-04 18:07:05| 15   2  50  32   0| 580M  586M 88.3M 2607M|3107B 1998B| 360k    0 |39.0     0 | 447   810 |1.84 1.47 1.34|  0 1.0   0|   0     0 |keystone-manage      3207  16%2145k  46k|keystone-manage      3207 2145k  46k 16%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 18:07:06 ubuntu dstat.sh[1806]: 01-04 18:07:06| 27   2  46  22   4| 588M  579M 88.3M 2607M|5768B 2106B| 124k 8024k|19.0  19.0 | 631   870 |1.84 1.47 1.34|  0 1.0   0|   0     0 |keystone-manage      3207  28%2021k   0 |keystone-manage      3207 2021k   0  28%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 18:07:07 ubuntu dstat.sh[1806]: 01-04 18:07:07| 10   1  34  54   2| 592M  574M 88.3M 2608M|3902B 2160B| 528k  528k|32.0  3.00 | 474   850 |1.84 1.47 1.34|1.0   0   0|   0     0 |keystone-manage      3207 8.5%1134k  90k|keystone-manage      3207 1134k  90k8.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 18:07:08 ubuntu dstat.sh[1806]: 01-04 18:07:08| 32   5  48  15   1| 610M  555M 88.5M 2609M|3061B 1944B| 108k  212k|11.0  2.00 | 618   796 |1.85 1.48 1.34|  0 1.0   0|   0     0 |keystone-manage      3207  33%4834k 428k|keystone-manage      3207 4834k 428k 33%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 18:07:09 ubuntu dstat.sh[1806]: 01-04 18:07:09| 18   7  32  41   1| 615M  549M 88.5M 2609M|4341B 2160B|  84k  872k|5.00  7.00 | 600  1375 |1.85 1.48 1.34|  0 3.0   0|   0     0 |python2              1544  11%  83k  91k|keystone-manage      3207  496k  83k 11%|mysqld       177M|   0     0 |  16    7    0    8    0
Apr 01 18:07:10 ubuntu dstat.sh[1806]: 01-04 18:07:10|  7   2  43  45   2| 623M  541M 88.5M 2609M|3662B 2160B|   0   308k|   0  21.0 | 517  1039 |1.85 1.48 1.34|2.0   0   0|   0     0 |keystone-manage      3207 4.0%  38k  53k|keystone-manage      3207   38k  53k4.0%|mysqld       184M|   0     0 |  16    7    0    8    0
Apr 01 18:07:11 ubuntu dstat.sh[1806]: 01-04 18:07:11|  4   2  47  46   1| 625M  539M 88.6M 2610M|3855B 1944B|   0   300k|   0  13.0 | 416   703 |1.85 1.48 1.34|  0 1.0   0|   0     0 |mysqld               1076 1.0%   0    0 |python2              1974   14k 461B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 18:07:12 ubuntu dstat.sh[1806]: 01-04 18:07:12|  1   2  43  53   2| 625M  539M 88.6M 2609M|4696B 2202B|   0   184k|   0  16.0 | 398   728 |1.85 1.48 1.34|  0 1.0   0|   0     0 |etcd                 2899 1.0%   0    0 |python2              1974   14k 461B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 18:07:13 ubuntu dstat.sh[1806]: 01-04 18:07:13|  2   2  46  51   0| 625M  539M 88.7M 2610M|4091B 2160B|   0   344k|   0  23.0 | 437   807 |1.78 1.47 1.34|  0 1.0   0|   0     0 |python2              1974 1.0%  14k 451B|python2              1974   14k 451B1.0%|mysqld       186M|   0     0 |  16    7    0    7    0
