-- Logs begin at Mon 2020-02-24 14:43:14 UTC, end at Mon 2020-02-24 17:34:42 UTC. --
Feb 24 16:13:28 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 24 16:13:29 ubuntu dstat.sh[12651]: [286B blob data]
Feb 24 16:13:29 ubuntu dstat.sh[12651]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 24 16:13:29 ubuntu dstat.sh[12651]: 24-02 16:13:29|  9   3  72  14   1| 449M  691M  134M 2450M|   0     0 |  89k 1481k|4.51  17.6 | 457   719 |1.55 1.44 1.37|1.0   0  14|   0     0 |systemd              1    0.2%   0    0 |bash                 161551163k1069k0.1%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 24 16:13:30 ubuntu dstat.sh[12651]: 24-02 16:13:30| 14  30  35   2  18| 449M  689M  134M 2451M|4711B 2160B| 896k  128k|9.00  7.00 |1199  2873 |1.55 1.44 1.37|4.0   0 290|   0     0 |bash                 161557.5% 742k  18k|bash                 16155 742k  18k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 24 16:13:31 ubuntu dstat.sh[12651]: 24-02 16:13:31| 15  29  33   0  22| 448M  690M  134M 2451M|4178B 1782B|   0    20k|   0  5.00 |1047  2552 |1.59 1.45 1.37|1.0   0 235|   0     0 |bash                 161557.0%2102k  17k|bash                 161552102k  17k7.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 24 16:13:32 ubuntu dstat.sh[12651]: 24-02 16:13:32| 20  26  35   0  19| 450M  688M  134M 2451M|4927B 2160B|   0    16k|   0  4.00 |1389  4185 |1.59 1.45 1.37|2.0   0 179|   0     0 |systemd              1     11%   0    0 |bash                 161551105k  10k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 24 16:13:33 ubuntu dstat.sh[12651]: 24-02 16:13:33| 24  25  32   0  19| 450M  688M  134M 2451M|9087B 2256B|   0  4096B|   0  1.00 |1332  4530 |1.59 1.45 1.37|2.0   0  98|   0     0 |systemd              1     21%   0    0 |bash                 16155 431k2774B1.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 24 16:13:34 ubuntu dstat.sh[12651]: 24-02 16:13:34|  8   9  77   2   5| 574M  564M  134M 2573M|4414B 2094B|8192B    0 |2.00     0 | 755  2252 |1.59 1.45 1.37|1.0   0  17|   0     0 |systemd              1    5.5%   0    0 |bash                 16155 240k 592B0.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Feb 24 16:13:35 ubuntu dstat.sh[12651]: 24-02 16:13:35| 15  28  38   1  18| 576M  561M  134M 2573M|5352B 2160B|   0    96k|   0  2.00 |1526  3114 |1.59 1.45 1.37|1.0   0 296|   0     0 |bash                 161556.0% 477k  18k|bash                 16155 477k  18k6.0%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 24 16:13:36 ubuntu dstat.sh[12651]: 24-02 16:13:36| 42   7  36  12   3| 596M  542M  134M 2573M|4595B 2160B|  12k    0 |1.00     0 | 668   848 |1.54 1.44 1.37|  0 1.0 1.0|   0     0 |keystone-manage      14047 46%4659k  81k|keystone-manage      140474659k  81k 46%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 24 16:13:37 ubuntu dstat.sh[12651]: 24-02 16:13:37|  9   3  47  40   2| 598M  538M  134M 2574M|3851B 1944B| 692k    0 |51.0     0 | 665   937 |1.54 1.44 1.37|2.0   0 2.0|   0     0 |keystone-manage      140479.0% 815k   0 |keystone-manage      14047 815k   0 9.0%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 24 16:13:38 ubuntu dstat.sh[12651]: 24-02 16:13:38|  8   3  47  42   1| 602M  534M  134M 2574M|5080B 2160B| 296k    0 |32.0     0 | 601   901 |1.54 1.44 1.37|  0 2.0   0|   0     0 |keystone-manage      140476.5% 688k   0 |keystone-manage      14047 688k   0 6.5%|mysqld       173M|   0     0 |  16    5    0    7    0
