"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","29 Mar 2020 23:32:56 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
29-03 23:32:56,15.273,4.466,53.519,25.164,1.578,439955456,770699264,90578944,2619363328,0,0,192555.158,3080929.818,10.168,34.026,736.229,1318.127,0.990,1.050,1.120,2,0,24.594,0,0,14,3,0,5,0
29-03 23:32:57,19.697,37.374,40.909,0.505,1.515,439799808,770379776,90595328,2619731968,4939,1944,311296,110592,4,8,1606,3978,0.990,1.050,1.120,1,0,420,0,0,14,3,0,5,0
29-03 23:32:58,24.500,32,38.500,0,5,439758848,770375680,90595328,2619764736,4539,2160,0,24576,0,6,1298,4962,0.990,1.050,1.120,1,0,279,0,0,14,3,0,5,0
29-03 23:32:59,29,33,35,0,3,570363904,639389696,90595328,2747932672,3731,1944,0,233472,0,5,1586,6647,0.990,1.050,1.120,3,0,181,0,0,16,3,0,5,0
29-03 23:33:00,11.275,21.078,66.176,0,1.471,570957824,638603264,90595328,2747969536,6924,1944,0,0,0,0,1346,2784,0.990,1.050,1.120,2,0,241,0,0,16,5,0,5,0
29-03 23:33:01,36.500,9.500,46,6,2,593850368,615280640,90636288,2748358656,8827,2160,421888,0,25,0,983,1461,0.990,1.050,1.120,0,1,55,0,0,16,5,0,7,0
29-03 23:33:02,23.881,3.483,39.801,31.343,1.493,608710656,599355392,90763264,2749284352,6289,2160,966656,311296,115,2,665,1105,0.990,1.050,1.120,3,0,2,0,0,16,5,0,7,0
29-03 23:33:03,46.231,3.015,47.739,1.508,1.508,630087680,576868352,90763264,2750353408,3592,1890,663552,0,47,0,681,846,0.990,1.050,1.120,2,0,0,0,0,16,5,0,7,0
29-03 23:33:04,35.176,9.045,32.161,23.618,0,652013568,553799680,90869760,2751303680,3591,2214,147456,1560576,14,36,882,1598,0.990,1.050,1.120,0,5,0,0,0,16,7,0,7,0
29-03 23:33:05,4.950,2.970,0,90.099,1.980,652894208,552779776,90877952,2751430656,4173,1944,0,1011712,0,146,447,569,0.990,1.050,1.120,0,3,0,0,0,16,7,0,7,0
