-- Logs begin at Thu 2020-04-02 04:51:21 UTC, end at Thu 2020-04-02 06:18:52 UTC. --
Apr 02 05:30:27 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 05:30:28 ubuntu dstat.sh[1274]: [286B blob data]
Apr 02 05:30:28 ubuntu dstat.sh[1274]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 05:30:28 ubuntu dstat.sh[1274]: 02-04 05:30:28| 18   5  55  21   1| 426M  715M 87.1M 2510M|   0     0 | 216k 2613k|11.6  36.5 | 821  1637 |1.07 1.20 1.15|2.0   0  28|   0     0 |systemd              1    0.5%   0    0 |bash                 3590 2643k2453k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 05:30:29 ubuntu dstat.sh[1274]: 02-04 05:30:29| 15  35  39   1  10| 424M  717M 87.1M 2511M|3738B 2106B| 104k  112k|2.00  8.00 |1434  3651 |1.07 1.20 1.15|1.0   0 399|   0     0 |bash                 3590 7.5%1345k  25k|bash                 3590 1345k  25k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 05:30:30 ubuntu dstat.sh[1274]: 02-04 05:30:30| 26  30  39   0   4| 424M  717M 87.1M 2511M|4125B 1998B|   0    24k|   0  6.00 |1477  4170 |1.07 1.20 1.15|2.0   0 280|   0     0 |systemd              1    9.0%   0    0 |bash                 3590 2141k  18k4.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 05:30:31 ubuntu dstat.sh[1274]: 02-04 05:30:31| 30  27  39   0   4| 426M  715M 87.1M 2511M|3865B 1872B|   0  1232k|   0  26.0 |1737  4621 |1.07 1.20 1.15|1.0   0 165|   0     0 |systemd              1     19%   0    0 |bash                 3590  968k7862B1.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 05:30:32 ubuntu dstat.sh[1274]: 02-04 05:30:32| 11  17  53  13   6| 550M  590M 87.1M 2633M|5363B 2052B|  80k  676k|1.00  55.0 |1354  3957 |1.07 1.20 1.15|1.0   0 152|   0     0 |etcd                 2372 4.5%   0    0 |bash                 3590  387k7447B3.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 02 05:30:33 ubuntu dstat.sh[1274]: 02-04 05:30:33| 36  17  46   0   2| 566M  574M 87.1M 2633M|3756B 1944B|   0     0 |   0     0 |1102  2098 |1.07 1.19 1.15|1.0   0 164|   0     0 |keystone-manage      2678  30%4019k  81k|keystone-manage      2678 4019k  81k 30%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 05:30:34 ubuntu dstat.sh[1274]: 02-04 05:30:34| 32   4  47  17   1| 586M  552M 87.3M 2634M|4155B 1782B|1356k  244k| 140  2.00 | 783  1234 |1.07 1.19 1.15|1.0   0   0|   0     0 |keystone-manage      2678  34%4747k  46k|keystone-manage      2678 4747k  46k 34%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 05:30:35 ubuntu dstat.sh[1274]: 02-04 05:30:35| 44   5  47   3   1| 606M  532M 87.3M 2635M|4865B 2106B| 648k    0 |47.0     0 | 654   827 |1.07 1.19 1.15|1.0   0   0|   0     0 |keystone-manage      2678  47%5307k 174k|keystone-manage      2678 5307k 174k 47%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 05:30:36 ubuntu dstat.sh[1274]: 02-04 05:30:36| 40  12  29  19   1| 627M  509M 87.4M 2636M|9144B 1944B| 144k 1620k|14.0  31.0 |1088  1763 |1.07 1.19 1.15|  0 1.0   0|   0     0 |keystone-manage      2678  31%2552k 481k|keystone-manage      2678 2552k 481k 31%|mysqld       184M|   0     0 |  16    7    0    7    0
Apr 02 05:30:37 ubuntu dstat.sh[1274]: 02-04 05:30:37|  5   2  49  44   1| 629M  507M 87.6M 2636M|5203B 1944B|  80k 1268k|1.00  90.0 | 714  1154 |1.07 1.19 1.15|1.0   0   0|   0     0 |keystone-manage      2678 1.5%   0    0 |python2              1372   14k 479B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
