-- Logs begin at Tue 2020-02-25 13:34:25 UTC, end at Tue 2020-02-25 15:15:43 UTC. --
Feb 25 14:25:17 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 25 14:25:17 ubuntu dstat.sh[1107]: [286B blob data]
Feb 25 14:25:17 ubuntu dstat.sh[1107]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 25 14:25:17 ubuntu dstat.sh[1107]: 25-02 14:25:17| 15   4  55  23   3| 448M  526M  110M 2629M|   0     0 | 166k 3014k|8.89  31.0 | 686  1177 |1.68 1.47 1.29|1.0   0  22|   0     0 |systemd              1    0.3%   0    0 |bash                 3249 2110k1950k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 25 14:25:18 ubuntu dstat.sh[1107]: 25-02 14:25:18| 18  34  38   1   9| 448M  526M  110M 2629M|5874B 2052B| 216k  124k|4.00  8.00 |1761  4034 |1.68 1.47 1.29|2.0   0 400|   0     0 |bash                 3249 7.5%1248k  25k|bash                 3249 1248k  25k7.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 25 14:25:19 ubuntu dstat.sh[1107]: 25-02 14:25:19| 27  27  38   0   9| 449M  524M  110M 2629M|6494B 2052B|   0    20k|   0  5.00 |1428  4289 |1.62 1.47 1.29|1.0   0 260|   0     0 |systemd              1     11%   0    0 |bash                 3249 1842k  16k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 25 14:25:20 ubuntu dstat.sh[1107]: 25-02 14:25:20| 26  33  36   0   6| 449M  524M  110M 2630M|4656B 2160B|   0    16k|   0  4.00 |1769  5206 |1.62 1.47 1.29|1.0   0 217|   0     0 |systemd              1     13%   0    0 |bash                 3249 1391k  11k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 25 14:25:21 ubuntu dstat.sh[1107]: 25-02 14:25:21| 18  30  38   8   6| 573M  400M  110M 2751M|8129B 2160B|   0  1092k|   0  50.0 |2283  5853 |1.62 1.47 1.29|1.0 1.0 286|   0     0 |systemd              1    8.0%   0    0 |bash                 3249  687k  17k5.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 25 14:25:22 ubuntu dstat.sh[1107]: 25-02 14:25:22| 46   7   1  47   1| 598M  375M  110M 2752M|6090B 2202B|   0  1016k|   0   101 | 785  1060 |1.62 1.47 1.29|1.0 1.0  29|   0     0 |keystone-manage      2513  47%5948k  81k|keystone-manage      2513 5948k  81k 47%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 25 14:25:23 ubuntu dstat.sh[1107]: 25-02 14:25:23| 33   4  27  35   2| 615M  358M  110M 2752M|4675B 2160B| 228k   33M|38.0  60.0 | 618   962 |1.62 1.47 1.29|1.0 1.0 2.0|   0     0 |keystone-manage      2513  34%3854k  46k|keystone-manage      2513 3854k  46k 34%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 25 14:25:24 ubuntu dstat.sh[1107]: 25-02 14:25:24| 40   3  45  10   2| 639M  332M  110M 2753M|6153B 1944B| 644k 1280k|47.0  5.00 | 742   899 |1.57 1.46 1.29|1.0   0   0|   0     0 |keystone-manage      2513  43%5941k 287k|keystone-manage      2513 5941k 287k 43%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 25 14:25:25 ubuntu dstat.sh[1107]: 25-02 14:25:25| 30  14  30  27   1| 656M  314M  110M 2754M|5915B 2160B|  16k 1544k|2.00  43.0 |1136  1892 |1.57 1.46 1.29|  0 2.0   0|   0     0 |keystone-manage      2513  22%1455k 367k|keystone-manage      2513 1455k 367k 22%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 25 14:25:26 ubuntu dstat.sh[1107]: 25-02 14:25:26|  3   1  49  47   0| 656M  314M  110M 2754M|5205B 2160B|   0   876k|   0  64.0 | 614  1038 |1.57 1.46 1.29|  0 1.0   0|   0     0 |conntrackd           159061.0%   0    0 |python2              1182   14k 453B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 25 14:25:27 ubuntu dstat.sh[1107]: 25-02 14:25:27|  3   2  48  46   2| 656M  313M  111M 2754M|5913B 2160B|   0   732k|   0  50.0 | 533   891 |1.57 1.46 1.29|  0 1.0   0|   0     0 |mysqld               359  1.5%   0    0 |python2              1182   14k 462B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 25 14:25:28 ubuntu dstat.sh[1107]: 25-02 14:25:28|  2   2  47  49   1| 656M  313M  111M 2754M|4865B 1944B|   0   684k|   0  55.0 | 528   919 |1.57 1.46 1.29|  0 1.0   0|   0     0 |mysqld               359  1.5%   0    0 |python2              1182   14k 462B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
